,S1,ST,S1_conf,ST_conf
sf_wale,0.07625559931509845,0.18032707983545923,0.04260890021091928,0.029791319777144495
sf_course,0.6166829172178943,0.7787011931026516,0.07234654927410916,0.0856772508440854
knit_dir,0.02859526736415128,0.08208853797421405,0.02379075317381497,0.015995470448210185
pressure,-0.01069035161323661,0.061934608590204866,0.02009529077464835,0.011740732600973124
cable_wale_lrest,0.004605472691435385,0.02435263651661602,0.010720643602559159,0.0054630092489287765
cable_course_lrest,0.023476033705396752,0.07349187922353871,0.021817889063810773,0.013395577552729075
E1,-0.017547871572267577,0.062114145702089195,0.016609969487703578,0.012880761098751579
r,0.019539122185046966,0.044134441001288986,0.01709725743469056,0.007168395700195057
nu,0.00037790632650024086,0.021170836824279917,0.01190099135553951,0.005000800517668237
