,S1,ST,S1_conf,ST_conf
sf_wale,0.028272936164452034,0.0316019557813188,0.01474676108699603,0.005670149268056114
sf_course,0.3953679632762583,0.6284008031816517,0.0834756770858428,0.08696197488243425
knit_dir,-0.0009119526986633097,0.002713505409908547,0.004566960994193872,0.0005194325020711553
pressure,0.007255265643650997,0.006069957167593355,0.005921419955487199,0.0008951989337689629
cable_wale_lrest,0.0025994454238316388,0.004835526012601406,0.0049447041837498516,0.0009496567354839636
cable_course_lrest,0.0016168292158737683,0.002398472197272129,0.0039368577926611305,0.0006224413398452489
E1,0.22159234259566885,0.41902196768861383,0.04933203018887444,0.06865970390493646
r,0.08434588182152183,0.22022230481749241,0.04016737795943415,0.038196540431189474
nu,0.002902720389360936,0.01592265453601997,0.012070656030924883,0.0035958739837074157
