,S1,ST,S1_conf,ST_conf
sf_wale,0.14269451989972065,0.2292636253389972,0.0583842176095133,0.047450738868318784
sf_course,0.543565452988533,0.7005435104630164,0.07726827106910734,0.09409548055350174
knit_dir,0.0020406436257621352,0.021267006243266644,0.01233528225437779,0.0051156985751596665
pressure,0.0031764271345050997,0.05783913070530274,0.02293956311127371,0.008321144417325387
cable_wale_lrest,0.007834827075651215,0.026333445844393216,0.014179640326128283,0.009111999371808744
cable_course_lrest,-0.0049193278045287165,0.009600186003660255,0.008640106883742246,0.003282005878403999
E1,0.033247389425595505,0.13130486230444235,0.031637404051915945,0.022304319544137297
r,0.022031857206407438,0.0307725392722428,0.013611500062821321,0.005095266609758487
nu,0.038190135077569555,0.05910312657434162,0.026627600699106715,0.011952156148619233
