,S1,ST,S1_conf,ST_conf
sf_wale,0.07436366027789242,0.1633944021189618,0.03524242972192457,0.023660686356901786
sf_course,0.38178930781618325,0.4835330350030333,0.049734065873684945,0.06028331724706159
knit_dir,-0.001466767775474566,0.002493674517479237,0.004737915012195137,0.000502411779782707
pressure,0.08287875365581364,0.12673293597963203,0.029597476095746703,0.017380155017371567
cable_wale_lrest,0.0020717037640986947,0.010285729007100047,0.012326847031058633,0.0028249937434843397
cable_course_lrest,0.0025468454164571932,0.0029600713560868244,0.005224660459657496,0.0006699760395996599
E1,0.24401135687916242,0.28870857333870376,0.04782146683706222,0.0324168965202965
r,0.03743754544672846,0.04706773201373309,0.01922455211120221,0.0064247067915961615
nu,-0.0004394284984806015,0.010593937901319335,0.011645299088704375,0.0016407627243399938
