motif,sf_wale,sf_course,knit_dir,pressure,crown_height,mean_stress,max_stress,verts_path,stress_path,H_fit_x0,H_binned_x0,r_x0,H_fit_y0,H_binned_y0,r_y0,apex_k_min,apex_k_max,apex_k_ratio,apex_k_max_dir_deg,apex_k_x,apex_k_y,apex_k_wale,apex_k_course,apex_H_apex,apex_n_fit,apex_fit_rms_mm,von_mises_x0,von_mises_y0,T_wale_x0,T_course_y0,sim_failed
1,1.3399999999999999,0.9400000000000001,0.0,1000.0,0.1498377,2177.46441957,2381.57115803,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c0.940_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c0.940_stress.csv,0.7912497810825075,1.035241477040732,0.05281877296151437,0.8033805610254966,0.9751987902621274,0.05624763650520429,0.6975839487950772,0.7802112510800366,1.1184478261400363,89.71930189526618,0.6975858826737305,0.7802092677398156,0.7802092677398156,0.6975858826737305,0.7388975999375569,35,0.06180530473188061,2245.933864444444,2117.4543760869565,2422.8483622222225,495.21020434782616,False
1,1.3399999999999999,0.96,0.0,1000.0,0.14550418,2113.08950191,2274.87055725,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c0.960_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c0.960_stress.csv,0.7711416408389377,1.0115790704582466,0.052825045763082674,0.7828723924242298,0.945067477755292,0.05603785436441395,0.694793989533062,0.7589666921105672,1.092362201665896,89.71464377850077,0.6947955439502373,0.7589651001985355,0.7589651001985355,0.6947955439502373,0.7268803408218146,35,0.05908320969526982,2183.685951111111,2068.6071913043475,2429.202477777778,720.6365847826087,False
1,1.3399999999999999,0.98,0.0,1000.0,0.14088534,2071.33029392,2187.53300682,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c0.980_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c0.980_stress.csv,0.749467281222413,0.9858449059096882,0.052831589709021416,0.7595416531190461,0.8653429592163119,0.055865885666085996,0.6881936343037305,0.7363552432825005,1.069982642352536,89.71738215898117,0.6881947796508662,0.7363540713750634,0.7363540713750634,0.6881947796508662,0.7122744387931155,35,0.056557688407620293,2141.642815555556,2042.7206043478266,2435.2984044444443,950.4981369565215,False
1,1.3399999999999999,1.0,0.0,1000.0,0.13604707,2055.01008439,2148.78064796,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.000_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.000_stress.csv,0.7264799175964154,0.9584317548043187,0.05283793343728993,0.7345706738420682,0.8797696271203066,0.05572848378406086,0.6778641404079255,0.7126784235462289,1.051358791626524,89.72920063997475,0.6778649007651802,0.7126776457876438,0.7126776457876438,0.6778649007651802,0.6952712819770772,35,0.054099610960975146,2122.691033333333,2042.0864695652174,2441.6232288888887,1184.6685108695651,False
1,1.3399999999999999,1.02,0.0,1000.0,0.13105326,2066.21414907,2174.39199071,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.020_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.020_stress.csv,0.7024496157977226,0.8540110264783681,0.05284377270133925,0.7086157854116516,0.8474894051597488,0.05561991796208285,0.664232087669985,0.6882230707771426,1.0361183742136186,89.75565319681607,0.6642325138757227,0.6882226344097342,0.6882226344097342,0.6642325138757227,0.6762275792235638,35,0.05168222676608986,2129.2155800000005,2070.3715765957454,2448.6224,1425.6979914893616,False
1,1.3399999999999999,1.04,0.0,1000.0,0.1259635,2106.03571515,2224.39373438,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.040_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.040_stress.csv,0.6776464887503889,0.8267949943109427,0.052848934356016515,0.6821037989389745,0.909336059966182,0.055534657807915784,0.647845172928122,0.6632531275061863,1.0237833902634845,89.81169398719376,0.6478453346808041,0.6632529610640344,0.6632529610640344,0.6478453346808041,0.6555491502171542,35,0.04930492646534843,2162.805068888889,2123.4410723404258,2456.6820088888894,1668.700791489362,False
1,1.3399999999999999,1.06,0.0,1000.0,0.1208322,2174.47573519,2298.66931005,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.060_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.060_stress.csv,0.652332713345215,0.8691442271422377,0.05285331676057738,0.6553484071241689,0.876028601755084,0.055468012527466935,0.6292721079132517,0.6380110256995545,1.0138873432914135,89.94124587978642,0.6292721163437907,0.6380110165093877,0.6380110165093877,0.6292721163437907,0.633641566806403,35,0.046979024713952454,2224.065011111111,2203.058859574468,2466.1231244444443,1916.609827659574,False
1,1.3399999999999999,1.08,0.0,1000.0,0.1157081,2270.53982973,2396.64833607,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.080_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.080_stress.csv,0.6267568691651516,0.8379510245473376,0.05285687130679251,0.6286001621155518,0.8429120955711543,0.055416156274244545,0.6090508040328881,0.6127149217064715,1.006016111709107,90.37815323899406,0.6090509655930696,0.6127147620871609,0.6127147620871609,0.6090509655930696,0.6108828628696799,35,0.04471641438374813,2312.6025955555556,2307.984076595745,2477.2014177777774,2169.707812765957,False
1,1.3399999999999999,1.1,0.0,1000.0,0.11063406,2392.49103384,2517.30299633,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.100_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.100_stress.csv,0.6011497191200471,0.8064787705449683,0.052859621828259845,0.602068369527769,0.7773482171092553,0.05537600835251035,0.5875401318424981,0.5876891103786785,1.0002535631663376,159.06950022177313,0.5876700997884876,0.5875591460928445,0.5875591460928445,0.5876700997884876,0.5876146211105884,35,0.04252612382662887,2427.1839822222228,2436.4839106382983,2490.109515555555,2428.2660531914894,False
1,1.3399999999999999,1.12,0.0,1000.0,0.10564681,2538.16491512,2659.25499935,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.120_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.120_stress.csv,0.5757199984281454,0.7749691773672593,0.05286159584757341,0.5759306621699198,0.7776479336557781,0.05534510500298264,0.5627141364883889,0.5655605376309091,1.0050583430519147,178.61866938602057,0.5655588836376324,0.5627157951166636,0.5627157951166636,0.5655588836376324,0.564137337059649,35,0.040414755822929506,2566.000004444444,2586.591876595745,2504.9815355555556,2692.529268085106,False
1,1.3399999999999999,1.14,0.0,1000.0,0.10077699,2705.25693903,2820.94679761,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.140_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.140_stress.csv,0.5506515479209656,0.743650454697185,0.05286286125425598,0.5503369385306465,0.7457270754641064,0.05532148461946852,0.538330723557741,0.5430868635747744,1.0088349778470767,179.0089621707328,0.5430854408504392,0.5383321513648056,0.5383321513648056,0.5430854408504392,0.5407087935662578,35,0.038390134137490435,2726.9517066666667,2757.6330833333336,2521.8991533333337,2963.9350375,False
1,1.3399999999999999,1.16,0.0,1000.0,0.09604931,2891.53172531,3000.78066876,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.160_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.160_stress.csv,0.5261014740482233,0.7127267249114704,0.05286350721004349,0.5254113950123728,0.7144409508163471,0.055303580717028226,0.5145307523456758,0.5205584972234112,1.0117150332613856,179.1306576189175,0.5205571097187766,0.5145321450054124,0.5145321450054124,0.5205571097187766,0.5175446247845434,35,0.036454700697030704,2907.8872711111107,2944.91910625,2540.8986888888885,3240.0624020833334,False
1,1.3399999999999999,1.18,0.0,1000.0,0.0914828,3094.94608479,3197.21551467,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.180_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.180_stress.csv,0.5021993138718744,0.6823755189689527,0.05286361577078237,0.5012537464723281,0.6838998947419989,0.05529014662620437,0.49141443230544707,0.498227894622068,1.0138650024677864,179.18325928521506,0.49822651029049214,0.49141582162158576,0.49141582162158576,0.49822651029049214,0.49482116346375754,35,0.034611226520113975,3106.762284444444,3148.2319395833333,2561.9789488888887,3522.4139604166667,False
1,1.3399999999999999,1.2,0.0,1000.0,0.08709135,3313.70268634,3408.82434557,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.200_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.200_stress.csv,0.4790477400637487,0.6527463874303054,0.05286328040375561,0.4779405670659866,0.6542006497605439,0.05528018194617859,0.46905983413738483,0.4762948341390165,1.0154244714108533,179.20804198062478,0.47629345200425277,0.4690612209382887,0.4690612209382887,0.47629345200425277,0.4726773341382007,35,0.03285934287651899,3321.727177777778,3366.0673104166667,2585.1087955555554,3811.07843125,False
1,1.3399999999999999,1.22,0.0,1000.0,0.08288418,3546.25814908,3634.32146889,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.220_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.220_stress.csv,0.4567240760030521,0.6239671279121406,0.05286259170628035,0.45552704601259125,0.5582245711497892,0.055272913434080334,0.44752436494041103,0.45491325229950863,1.0165105811838455,179.22141544098585,0.45491188802786486,0.44752573346689123,0.44752573346689123,0.45491188802786486,0.45121880861995983,35,0.03119814911898014,3551.1606688888887,3597.122950000001,2610.2346222222222,4106.109420833333,False
1,1.3399999999999999,1.24,0.0,1000.0,0.07886652,3791.30606495,3872.56927857,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.240_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.240_stress.csv,0.43528231737430895,0.5961303628590443,0.052861629063738896,0.4340490432532611,0.5334747242374516,0.05526772193009131,0.4268463781697729,0.43419849159913687,1.017224261011393,179.22625234820816,0.4341971509254648,0.42684772266185245,0.42684772266185245,0.4341971509254648,0.43052243488445485,35,0.02962776192757119,3793.6696088888884,3840.283066666667,2637.2868799999997,4407.530308333334,False
1,1.3399999999999999,1.26,0.0,1000.0,0.07504019,4047.74903499,4122.57288657,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.260_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.260_stress.csv,0.4147562212702706,0.5693084053614152,0.05286046762605097,0.41352553351680327,0.5096744389143338,0.055264122244267265,0.4070491434813803,0.41423187148127283,1.017645849684047,179.224928957742,0.4142305572069099,0.40705046114569277,0.40705046114569277,0.4142305572069099,0.4106405074813266,35,0.028143619327153903,4048.071004444444,4094.596402083333,2666.1858044444443,4715.3395625,False
1,1.3399999999999999,1.28,0.0,1000.0,0.07140425,4314.66810934,4383.46840899,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.280_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.280_stress.csv,0.39516182036627223,0.5000176654469117,0.05285916747387155,0.39396109283437003,0.4868355531948967,0.05526173100905946,0.388141181479688,0.395066719107241,1.0178428313150159,179.224138723388,0.39506544930367243,0.3881424542510713,0.3881424542510713,0.39506544930367243,0.3916039502934645,35,0.02674169743898117,4313.366811111112,4359.253520833334,2696.84602,5029.51593125,False
1,1.3399999999999999,1.2999999999999998,0.0,1000.0,0.06795557,4591.29380322,4654.50874715,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.300_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/sf_grid/m1_w1.340_c1.300_stress.csv,0.37650085705207076,0.477329920260004,0.05285779171033817,0.37534840924728474,0.46496809703017894,0.055260252761468405,0.3701195241640683,0.3767331822888964,1.0178689793243558,179.2208247086539,0.37673195928458597,0.37012074975031767,0.37012074975031767,0.37673195928458597,0.3734263532264823,35,0.02542112170998032,4588.717320000001,4633.565185416667,2729.1803244444445,5350.023258333334,False
