,S1,ST,S1_conf,ST_conf
sf_wale,0.449054070011626,0.6493839678550165,0.07625969949790552,0.08599651278444762
sf_course,0.014256515063364006,0.042466378706262645,0.018611635678760473,0.0077242093534706634
knit_dir,0.0020824711787302505,0.0053808720725485384,0.005220455751489072,0.0009963504039514216
pressure,-0.00032991947721817976,0.010254843871014685,0.009265380151637375,0.0015734595554282155
cable_wale_lrest,0.0021065421001030507,0.004135919722954688,0.004802055338138117,0.0006906952822883434
cable_course_lrest,-0.0006519223392332164,0.0032391847123081434,0.0051933918070412345,0.0006713198019279747
E1,0.15003242000727524,0.27598239954614256,0.051224199938598516,0.05020350949438896
r,0.0021119609539455896,0.004080089773934541,0.005755164762706989,0.0009998024990140089
nu,0.1446683478461386,0.2871248591250825,0.04238593633146111,0.04419709359496391
