sample_id,group,motif,sf_wale,sf_course,pressure,cable_angle,crown_height,cable_tension,mean_stress,L_def_mm,L_flat_mm,L_ratio
264,motif1_cable,1,1.0403010620529665,1.235656824966612,969.7274752300176,38.24882893930497,0.09214902,0.0,3471.0084535,3926.296909755555,1196.27364,3.2821060152721877
265,motif1_cable,1,1.1321282952735523,1.2224144343073848,1153.878890790678,168.64501474195413,0.10589338,0.0,3371.22481792,3945.550324043019,1196.27364,3.298200505398597
266,motif1_cable,1,1.020170049140761,0.8705634789598973,1197.9362008265705,92.39989493940926,0.31285882,0.0,1197.95076149,4505.025141390403,1196.27364,3.7658818106118295
267,motif1_cable,1,0.8887759178186108,1.0875930491558523,697.6515496394513,179.35518241778638,0.15482395,131.81901895,1790.64819094,4032.0307855042756,1196.27364,3.3704920435296697
268,motif1_cable,1,1.357774053127599,1.186223242240546,1079.2998575232589,161.2653651945202,0.08548294,0.0,3220.96974335,3916.771092134005,1196.27364,3.27414310670091
269,motif1_cable,1,1.2784130160601834,0.8859814025974835,793.8322335428329,25.062437887826636,0.15181327,0.0,2030.29801177,4052.5697053339736,1196.27364,3.3876611252037403
270,motif1_cable,1,1.2305011361363856,1.1827153923373692,1022.1771313044796,83.65445171909997,0.09824137,0.0,2886.3455089,3928.980542368943,1196.27364,3.2843493419857883
271,motif1_cable,1,0.9748729842612616,1.3176638559496856,741.6251422386578,43.17712588439503,0.0520447,0.0,4621.99519761,3887.174801030359,1196.27364,3.2494027044099707
272,motif1_cable,1,1.1194749434086837,1.3908443014062186,845.8606090716647,84.93561485850252,0.04530543,0.0,5787.18605061,3885.431616274054,1196.27364,3.2479455254686163
273,motif1_cable,1,1.2885879161968217,1.379403128641821,931.3879817536284,127.14240170252664,0.04873858,0.0,5692.87506912,3886.524213298707,1196.27364,3.2488588591642857
274,motif1_cable,1,0.926023117262603,1.292599107391169,504.9148721009653,85.44313362296411,0.03990563,0.0,4213.41677645,3884.495791633842,1196.27364,3.2471632423780923
275,motif1_cable,1,1.0367869143897417,0.9922050080779738,1013.5254026507124,177.94767145187757,0.22968959,0.0,1190.29902204,4205.450970755079,1196.27364,3.515459030556821
276,motif1_cable,1,1.3078033378055562,1.258123480151384,1137.736163515332,81.81487220637852,0.07987829,0.0,3989.99272247,3912.050574496089,1196.27364,3.2701970884321163
277,motif1_cable,1,1.0357180894693594,0.9513816413917332,808.4612804072527,157.4722316210979,0.23573919,0.0,893.74317081,4227.511295084305,1196.27364,3.5338998985920194
278,motif1_cable,1,1.0448303997726092,1.0400418561324989,637.0770555573708,59.423023729118825,0.15946311,0.0,1114.41182855,4034.368174184627,1196.27364,3.3724459348486757
279,motif1_cable,1,1.2238714939783146,1.1754242550153935,1109.7472708795713,128.30004405955785,0.10858191,0.0,2835.88101561,3941.8736128068185,1196.27364,3.2951270353218005
280,motif1_cable,1,0.9511003445742218,0.9735073169427912,700.0280492073705,117.61513565894695,0.23605754,0.0,923.83061254,4241.6685359623025,1196.27364,3.5457343488420454
281,motif1_cable,1,1.319496654080278,1.0315467194495318,1178.638401026631,51.30899769559954,0.13898316,0.0,2046.77755805,3992.6145815059613,1196.27364,3.3375428898575095
282,motif1_cable,1,0.9388862123728536,1.1436586123184425,874.4020367590301,100.08218349028402,0.13479379,0.0,2397.54615172,3978.9006550914914,1196.27364,3.3260790190875493
283,motif1_cable,1,1.0589976943373398,0.8979944223147579,566.758803808463,117.21964295162702,0.22901983,0.0,888.97383331,4226.568951819846,1196.27364,3.5331121663935074
284,motif1_cable,1,0.8576161860439926,1.3144034942685674,604.5215381370539,170.14314476335025,0.0421133,0.0,4624.67408527,3882.172712593547,1196.27364,3.2452213129042513
285,motif1_cable,1,1.1617174169833897,1.238761220509466,680.8950180938882,72.96271248570154,0.06068127,0.0,3413.59794684,3892.524605397371,1196.27364,3.253874761795614
286,motif1_cable,1,1.3690108910381331,1.1673397745422998,481.91103837638,49.25842703892216,0.04098841,0.0,2900.02206555,3881.9029140721136,1196.27364,3.244995780457149
287,motif1_cable,1,1.295273193923821,0.9111661976912112,390.05158395034806,93.34954118283213,0.09217713,0.0,1884.38725164,3950.9870049378956,1196.27364,3.3027451854058207
288,motif1_cable,1,0.9031371567152128,1.0812022206221892,779.1633764748667,162.9421381596627,0.17170192,0.0,1822.05949671,4089.2857849471343,1196.27364,3.418353166209643
289,motif1_cable,1,1.3833831491394704,1.248618810810135,307.9628691225599,14.336264313725245,0.02099539,3.43260879,3863.47568727,3874.4384927049846,1196.27364,3.238756053092489
290,motif1_cable,1,1.112863698972821,1.1884954041328435,991.4869532240538,48.885449166263086,0.10719747,0.0,2860.46369229,3941.9984662693473,1196.27364,3.295231403969871
291,motif1_cable,1,0.814988367569136,1.0005540995676134,800.9310173091499,139.74234258629124,0.24691212,0.0,1537.41604941,4358.116812318721,1196.27364,3.6430768568291128
292,motif1_cable,1,0.8783999978785536,1.252080070347629,371.38431610447947,131.6453061986497,0.03616789,0.0,3613.48462706,3879.8515881250364,1196.27364,3.2432810173139295
293,motif1_cable,1,1.1437992674647528,0.8147080268463648,813.4532909723924,18.0192791732298,0.21595466,125.15238148,1534.71346033,4244.521910675225,1196.27364,3.548119567923628
294,motif1_cable,1,0.9829902705257744,1.1230424048568886,905.1433210271988,147.07520880182594,0.14684981,0.0,2151.91868231,4024.7299479984495,1196.27364,3.364389060682178
295,motif1_cable,1,1.2064217499176342,0.8887962392671678,454.4582969521901,153.40647767062478,0.13878414,0.0,1467.47644482,4087.2331548728475,1196.27364,3.4166373129084815
296,motif1_cable,1,1.0125228697038304,1.3970646909642297,661.3332637932815,68.17987538324381,0.03469624,0.0,5884.39642712,3878.2640310130587,1196.27364,3.2419539320560964
297,motif1_cable,1,0.9869618817509244,1.34012910020441,630.5723125313486,156.5608073028218,0.04068909,0.0,4949.95255051,3883.1901181879243,1196.27364,3.2460717918919664
298,motif1_cable,1,1.048045127882054,1.3714386495165738,618.6508477298786,119.4826341277571,0.03567746,0.0,5437.48891923,3880.822720907482,1196.27364,3.2440928155095707
299,motif1_cable,1,1.2080416685005155,1.3451199547801016,249.80574902593068,80.25987211101051,0.01523952,0.0,4988.85012304,3873.4109304704916,1196.27364,3.2378970838732952
450,motif2_cable,2,0.8183869363553411,0.8489401433707456,413.2948943440655,106.87254418441044,0.0,0.0,2067.55833285,3871.726376752327,1196.27364,3.236488916325472
451,motif2_cable,2,1.1053525868909406,0.8141318850004069,595.884032684244,168.28993546469815,0.1360369,0.0,1908.97256558,4033.873560086513,1196.27364,3.3720324725089768
452,motif2_cable,2,1.158979659249581,1.3410284897769928,854.7421638896824,53.86564870737082,0.07585753,0.0,2813.84596451,3906.584315876098,1196.27364,3.2656276835424536
453,motif2_cable,2,0.9452743062643854,1.3765751637580967,574.5779517787711,174.4499398074249,0.07836545,0.0,2267.99966317,3907.2455081381163,1196.27364,3.2661803934241305
454,motif2_cable,2,0.8266867248459004,0.8050558805043762,1045.0299170407438,142.37354456063176,0.0,0.0,2032.81691005,3871.726376752327,1196.27364,3.236488916325472
455,motif2_cable,2,1.1126994213896713,0.9454315855771755,893.9428318912943,127.1472966408088,0.15646702,0.0,2104.2404541,4019.711466038455,1196.27364,3.360193965352656
456,motif2_cable,2,0.9391006452877644,1.0652426483921582,813.7990716552491,102.2836435013116,0.23239921,0.0,934.88275326,4213.751577363944,1196.27364,3.5223977495349184
457,motif2_cable,2,1.0431231742427514,0.8376736766632504,1005.8833465342168,33.62903337284384,0.22858879,0.0,1910.48786524,4269.599282981224,1196.27364,3.569082474291772
458,motif2_cable,2,0.9943026744927358,0.869373861512914,316.2539906518901,132.17149591704208,0.1930367,0.0,847.43804757,4151.9140495793645,1196.27364,3.4707059578604147
459,motif2_cable,2,1.3466199723335222,1.104747043020089,405.8317560537833,99.40589886220496,0.02552573,0.0,4994.49802555,3876.1060626027174,1196.27364,3.2401500233698353
460,motif2_cable,2,1.3838802777014996,0.8762259536646163,748.1586157184613,166.4861628564779,0.03910257,0.0,5751.48268677,3885.175558456539,1196.27364,3.24773147927638
461,motif2_cable,2,1.0267169296551235,1.186421492539378,216.58436229580929,151.98675882467725,0.0530399,0.0,1007.87531164,3888.237048620417,1196.27364,3.250290668128755
462,motif2_cable,2,0.8076623299949166,0.9976003083037472,553.2369041749876,109.95117800473908,0.28555,0.0,918.59322223,4480.562266547173,1196.27364,3.7454325805817916
463,motif2_cable,2,1.3347165748447591,1.084854070769713,446.7033952265841,6.2755067269465385,0.02937296,7.4075136,4806.37086068,3877.9767711452396,1196.27364,3.2417138031606547
