,S1,ST,S1_conf,ST_conf
sf_wale,0.06378516070643661,0.47903407321883107,0.06222435403806588,0.06833604894592568
sf_course,0.449418611117316,0.8584835459755586,0.08805141227139114,0.10042674064550422
knit_dir,0.00034067717522519737,0.17449336985130037,0.03348731440826422,0.029641429756602333
pressure,0.03314900040181202,0.1995397388497195,0.04130946134376507,0.03107076081594354
