sample_id,group,motif,has_cable,sf_wale,sf_course,knit_dir,pressure,L_rest,crown_height,max_stress,mean_stress,cable_tension,boundary_reaction_mean,verts_path,stress_path
315,motif2_nocable,2,False,1.214257183288557,1.0268230444989146,5.872407089790714,568.7555754544942,1.325,0.0635163,3063.60980625,3016.54873451,0.0,145.48846342,,
316,motif2_nocable,2,False,0.8696237787804937,0.94575639691404,65.85877461293325,209.1756528404214,1.325,0.24399493,1662.19209539,382.83030848,0.0,13.667835,,
317,motif2_nocable,2,False,0.941766970807511,1.3420506385732436,34.19498650564587,676.275586362362,1.325,0.10177178,2211.9852293,2099.18536209,0.0,114.84427004,,
318,motif2_nocable,2,False,1.077435019686503,1.280352002879974,82.95253692024323,435.7090667324692,1.325,0.05882536,1799.02994642,1764.71111386,0.0,104.70339581,,
319,motif2_nocable,2,False,1.0176367606109182,1.1149090446730832,36.608073068301266,431.7864340171294,1.325,0.1224261,949.35524302,840.94624275,0.0,45.17517837,,
320,motif2_nocable,2,False,0.9275214327469721,0.8051725663546362,21.562289674801907,332.52646508338773,1.325,0.26089924,1536.32459012,737.39470714,0.0,31.39257084,,
321,motif2_nocable,2,False,1.3071218221866114,0.9346121219951673,43.58340325893647,888.8426227182241,1.325,0.06432576,4582.28960104,4521.14331897,0.0,242.3675158,,
322,motif2_nocable,2,False,1.1151433370998518,1.3102704463457462,47.779311212194216,1040.4341288074208,1.325,0.10638558,2526.55426403,2394.28703135,0.0,131.96759809,,
323,motif2_nocable,2,False,1.2619939815565138,0.991382285534625,5.082751478717969,353.1556719966419,1.325,0.03240845,3689.40354604,3674.85478003,0.0,185.24730492,,
324,motif2_nocable,2,False,1.3542822635588894,1.2633681366189642,8.93853343705427,681.0437588353502,1.325,0.03891904,5249.09256369,5227.03817259,0.0,263.48408902,,
325,motif2_nocable,2,False,1.0500057640149942,0.8114692122534799,35.759832479869345,986.0602845266448,1.325,0.22315176,2541.17910873,1978.94265673,0.0,94.67645739,,
326,motif2_nocable,2,False,0.939692849154541,1.2523349676241144,61.48071181057539,1135.7009765779464,1.325,0.1857695,2050.11231085,1760.63957201,0.0,92.27817289,,
327,motif2_nocable,2,False,1.3880373609735939,1.1000023622007287,78.99983281473706,661.0072138682926,1.325,0.03595151,5730.77243725,5711.96806853,0.0,300.65567325,,
328,motif2_nocable,2,False,1.3182751606409848,0.9507706599450225,3.9067401999677345,218.07849596859802,1.325,0.01553557,4570.18942796,4566.34911108,0.0,245.1236864,,
329,motif2_nocable,2,False,1.1541034442572604,1.27669828373176,44.29673224809765,885.5518097002091,1.325,0.08835229,2689.8698715,2593.4900669,0.0,137.3166968,,
330,motif2_nocable,2,False,0.9570465655800937,0.8885873110703122,88.55415981298931,1119.655411842586,1.325,0.29484582,1885.51599305,1384.22440361,0.0,49.94379566,,
331,motif2_nocable,2,False,1.2039141311532473,1.2111465250923137,18.786606739762483,1106.2456021740534,1.325,0.10077371,3279.69688366,3157.47694894,0.0,153.79879306,,
332,motif2_nocable,2,False,1.3826346372014087,0.9574594240370364,69.19130505307966,605.9398291842949,1.325,0.03307512,5678.14740933,5660.21591352,0.0,318.77372779,,
333,motif2_nocable,2,False,1.1929044400547377,0.93978037784536,6.65066195524959,595.703174132217,1.325,0.07778719,2872.44746395,2797.35514751,0.0,134.11537881,,
334,motif2_nocable,2,False,0.8284360736031022,0.9293108590288335,73.26394060107033,1036.4714053293224,1.325,0.0,1921.77109353,1921.77109353,0.0,86.46205126,,
335,motif2_nocable,2,False,1.058052555978837,1.2186904090670363,77.33283062638395,459.43470894224754,1.325,0.07861345,1455.24652757,1399.17587372,0.0,80.87360955,,
336,motif2_nocable,2,False,0.9781299469057085,1.1737909363583319,58.95763325559468,260.99370952122194,1.325,0.08666211,1028.12427183,968.75092458,0.0,47.49242465,,
337,motif2_nocable,2,False,0.9006808232759144,1.039060432884015,26.5263560905162,242.34712262321779,1.325,0.18552139,1419.48554776,619.0741742,0.0,26.0416302,,
338,motif2_nocable,2,False,1.0335754792893075,0.9089139054576415,63.83810811696414,955.0704083203897,1.325,0.2235984,1979.67070111,1623.22323724,0.0,68.11597334,,
339,motif2_nocable,2,False,0.857885352904765,0.9752469076683048,71.71405529913129,556.5642739940722,1.325,0.28179767,1937.81449334,721.02776059,0.0,25.84203694,,
340,motif2_nocable,2,False,0.8418297845838878,1.1088621235981375,9.54417478155385,1157.0777293951098,1.325,0.28128377,2579.65988017,1547.47646718,0.0,75.49576178,,
341,motif2_nocable,2,False,0.9892947204575375,0.8852807811560157,28.038853313038643,689.4672186701266,1.325,0.23679439,1578.00501782,1176.88682348,0.0,47.69032386,,
342,motif2_nocable,2,False,1.0647795378802287,0.8809661632617023,89.04944468478895,705.3932093220872,1.325,0.17873957,1964.24885074,1689.0903978,0.0,74.68424904,,
343,motif2_nocable,2,False,1.3139123355444493,1.2221791644552749,72.67791546656424,643.0047315588977,1.325,0.04248426,4580.11026732,4556.15660983,0.0,228.38516375,,
344,motif2_nocable,2,False,1.178450113838165,1.3905005765682414,44.82079518290021,490.04236687776455,1.325,0.0390272,3117.97377689,3096.86559447,0.0,177.42246319,,
345,motif2_nocable,2,False,1.286219064092814,1.0155395897062776,36.21508713650296,485.6071397451526,1.325,0.03934466,4081.42741716,4060.50759251,0.0,206.80383462,,
346,motif2_nocable,2,False,1.0278402556801556,0.9612475362006007,29.712537934814428,771.3621131730501,1.325,0.20201028,1567.57123714,1286.41592605,0.0,50.83448327,,
347,motif2_nocable,2,False,1.1966960503771356,0.9149588998743317,46.80143923098457,251.76701015429086,1.325,0.03479966,2762.68113104,2747.24021848,0.0,132.44687586,,
348,motif2_nocable,2,False,1.110196286058375,1.0844440109550069,10.530369121481218,416.0765642435682,1.325,0.07796912,1650.99248031,1594.79635768,0.0,77.00691816,,
349,motif2_nocable,2,False,0.9648734051104755,1.233465694203164,29.081733182323806,627.5715081231934,1.325,0.13072063,1558.05709416,1418.12168658,0.0,73.6222122,,
350,motif2_nocable,2,False,1.0980297462625583,1.1347401748704211,46.14762606316268,621.9285380887014,1.325,0.10350389,1734.74692345,1629.86669215,0.0,81.50698883,,
351,motif2_nocable,2,False,0.8122202512988064,0.8256615985445526,4.414263709412143,224.04995305976516,1.325,0.0,2146.79175312,2146.79175312,0.0,107.88013276,,
352,motif2_nocable,2,False,1.323288950889582,1.1413035190130307,84.26480524826857,1111.720543334356,1.325,0.07268666,4841.1164326,4776.18534956,0.0,238.3415955,,
353,motif2_nocable,2,False,1.2052386345843218,1.325349107927579,80.15948676219864,710.4308652303935,1.325,0.05787766,3277.98186473,3231.94024689,0.0,172.3609855,,
354,motif2_nocable,2,False,1.3779643985807153,1.3929219482928554,14.995074917700313,466.80113398118584,1.325,0.0231629,5760.1405359,5751.06942871,0.0,294.17826908,,
355,motif2_nocable,2,False,1.250007089143931,1.1220048120838775,3.0019108964441914,1129.1113731858104,1.325,0.09517922,3825.0042679,3723.44394486,0.0,179.37135482,,
356,motif2_nocable,2,False,1.1654774923986488,0.8515879712342358,69.81725929070373,719.1678082056125,1.325,0.116557,2872.5076725,2624.05645853,0.0,128.24233751,,
357,motif2_nocable,2,False,0.8111705163070171,1.151243790513818,27.156118267841194,862.8950711592815,1.325,0.23560505,2890.01963805,1655.24515349,0.0,85.82500369,,
358,motif2_nocable,2,False,1.0691712578215584,1.145898998249336,18.420777077120015,378.87146443609504,1.325,0.07807547,1275.16090744,1217.52094354,0.0,66.41708132,,
359,motif2_nocable,2,False,1.228433150924944,0.8200038312072684,50.747924387019516,610.4591614473813,1.325,0.07252671,3542.0012436,3388.62925295,0.0,180.90899577,,
360,motif2_nocable,2,False,1.3708493044014487,1.0324425811713116,40.16977869287248,829.0798534284436,1.325,0.04758114,5501.14267921,5467.33313241,0.0,292.6074979,,
361,motif2_nocable,2,False,0.8859342829817201,1.1659376048162104,51.82343073556522,934.8481528685866,1.325,0.2220726,2140.38163875,1527.21412439,0.0,74.5130025,,
362,motif2_nocable,2,False,1.1465638687308026,1.3202841039148068,52.6437907269676,843.109157184762,1.325,0.08020916,2703.09834957,2622.2345507,0.0,144.87944484,,
363,motif2_nocable,2,False,1.3090445474047132,1.2510341896238457,12.29947380178419,579.3489150493551,1.325,0.03815175,4517.91239363,4497.77518118,0.0,226.29088559,,
364,motif2_nocable,2,False,1.2890404645949718,1.3046406591038657,77.42793358877195,814.845442571216,1.325,0.05381592,4362.18537923,4320.4776004,0.0,218.74119803,,
365,motif2_nocable,2,False,1.1861623629165734,0.9181909874806657,25.583710238279753,1145.4206589071282,1.325,0.13521723,3261.60983726,3054.59645623,0.0,147.86053075,,
366,motif2_nocable,2,False,1.0882626932743036,1.0957754633409815,64.61778500534204,1010.7316998194166,1.325,0.15943747,2035.93611003,1811.70385545,0.0,80.83454919,,
367,motif2_nocable,2,False,1.2758174230561357,1.3319733485130398,41.121820190402886,509.3748171136126,1.325,0.03430384,4143.20781112,4125.81788656,0.0,213.60493902,,
368,motif2_nocable,2,False,1.1818560951324588,1.3820920629683282,79.41070448794196,731.5884288084045,1.325,0.0578629,3197.04879499,3150.50061359,0.0,177.03995362,,
369,motif2_nocable,2,False,0.8170296832874369,1.396485887217073,38.604724548970985,797.677563987375,1.325,0.12633114,3452.239912,2808.05815785,0.0,163.09884998,,
370,motif2_nocable,2,False,1.0939508696438744,1.212473909393414,58.504847450181146,990.0607713272348,1.325,0.12917118,2118.60078114,1943.13405174,0.0,99.6511532,,
371,motif2_nocable,2,False,1.2593096464824507,1.3681887549006493,22.79235773910716,526.6357154249279,1.325,0.03548633,4006.17598134,3987.15702937,0.0,211.17288988,,
372,motif2_nocable,2,False,0.9157616814403683,1.2283172085932899,85.78664094505321,951.1083361445621,1.325,0.18578562,2056.23185036,1681.58761587,0.0,85.61674189,,
373,motif2_nocable,2,False,1.3442243834924228,1.3577446601526346,83.8603847301869,721.4197003008704,1.325,0.03963219,5225.81802439,5200.88341573,0.0,264.70212021,,
374,motif2_nocable,2,False,0.9746438701816192,1.0893463532149044,20.832320501028967,976.2102712945507,1.325,0.22012006,1416.54092831,1117.61714139,0.0,46.30238472,,
375,motif2_nocable,2,False,1.2175378542725492,1.043776706430784,84.86884401656667,586.5156603106966,1.325,0.0635545,3107.24218453,3063.96997366,0.0,148.01656671,,
376,motif2_nocable,2,False,0.9693225309766502,0.985927369435272,1.867765106054243,285.7787788651822,1.325,0.18004197,537.57513946,416.32103993,0.0,15.24758481,,
377,motif2_nocable,2,False,1.0137793683201852,1.1047727862310328,46.65235235757556,1018.8502521490594,1.325,0.19834985,1602.42109891,1300.83132314,0.0,56.90733363,,
378,motif2_nocable,2,False,0.9620190753731805,1.1701597478113992,14.171936604785362,229.88405658736153,1.325,0.08812213,1100.44222397,1012.69433356,0.0,45.86584662,,
379,motif2_nocable,2,False,0.8051730331449849,1.1531634879081865,63.46993532763122,254.7029492485266,1.325,0.12173787,2681.88339784,1137.94703199,0.0,57.28141606,,
380,motif2_nocable,2,False,1.356419331984494,1.1591119678510464,35.24108893905497,811.66884772009,1.325,0.04810933,5253.63564052,5223.58434435,0.0,265.4529651,,
381,motif2_nocable,2,False,1.138547111915756,1.1885799449889496,32.33906592875064,236.9713447103956,1.325,0.03207609,2007.64125143,1996.1336283,0.0,105.73621205,,
382,motif2_nocable,2,False,1.23544199021154,0.8568948218670541,37.45862970748069,800.0525140747186,1.325,0.08066638,3620.13851041,3529.0485545,0.0,184.23466177,,
383,motif2_nocable,2,False,0.9468969714122024,1.350552330866508,57.356268247742,421.7655170716829,1.325,0.0655474,2133.7800619,2086.799925,0.0,113.37075521,,
384,motif2_nocable,2,False,1.1165732378829012,0.9527475465961033,65.25263249970853,334.2369635725123,1.325,0.07872419,1754.07360319,1694.05403888,0.0,74.1898623,,
385,motif2_nocable,2,False,1.2427927560717744,1.184938850918423,11.124875598818173,766.5170606339219,1.325,0.06543338,3564.27686966,3512.48206909,0.0,173.23133736,,
386,motif2_nocable,2,False,1.0012676358714048,1.0500154456080981,26.150722864026147,298.85459636979056,1.325,0.13340861,642.35025317,531.26934604,0.0,26.84270695,,
387,motif2_nocable,2,False,0.9825609369592165,1.029704395374029,54.55804732135512,1179.396350317844,1.325,0.25058064,1695.58844101,1301.75100702,0.0,44.32858603,,
388,motif2_nocable,2,False,1.3009655722347193,1.2887026228271317,24.469764419935824,1151.7274964626263,1.325,0.07345759,4633.30060767,4556.21500838,0.0,226.41797088,,
389,motif2_nocable,2,False,1.3411663439244845,0.8010037029927853,62.9847698353883,1060.2457464081485,1.325,0.06225775,5243.0949664,5180.55033154,0.0,315.31598613,,
390,motif2_nocable,2,False,1.324679257911002,1.2946926684996818,66.26865846612358,1027.5089992040616,1.325,0.06163166,4931.47492089,4876.01075516,0.0,243.71151433,,
391,motif2_nocable,2,False,1.2782573147273242,0.8542157730255509,75.55049505337773,497.95604356288766,1.325,0.04148296,4079.56128199,4053.56297872,0.0,221.35989714,,
392,motif2_nocable,2,False,1.0870572977267687,1.258409842367116,48.52696102240238,553.1860990849102,1.325,0.07472657,1844.19268239,1786.13814921,0.0,102.59629244,,
393,motif2_nocable,2,False,1.3993449843251529,0.9719728933995285,50.152244829919475,1097.3833896837023,1.325,0.05592588,6064.17528415,6013.09274235,0.0,339.26533707,,
394,motif2_nocable,2,False,0.9992031092620024,0.9679243216689839,9.850784432718783,873.6019947758925,1.325,0.23035018,1481.36916361,1186.53349399,0.0,42.89294182,,
395,motif2_nocable,2,False,1.175528152871581,0.9069310886381071,39.53861760083257,785.5913444090605,1.325,0.1082902,2855.60135308,2724.35371753,0.0,130.22981226,,
396,motif2_nocable,2,False,1.32844485463042,1.0169148630339206,15.052976160491404,396.066196012005,1.325,0.02699747,4724.76121106,4714.08244192,0.0,247.54399264,,
397,motif2_nocable,2,False,1.005758798015191,1.3025134541321417,42.77494669072652,380.2292656431291,1.325,0.06130066,1661.58234378,1644.01058016,0.0,95.4576167,,
398,motif2_nocable,2,False,0.9878151092433407,1.3748295921929434,49.14883225809714,1056.147741282347,1.325,0.12149777,2340.29935201,2251.56094943,0.0,133.00559534,,
399,motif2_nocable,2,False,0.9358231809759465,1.273995598795512,11.681299311266297,962.0138991407277,1.325,0.16127042,2081.62034553,1825.00710825,0.0,96.71339322,,
400,motif2_nocable,2,False,1.0289359652865364,0.8701894475881105,25.109189585711334,1079.869562117171,1.325,0.24227376,2249.6530141,1801.14353179,0.0,79.46079588,,
401,motif2_nocable,2,False,1.267367185519749,1.1277620360173481,49.26162763759299,1088.248663411865,1.325,0.08646056,4033.17696347,3948.26081043,0.0,192.12094163,,
402,motif2_nocable,2,False,1.1351328734526946,1.0472177697056944,23.107373656683958,993.9749475217766,1.325,0.14043347,2439.78708667,2275.49478043,0.0,101.71517671,,
403,motif2_nocable,2,False,0.9186487790714971,1.1174828133671237,0.9437136238950272,859.3423101748622,1.325,0.2251952,1639.40339277,1156.88911515,0.0,51.26473685,,
404,motif2_nocable,2,False,1.0837741284785127,1.269509656103672,53.55153474284441,1085.3824734826371,1.325,0.1283987,2233.64875801,2059.79792383,0.0,111.05799298,,
405,motif2_nocable,2,False,0.874024376765887,0.8142622887279937,54.76745906115568,972.4922715578675,1.325,0.0,1577.0179055,1577.0179055,0.0,92.84584986,,
406,motif2_nocable,2,False,0.9504058636447241,1.3663885162178424,82.13539956362257,447.2220749809369,1.325,0.06453077,2213.14719209,2168.69577147,0.0,120.50802431,,
407,motif2_nocable,2,False,1.2977181492368137,1.1965029546047465,89.6125576201075,737.1875002293204,1.325,0.05193886,4344.89960595,4310.64977767,0.0,214.70102153,,
408,motif2_nocable,2,False,1.1512471524974732,1.1628610491056914,70.46860600875439,789.0503573886795,1.325,0.09632548,2429.28529659,2329.59491984,0.0,114.34794994,,
409,motif2_nocable,2,False,1.3648901032619358,0.9969036049054574,12.64118284148485,926.2066681821524,1.325,0.05389681,5448.80425222,5402.36016467,0.0,293.14235645,,
410,motif2_nocable,2,False,1.1066577509523672,1.2243677657128815,81.10213049309394,273.7310955039328,1.325,0.03916515,1761.74193707,1745.01684587,0.0,98.48978247,,
411,motif2_nocable,2,False,0.9086731073557662,1.2662775394211372,7.795527382698121,914.6313548331325,1.325,0.166627,2229.8186749,1900.22567593,0.0,98.49597507,,
412,motif2_nocable,2,False,0.93048661578701,1.052307641860001,13.390646066371419,1002.1108043709768,1.325,0.25788563,1390.08175753,1051.10560669,0.0,36.98959361,,
413,motif2_nocable,2,False,1.269142653973789,1.2996978056461042,21.82164623821306,867.4522812998757,1.325,0.06062286,4098.00469447,4045.92305984,0.0,205.05137344,,
414,motif2_nocable,2,False,1.163680406872741,1.1943489092602717,8.235399169245598,639.1596665057234,1.325,0.07297301,2502.83966772,2441.53448398,0.0,123.80397757,,
415,motif2_nocable,2,False,1.039234313854564,0.978129073349536,72.42787402548808,836.3992830168299,1.325,0.19706826,1640.63201809,1392.93068173,0.0,55.5601117,,
416,motif2_nocable,2,False,1.2253582035827568,1.0216174166623695,34.2726593377365,752.5820182009157,1.325,0.07786981,3315.52534207,3245.00242818,0.0,157.18160536,,
417,motif2_nocable,2,False,0.8517155480379498,1.1775255539664942,86.64028720529515,311.18986221564876,1.325,0.13073305,2252.93636268,1250.69786836,0.0,60.63306488,,
418,motif2_nocable,2,False,0.8237577554149558,0.9236426254606132,86.27217414864124,591.6032387412192,1.325,0.0,1970.27845634,1970.27845634,0.0,85.09242839,,
419,motif2_nocable,2,False,0.8925418337891724,1.0561807304994693,1.343452447900378,1173.075686736748,1.325,0.28748485,1864.42768619,1212.16580763,0.0,43.21184156,,
420,motif2_nocable,2,False,1.0548654066983483,0.8972658801149782,62.01589584489465,908.124405943559,1.325,0.20500361,2082.91068211,1757.11278398,0.0,76.57750272,,
421,motif2_nocable,2,False,0.923881189143456,1.1371330780575102,0.03452248405067296,774.0729039862463,1.325,0.20595382,1608.05435822,1179.38012842,0.0,54.27651653,,
422,motif2_nocable,2,False,1.247671679341486,1.181858349941716,31.391766808571255,848.9044942688578,1.325,0.07094602,3665.99326142,3605.58195665,0.0,177.08565381,,
423,motif2_nocable,2,False,1.1243868785695377,1.0075974712691083,59.96114313952524,1190.2952619008306,1.325,0.16929355,2582.55445458,2356.20504124,0.0,102.62322188,,
424,motif2_nocable,2,False,0.8646383043984824,0.9821958325552828,74.74820908648596,440.93974268952434,1.325,0.26260733,1829.10367884,647.52066307,0.0,24.68962547,,
425,motif2_nocable,2,False,1.1233184930639513,1.2421301997753926,16.496550172236216,697.941249929894,1.325,0.08392525,2195.78107535,2115.36896487,0.0,114.02815359,,
426,motif2_nocable,2,False,1.3600888391887704,1.1284465008369833,56.268167157201475,895.021764525449,1.325,0.05272155,5330.3878501,5294.39419905,0.0,271.15511733,,
427,motif2_nocable,2,False,1.2382548465613372,1.3366116671650474,51.190132260359995,1182.166035242848,1.325,0.08428279,3906.98421967,3805.0190667,0.0,194.74986672,,
428,motif2_nocable,2,False,1.255262071179151,1.073392448646084,68.34847768015267,754.7359573205183,1.325,0.0668058,3702.15859581,3653.56652506,0.0,179.43442248,,
429,motif2_nocable,2,False,1.2205811875559118,1.3792448498147465,38.31011182224476,545.4642346712985,1.325,0.03983737,3557.69987962,3534.44703414,0.0,193.33697044,,
430,motif2_nocable,2,False,0.8256849781874879,1.065419602585989,60.74580289877926,407.53953931459307,1.325,0.0,2008.97052552,2008.97052552,0.0,58.9728568,,
431,motif2_nocable,2,False,1.141892538821504,1.2477425962953388,40.782972510077336,531.7724906747444,1.325,0.06090752,2299.93588258,2255.98568721,0.0,122.03398847,,
432,motif2_nocable,2,False,1.0472697524231025,0.8777503228870086,56.83772632064141,941.4314081595874,1.325,0.21602311,2141.44680711,1783.49354519,0.0,78.89872847,,
433,motif2_nocable,2,False,1.3396353730033517,0.941901080852649,87.94128260240797,538.391556417733,1.325,0.03465052,4971.78142541,4952.48312737,0.0,272.05312808,,
434,motif2_nocable,2,False,0.8388069210103799,1.2390195050211366,45.20094377495241,1072.5405395106327,1.325,0.00484015,2298.72305294,2294.3985716,0.0,86.52958426,,
435,motif2_nocable,2,False,0.8530835404517557,0.8356249010724148,78.39269456467825,669.6888005271455,1.325,0.0,1747.49120782,1747.49120782,0.0,94.07283805,,
436,motif2_nocable,2,False,0.8961064776574367,0.9002967516042815,82.2969010898801,474.39452058612466,1.325,0.27977242,1324.91745811,590.51505159,0.0,11.94793489,,
437,motif2_nocable,2,False,1.0744034518151628,1.0839868503252932,6.232230739541111,651.0405464252485,1.325,0.13029607,1545.07141707,1398.3571988,0.0,65.74573014,,
438,motif2_nocable,2,False,1.170168154600629,1.096440821381236,67.60674054652796,466.3692226711925,1.325,0.06141655,2408.71729086,2371.34707845,0.0,114.4240989,,
439,motif2_nocable,2,False,0.8021338720942921,1.0102691384011333,42.10086184667284,901.4630670414522,1.325,0.31905196,2738.55577808,1200.51129341,0.0,56.28159456,,
440,motif2_nocable,2,False,0.9541609472556223,0.9933409293717137,60.428653514361805,657.4559674382626,1.325,0.23336777,1002.47148673,760.60631747,0.0,25.05130389,,
441,motif2_nocable,2,False,0.8475822188749526,0.8935185365982192,23.61391805553432,505.1776240209316,1.325,0.0,1746.78635455,1746.78635455,0.0,83.42286729,,
442,motif2_nocable,2,False,1.2955584953036703,0.8413992182893385,68.4105830584463,387.63711654506517,1.325,0.02964399,4325.23277674,4311.89910238,0.0,241.6809518,,
443,motif2_nocable,2,False,1.3359930216426834,1.353416790642556,30.457512280179163,369.6305325145405,1.325,0.02093349,5034.08711201,5027.17701668,0.0,257.58169272,,
444,motif2_nocable,2,False,1.3754230914498093,1.0686705855099543,80.40951491529079,1052.266847969303,1.325,0.05901243,5630.58875463,5579.90631444,0.0,294.00904812,,
445,motif2_nocable,2,False,1.0416578128965837,1.2034819455281456,19.584447191224942,302.66688502323603,1.325,0.06178299,1209.09015093,1178.71594991,0.0,69.20393133,,
446,motif2_nocable,2,False,1.1026748102387043,0.8625149684360984,41.515823603505616,316.35564407485475,1.325,0.10140688,1989.17790939,1588.90076424,0.0,73.21488063,,
447,motif2_nocable,2,False,1.1885725267302312,0.830323077459263,30.699497643012048,323.0334075503546,1.325,0.06530065,2970.69721183,2722.40476687,0.0,139.39544847,,
448,motif2_nocable,2,False,1.156919175370312,1.0620748373081628,33.10569068551536,203.6168075157768,1.325,0.03170496,2106.29555662,2096.75019367,0.0,100.1990174,,
449,motif2_nocable,2,False,1.3850750655047348,1.2872278345177366,20.32317256396048,615.2338206773134,1.325,0.03196831,5750.10886263,5734.65181728,0.0,290.47584455,,
450,motif2_cable,2,True,0.9183869363553411,0.9489401433707456,75.83866648196631,570.6359154752524,1.3390604534870088,0.24725894,1727.1161508,613.23345424,280.9533629,16.79934585,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00450_verts.csv,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00450_stress.csv
451,motif2_cable,2,True,1.2053525868909407,0.9141318850004069,83.18408957987327,716.7072261473951,1.3902416128872483,0.18110449,1724.24875022,1489.8733879,38.80218859,77.67664502,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00451_verts.csv,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00451_stress.csv
452,motif2_cable,2,True,1.258979659249581,1.441028489776993,41.56080845540492,923.793731111746,1.2948880405894756,0.06193959,5025.10284938,4314.82610728,163.06399336,248.06668846,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00452_verts.csv,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00452_stress.csv
453,motif2_cable,2,True,1.0452743062643854,1.4765751637580968,21.96853409650711,699.6623614230168,1.3953749498395207,0.04796584,4632.70108854,4606.84618076,0.0,282.02745388,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00453_verts.csv,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00453_stress.csv
454,motif2_cable,2,True,0.9266867248459004,0.9050558805043761,84.79445960353893,1076.023933632595,1.3686446204671932,0.30190455,2005.72987191,872.49816902,576.9602373,16.04982601,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00454_verts.csv,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00454_stress.csv
455,motif2_cable,2,True,1.2126994213896714,1.0454315855771754,85.82934461647476,955.1542655130355,1.3559560805340072,0.16774052,1840.27759383,1495.1388938,90.67116498,80.98762264,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00455_verts.csv,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00455_stress.csv
456,motif2_cable,2,True,1.0391006452877645,1.165242648392158,18.67186803316907,891.0392573241993,1.3352363695844263,0.15489963,2348.97799435,1769.80400586,133.35382694,88.36090274,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00456_verts.csv,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00456_stress.csv
457,motif2_cable,2,True,1.1431231742427514,0.9376736766632504,39.415921336835204,1044.7066772273733,1.2780241944773698,0.19702044,2881.93711491,1273.3388913,634.67255868,55.77519878,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00457_verts.csv,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00457_stress.csv
458,motif2_cable,2,True,1.0943026744927358,0.9693738615129139,71.6927504230864,493.00319252151206,1.3601429132642018,0.17998931,1111.4111471,774.5453481,83.60863891,36.74814428,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00458_verts.csv,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00458_stress.csv
459,motif2_cable,2,True,1.4466199723335222,1.204747043020089,43.409738838647364,564.6654048430266,1.3328382490518373,0.05044451,2975.14830865,2950.74521793,0.0,186.47381785,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00459_verts.csv,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00459_stress.csv
460,motif2_cable,2,True,1.4838802777014997,0.9762259536646163,28.56441834457752,838.526892574769,1.3887384690470648,0.08679655,3054.00726278,2943.95167616,0.0,196.22668373,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00460_verts.csv,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00460_stress.csv
461,motif2_cable,2,True,1.1267169296551238,1.2864214925393782,27.343639068946864,413.2674898366474,1.3766556323538977,0.05058145,2599.80264178,2580.97633137,0.0,143.6308564,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00461_verts.csv,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00461_stress.csv
462,motif2_cable,2,True,0.9076623299949166,1.097600308303747,19.247682396141144,682.58952333999,1.3416259816706158,0.18599652,2101.09910457,1379.27153107,178.32330716,66.5594167,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00462_verts.csv,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00462_stress.csv
463,motif2_cable,2,True,1.4347165748447592,1.1848540707697128,32.40193723827684,597.3627161812674,1.255229588939122,0.04975052,3472.27794996,2831.48117821,337.3089337,179.01912841,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00463_verts.csv,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00463_stress.csv
464,motif2_cable,2,True,1.0867132920586378,1.2659410105030144,81.54101680809946,723.5976250046594,1.3715200829257326,0.09880523,2624.85488945,2490.8609243,0.0,138.81793862,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00464_verts.csv,/Users/duch/Documents/Github/fabsim-example-project/sensitivity_analysis/data/00464_stress.csv
