,S1,ST,S1_conf,ST_conf
sf_wale,0.0783868103815139,0.37447890908459086,0.07089025335666538,0.10991861586073606
sf_course,0.5252918884387298,0.7140369060941402,0.0942561409858954,0.12537522755117855
knit_dir,0.010829575682064625,0.14628936881966137,0.029970286073210558,0.05177314012861426
pressure,0.012289392208286462,0.22893114328092654,0.053788101351791184,0.06680211620820846
