,S1,ST,S1_conf,ST_conf
sf_wale,0.05477714519712647,0.09251215552490015,0.023044443906998,0.01010197718727437
sf_course,0.8933489670021518,0.9336015230518968,0.07681026622751717,0.05599841030231681
knit_dir,-0.00036216560168529096,0.00285949723661715,0.004348821742613518,0.0007713094626677381
pressure,0.0017437366159098442,0.010459734891800472,0.009891109378935368,0.001963348174557878
