,S1,ST,S1_conf,ST_conf
sf_wale,0.01746654337827391,0.026377161268215616,0.014012514932016218,0.003785736233179576
sf_course,0.8107283273740536,0.8299269437167466,0.06743045013462703,0.056551157571430734
knit_dir,0.003974172500390247,0.008023494962703727,0.007996101292556183,0.001400852511990315
pressure,0.020094109751102925,0.025925741071545202,0.01466722595886346,0.0033802139286253368
L_rest,0.12468971764989145,0.13645356587164317,0.03185685950616412,0.01525380076812746
