,S1,ST,S1_conf,ST_conf
sf_wale,0.023414333747561192,0.030669995392075797,0.013808751506246573,0.004218334670774735
sf_course,0.932108943690015,0.9484909095559155,0.0778093671454634,0.05680198484252318
knit_dir,0.0028482766431280368,0.007170044576351872,0.007242630794365042,0.00114656344369311
pressure,0.020008797529701958,0.0259912553698404,0.015861586838786065,0.0030901169397528974
cable_wale_lrest,0.016695389438631154,0.016954478925609317,0.009903574415201696,0.0015709721915723948
cable_course_lrest,0.003337106557946392,0.003191058953993848,0.004441716568556905,0.0003076284262046936
