,S1,ST,S1_conf,ST_conf
sf_wale,0.4823405488657151,0.5750094299992367,0.05984527759528881,0.05782720225785658
sf_course,0.06496742265737661,0.14724775681460708,0.02912189508225458,0.024498003279577952
knit_dir,0.003431678871479816,0.035900305606874794,0.01753569483465028,0.00789411590870096
pressure,0.08708357852572562,0.11607673626391617,0.0325236758422728,0.013069447835721336
E1,0.13795627538482205,0.1753579679180392,0.03259975653512028,0.02017487877606764
r,0.005666670843649654,0.007557920789484194,0.007639160271365394,0.0014729877396733855
nu,0.0813554506044985,0.10595056637981223,0.03046336912774858,0.013245272977792386
