,S1,ST,S1_conf,ST_conf
sf_wale,0.9295114281232382,0.9545729409673771,0.07812601621049622,0.07295983942438657
sf_course,0.03285688127729738,0.05731366446205024,0.021144805905701294,0.008989808566281758
knit_dir,-0.00013283426506902722,0.0006985713566220721,0.002101182426886053,9.900807880099025e-05
pressure,0.010696248588866242,0.015144173172625227,0.009710540328514875,0.0019435964472216335
