sample_id,motif,has_cable,group,sf_wale,sf_course,knit_dir,pressure,crown_height,mean_stress,max_stress,boundary_reaction_mean,verts_path,stress_path,H_mean_x0,H_mean_y0,r_x0,r_y0,von_mises_x0,von_mises_y0,T_wale_x0,T_course_y0,sim_failed
2342,2,False,motif2_nocable,1.1808593749999998,1.002734375,2.28515625,1053.515625,0.21199585,1423.82515855,1636.33468595,70.95864848,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02342_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02342_stress.csv,1.2905413373978047,1.3047557714714353,0.0528721946808376,0.0558615571625049,1535.3587095238097,1430.2105977777776,1747.052504761905,1147.670131111111,False
2343,2,False,motif2_nocable,1.1808593749999998,0.8246093750000001,56.42578125,1053.515625,0.25485925,1820.91550244,2407.81661576,101.90060067,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02343_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02343_stress.csv,1.299337247960635,1.338209849992349,0.0559674847995667,0.0561581008716435,1773.667851219512,1857.6988674418608,1725.7148292682923,-79.18108604651164,False
2344,2,False,motif2_nocable,1.1808593749999998,0.8246093750000001,2.28515625,467.578125,0.17546173,1387.61800006,2040.7617113,73.22017172,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02344_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02344_stress.csv,1.2960109053518625,6.436251202709784,0.0546931014470849,0.0854859523262536,1516.233575609756,1256.2238891304348,1375.1415902439026,-73.4118347826087,False
2345,2,False,motif2_nocable,1.101171875,1.002734375,56.42578125,467.578125,0.16613853,779.99996705,896.1400481,40.48065305,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02345_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02345_stress.csv,1.0891720969396277,0.9982819786033624,0.0531104107611345,0.0556327143714844,807.4692318181817,823.3814326086955,895.9129227272726,606.3645347826089,False
2346,2,False,motif2_nocable,0.880859375,1.124609375,47.28515625,553.515625,0.16576514,1547.44896834,1732.46074857,75.1176404,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02346_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02346_stress.csv,1.1940312392689856,0.8871796162067754,0.0544921661807287,0.0574271439660471,1564.709297727273,1554.07226,-108.74056818181818,1494.4989955555557,False
2347,2,False,motif2_nocable,0.8011718750000001,1.124609375,47.28515625,553.515625,0.17384544,1567.61472602,2077.18354266,82.70256089,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02347_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02347_stress.csv,6.133777107145655,4.294868975073283,0.0779089437280512,0.0800528246486559,1528.467026829268,1517.798112244898,-193.55506097560976,1443.928281632653,False
2348,2,False,motif2_nocable,0.880859375,1.302734375,47.28515625,553.515625,0.07107572,2907.51029725,2955.19687224,165.98680973,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02348_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02348_stress.csv,0.5147677700204228,0.5657156765051795,0.053041706727583,0.0557106917696407,2914.7508111111115,2912.0246208333333,-71.12727333333333,2875.654833333333,False
2349,2,False,motif2_nocable,0.880859375,1.124609375,11.42578125,553.515625,0.16511562,1522.12898342,1755.55837889,74.08430721,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02349_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02349_stress.csv,2.8004654300850937,0.8474019413485653,0.0631708295962165,0.0562883169989308,1457.6495888888887,1602.4035739130436,-24.47594,1551.5366891304348,False
2350,2,False,motif2_nocable,0.880859375,1.124609375,47.28515625,967.578125,0.22015973,1837.52680515,2137.57040343,92.33688901,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02350_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02350_stress.csv,1.628838840664748,1.154253517006436,0.0552149662189318,0.0576603686351057,1881.3182357142853,1866.8078840909093,124.4102047619048,1916.9115681818175,False
2351,2,False,motif2_nocable,0.8011718750000001,1.302734375,11.42578125,967.578125,0.11465713,3126.01971368,3376.87902899,190.46926026,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02351_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02351_stress.csv,3.378391381069957,0.6358841929529601,0.0853080870942338,0.0567625320468708,3064.3058733333337,3198.132340425532,-199.4355644444444,3052.519770212766,False
2352,2,False,motif2_nocable,0.918359375,1.087109375,7.91015625,241.015625,0.12143676,967.92673738,1142.44351967,43.33839576,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02352_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02352_stress.csv,3.683040098566671,0.9501107808735536,0.0690086571894637,0.0566637370012181,924.3950266666668,1013.3683,-25.045193333333334,968.8983297872342,False
2353,2,False,motif2_nocable,1.213671875,1.087109375,7.91015625,241.015625,0.05100184,1268.00996342,1284.82854374,77.98224772,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02353_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02353_stress.csv,0.3941340604090236,0.3381922581816216,0.0528457113740486,0.0553160270184797,1274.4418155555556,1272.520164583333,1391.7020533333334,1119.5525520833332,False
2354,2,False,motif2_nocable,0.918359375,1.340234375,7.91015625,241.015625,0.02697827,3171.7135848,3178.92593215,184.61386068,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02354_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02354_stress.csv,0.2126172561653699,0.1925092467285623,0.0528967684441571,0.055277201278705,3169.5408355555555,3175.751560416667,119.28794222222224,3234.534225,False
2355,2,False,motif2_nocable,0.918359375,1.087109375,84.55078125,241.015625,0.1241248,974.76610108,1144.28354729,43.59217762,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02355_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02355_stress.csv,0.8733523885399528,6.456137454485734,0.0533007798723952,0.0676282746883413,1026.8035933333335,942.2517000000004,-84.28023333333333,916.8127340425532,False
2356,2,False,motif2_nocable,0.918359375,1.087109375,7.91015625,780.078125,0.21879766,1422.60190393,1693.38635546,66.35305708,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02356_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2_saltelli/m2_02356_stress.csv,1.1630730982087596,1.2500357863145788,0.0543991671241556,0.0555539619333019,1342.7646431818184,1554.7826444444445,301.19574090909094,1644.0631355555556,False
