sample_id,group,motif,has_cable,sf_wale,sf_course,knit_dir,pressure,E1,r,nu,crown_height,max_stress,mean_stress,cable_wale_tension,cable_course_tension,boundary_reaction_mean,cable_wale_lrest,cable_course_lrest,verts_path,stress_path
1638,material_cable,3,True,0.9957402092627888,1.1543808988020399,45.099816521994946,989.9532946133205,1902.2743840520236,4.0433040980236905,0.5844797993054109,0.37751382,1347.9944011,911.83393174,16.96917588,21.81458432,29.01655621,0.944635678266875,0.9100584381726475,/home/chaoyu/phd_simulation/sensitivity_analysis/data/01638_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/01638_stress.csv
1704,material_cable,3,True,1.008828599253362,1.3181404901621652,15.676766351355848,713.8022388925359,5791.793774986884,3.591137327167715,0.5326636287179449,0.14871424,1605.31657357,1227.8084289,18.08024096,19.78156306,70.21152767,0.9463011158043744,0.9348662726655971,,
1705,material_cable,3,True,1.3911854143650573,1.083720874984496,31.601979687378876,578.728935745451,5567.349158197131,4.516677444739972,0.4670159851445291,0.05810211,3410.33643846,3192.14957902,5.31773205,16.09200519,186.3122065,0.958622203146109,0.9631932131082178,,
1706,material_cable,3,True,0.8393446561806992,1.2544593835755948,57.35572698103367,491.4704941854529,4265.087360672017,4.03418567678465,0.7711682246005811,0.1953422,1199.60308168,608.51938806,20.92945197,18.41885618,39.73964206,0.9350470273418776,0.92529229673884,,
1707,material_cable,3,True,1.1029968022195993,0.9626568012700403,39.16507446527849,656.5954651233219,4626.702206435553,3.763604970353852,0.5957727952484806,0.18349766,1487.60975648,1116.64966901,9.61924675,19.41074454,57.45929028,0.918812624534669,0.9256113742648158,,
1708,material_cable,3,True,0.9704368967967034,1.2407115129177029,45.457765154362235,479.23589819029627,4645.974442310071,3.4900981093832457,0.726764470711963,0.12863166,1185.85381308,1000.34291027,8.91749669,4.69025562,56.02437692,0.9813082891428537,0.9985930665047171,,
1709,material_cable,3,True,1.1438389339318866,1.1990646202744837,60.926806059508905,987.6101512790606,6882.745165844712,4.2963837054490295,0.8116886128184186,0.07013254,5033.21317507,4437.44218246,7.19849894,31.66965735,234.99510276,0.9927215504673136,0.9184119625727111,,
1655,material_cable,3,True,1.2576663136450899,0.9725071109966874,62.47149636718675,1114.1416362885827,7734.617453599021,4.8959897877916765,0.5043386351553755,0.11860668,3309.35449185,3043.1505557,11.4542881,13.50554019,169.5359475,0.9224309391747105,0.9389246437364644,/home/chaoyu/phd_simulation/sensitivity_analysis/data/01655_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/01655_stress.csv
1711,material_cable,3,True,0.800655458875079,1.2513663205536323,45.7037455501098,734.2138815642472,7803.577473936613,4.541145618137478,0.597864933889006,0.2436734,1496.71241642,829.06301251,33.04575415,18.36025289,52.06618728,0.9233881411034252,0.9815165128102774,,
1712,material_cable,3,True,1.292035743572636,1.1080520984400308,59.482038453444346,356.8710767049477,5758.5319400739345,3.49582063773063,0.7515238693713581,0.02333611,4923.01854242,4416.02175788,20.24902935,29.62884443,264.11063855,0.920414805309395,0.9018473447359826,,
