motif,knit_dir,sf_wale,sf_course,pressure,crown_height,mean_stress,max_stress,verts_path,stress_path,H_mean_x0,H_mean_y0,r_x0,r_y0,von_mises_x0,von_mises_y0,T_wale_x0,T_course_y0,sim_failed,H_fit_x0,H_fit_y0,H_binned_x0,H_binned_y0,fit_rms_resid_frac,apex_k_min,apex_k_max,apex_k_ratio,apex_k_max_dir_deg,apex_k_x,apex_k_y,apex_k_wale,apex_k_course,apex_H_apex,apex_n_fit,apex_fit_rms_mm
1,40.0,1.0,1.0,1000.0,0.24972596,1300.24591594,1636.64708632,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th040.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th040.00_stress.csv,1.0854150163374932,1.070563925410056,0.0542828729787248,0.0570487605899363,1390.1272045454548,1440.5051906976746,799.3562204545456,1629.424758139535,False,1.1986564717197907,1.1988361046050977,1.0854150163374932,1.070563925410056,0.0022103864654242,0.9459102502463616,1.1318200051686471,1.1965405860374867,141.29611952635688,1.059154499515057,1.0186064391393332,0.9460062286294587,1.1317249215917518,1.0388651277075043,35,0.1019311959089341
1,41.0,1.0,1.0,1000.0,0.24972691,1300.18727303,1636.5786117,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th041.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th041.00_stress.csv,1.0854482678480877,1.07131051066326,0.0542756479875682,0.0570805883492473,1395.0728795454545,1435.920493023256,797.1321522727271,1623.7505372093024,False,1.1988539289041835,1.1987360504894298,1.0854482678480877,1.07131051066326,0.0022041758871903,0.9460666945121337,1.1317027285596655,1.1962187603943297,140.31391995496242,1.0560278772287672,1.0217724273446456,0.9461652169730046,1.1316051589745497,1.0388847115358995,35,0.10203409029037865
1,42.0,1.0,1.0,1000.0,0.24972787,1300.12885146,1636.53424945,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th042.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th042.00_stress.csv,1.0854476645643516,1.0758068668480172,0.0542667363496739,0.0571107693052634,1400.0059,1431.2835906976743,794.9162772727273,1618.0225139534884,False,1.1990374622880693,1.1986213179141365,1.0854476645643516,1.0758068668480172,0.0021996091891646,0.9462258810799921,1.1315820876016598,1.1958900197383189,139.33053983596977,1.0528857705826113,1.0249532331644253,0.9463267940529259,1.1314821845694751,1.0389039843408259,35,0.10214159092547864
1,43.0,1.0,1.0,1000.0,0.24972885,1300.07075314,1636.48844779,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th043.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th043.00_stress.csv,1.0853706832633838,1.0764604550680634,0.0542561390408067,0.0571392525911802,1404.9208386363637,1426.5989395348836,792.7111545454546,1612.2468953488374,False,1.199206885568229,1.19849151465634,1.0853706832633838,1.0764604550680634,0.0021967091776833,0.9463887041347813,1.1314584430281693,1.1955536219788092,138.34586403412996,1.0497324453756223,1.028145845272164,0.9464918297447616,1.131356383097311,1.0389235735814752,35,0.10225256668564789
1,44.0,1.0,1.0,1000.0,0.24972984,1300.01308467,1636.44127255,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th044.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th044.00_stress.csv,1.0852168009330547,1.0770663429314702,0.0542438707640963,0.0571659985872376,1409.8123999999998,1421.8711255813955,790.5193090909089,1606.430034883721,False,1.1993622063481846,1.1983464078095123,1.0852168009330547,1.0770663429314702,0.0021955004546888,0.9465536321164119,1.1313314156056244,1.1952111081926393,137.35989076482375,1.0465710800636543,1.0313451743910451,0.9466587864560444,1.1312273811283011,1.0389425238610182,35,0.10236588764951496
1,45.0,1.0,1.0,1000.0,0.24973084,1299.95595637,1636.39278316,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th045.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th045.00_stress.csv,1.0849876003563934,1.0776217999255122,0.0542299437790874,0.0571909695839192,1414.6754022727273,1417.1048418604653,788.3431318181817,1600.5783953488371,False,1.1995033622077602,1.1981857476521391,1.0849876003563934,1.0776217999255122,0.0021959987313797,0.9467218630983539,1.1312016966043283,1.194861701938755,136.37243464198028,1.0434060688434297,1.0345487154489272,0.9468288275090788,1.1310959043057385,1.038961779851341,35,0.10248483090316073
1,46.0,1.0,1.0,1000.0,0.24973184,1299.89948134,1636.34303298,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th046.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th046.00_stress.csv,1.0846847259149528,1.0781282829423948,0.0542143726209848,0.0572141186419833,1414.6212744186046,1412.3048906976744,781.3872162790698,1594.6986348837208,False,1.199630487071174,1.1980094316670926,1.0846847259149528,1.0781282829423948,0.0021981937291592,0.9468925537821862,1.1310686036892714,1.1945057537641712,135.3834222239745,1.040240518093015,1.0377518364250309,0.9470010925701501,1.1309612870370898,1.0389805787357287,35,0.10260533309902195
1,47.0,1.0,1.0,1000.0,0.24973284,1299.84377446,1636.29206975,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th047.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th047.00_stress.csv,1.0843100044476317,1.078583443798929,0.054197192747719,0.0572354259342869,1419.513395348837,1407.4762627906975,779.2061465116279,1588.7975046511629,False,1.199743728312003,1.197817294457447,1.0843100044476317,1.078583443798929,0.0022021078658173,0.9470655071863641,1.1309325827105734,1.1941439891211536,134.3928383043617,1.0370786116665554,1.0409506025932844,0.9471753776328283,1.1308239819612544,1.0389990449484687,35,0.10272905606140437
1,48.0,1.0,1.0,1000.0,0.24973384,1299.78895149,1636.23993632,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th048.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th048.00_stress.csv,1.0838659686057162,1.0789885502680725,0.0541784264854354,0.0572548643854332,1424.3614255813952,1402.6239837209305,777.0478604651164,1582.8818558139535,False,1.1998432381721336,1.1976093032319848,1.0838659686057162,1.0789885502680725,0.0022077173780712,0.9472404347196552,1.1307935454055167,1.1937766843116084,133.40054221656865,1.03392380136089,1.0441411853409537,0.9473513679493132,1.1306839266317779,1.0390169900625859,35,0.10285333426482757
1,49.0,1.0,1.0,1000.0,0.24973484,1299.73512832,1636.18667133,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th049.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th049.00_stress.csv,1.0833552244230666,1.079346033376282,0.0541581138953311,0.0572724128479165,1429.160611627907,1397.7532604651162,774.9144604651162,1576.9587441860467,False,1.1999293389944,1.1973855598092698,1.0833552244230666,1.079346033376282,0.0022150048560127,0.9474175657114847,1.1306520060971004,1.1934040986964514,132.40646594960657,1.0307803288734625,1.0473200870152122,0.9475292788832921,1.1305416490630107,1.0390347859042925,35,0.10298159901631741
1,50.0,1.0,1.0,1000.0,0.24973583,1299.68242021,1636.13231023,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th050.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th050.00_stress.csv,1.434349369339135,1.0796539482475236,0.0541362968497933,0.057288053772944,1433.9063976744185,1392.8694255813953,772.8079255813954,1571.035253488372,False,1.200002367871371,1.197146172827661,1.434349369339135,1.0796539482475236,0.002223948627083,0.947596057339212,1.130508078300315,1.1930274187449745,131.41053988895547,1.0276516433113223,1.0504831297778485,0.947708254823615,1.1303972753026346,1.0390520678197634,35,0.10310869782975905
1,51.0,1.0,1.0,1000.0,0.2497368,1299.6309413,1636.07688616,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th051.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th051.00_stress.csv,1.4340855028056512,1.0760505308041062,0.0541130177259243,0.0573017787525048,1438.5942813953488,1387.977930232558,770.7301813953488,1565.1186581395348,False,1.2000626147283258,1.196891331862352,1.4340855028056512,1.0760505308041062,0.0022345171066186,0.9477761200587347,1.1303616771170704,1.1926462939866227,130.41262713890683,1.0245414505591965,1.0536267337519505,0.9478884831742536,1.130250743173262,1.0390688985879026,35,0.1032371954474809
1,52.0,1.0,1.0,1000.0,0.24973777,1299.58080412,1636.02043112,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th052.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th052.00_stress.csv,1.4335315288111052,1.0795964592520408,0.0540883335699133,0.0573135860389831,1443.2199627906975,1383.0843162790698,768.6830837209303,1559.2163046511628,False,1.2001105343779646,1.196621313684877,1.4335315288111052,1.0795964592520408,0.0022466753627418,0.9479567387157286,1.130213292255068,1.1922625222183205,129.41274374800616,1.0214534656689906,1.0567466591072339,0.9480689523119722,1.1301025386999624,1.0390850154853983,35,0.10336628927999007
1,53.0,1.0,1.0,1000.0,0.24973871,1299.53211932,1635.962977,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th053.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th053.00_stress.csv,1.4327030669800414,1.0799626354843317,0.0540622900163451,0.0573234680504625,1447.7792023255813,1378.1943162790697,766.668376744186,1553.3356069767442,False,1.200146597609611,1.1963365398968755,1.4327030669800414,1.0799626354843317,0.0022603726748552,0.9481384019837875,1.1300632639063048,1.191875850131032,128.4107420370879,1.018391653048084,1.0598397710481584,0.9482501290117379,1.1299530236591,1.0391008329450462,35,0.10349600850889515
1,54.0,1.0,1.0,1000.0,0.24973964,1299.48499546,1635.90455673,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th054.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th054.00_stress.csv,1.431603820378023,1.0800981273929449,0.0540349624991763,0.0573314423105877,1452.2679139534882,1373.3137372093026,764.687741860465,1547.484130232558,False,1.200171259084436,1.1960373845978929,1.431603820378023,1.0800981273929449,0.002275557264734,0.9483198597462988,1.1299115609509474,1.191487818522781,127.40662911814726,1.015359235328858,1.062901566580497,0.9484307680847531,1.1298021618725336,1.039115710348623,35,0.10362320616134403
1,55.0,1.0,1.0,1000.0,0.24974054,1299.43953893,1635.84520537,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th055.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th055.00_stress.csv,1.4302392232822474,1.080198170153923,0.054006403245475,0.0573374958926782,1456.682153488372,1368.448534883721,762.7427651162791,1541.6695,False,1.2001850711667237,1.195724444664966,1.4302392232822474,1.080198170153923,0.00229217032175,0.9485013966095855,1.1297589390168554,1.1910988671763418,126.40026377559377,1.0123601616726274,1.0659291376371949,0.9486111369925352,1.1296507258294215,1.0391301678132205,35,0.10375159479669051
1,56.0,1.0,1.0,1000.0,0.24974142,1299.39585387,1635.78496115,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th056.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th056.00_stress.csv,1.428620093837079,1.0802669653255637,0.0539766859863065,0.0573416625370054,1461.0180744186046,1363.6047744186046,760.8349976744187,1535.8993953488373,False,1.2001885929174632,1.1953983443184302,1.428620093837079,1.0802669653255637,0.0023101433896856,0.9486822157363126,1.1296054924790242,1.1907100963227073,125.39170652791093,1.0093980157272597,1.068918199303158,0.9487904553195428,1.1294987934494447,1.0391438541076683,35,0.10387854508466102
1,57.0,1.0,1.0,1000.0,0.24974228,1299.35404225,1635.72386648,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th057.00_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/knit_dir_sweep/m1_th057.00_stress.csv,1.4217888658374285,1.0803074501756589,0.0539458858462175,0.0573439584912383,1465.271953488372,1358.788653488372,758.9658604651163,1530.1815674418606,False,1.2001823969814196,1.1950598164232804,1.4217888658374285,1.0803074501756589,0.0023293978477927,0.9488621406943691,1.1294512767386458,1.190321784692688,124.38079220576459,1.0064760381419966,1.071865390700305,0.9489685294186158,1.1293464370677113,1.0391567087165074,35,0.10400187440449866
