sample_id,group,motif,has_cable,sf_wale,sf_course,knit_dir,pressure,E1,r,nu,crown_height,max_stress,mean_stress,cable_wale_tension,cable_course_tension,boundary_reaction_mean,cable_wale_lrest,cable_course_lrest,verts_path,stress_path,H_mean_x0,r_x0,H_mean_y0,r_y0,vm_x0,vm_y0,H_anisotropy
1001,material_nocable,3,False,1.202367464978787,1.3242192136059874,42.85389197750292,1141.437735320245,6628.021027269474,4.886796237945981,0.4807653027697146,0.14875698,2888.66190132,2724.84319008,0.0,0.0,120.8740911,,,,,1.4902457289718853,0.0527511752987711,1.2803083270333873,0.055057647783114214,2781.783918181818,2771.535395652174,0.1515490387083056
1002,material_nocable,3,False,0.9821481633213888,0.8967432842294687,45.96215844229602,555.4439905510868,1516.6368250391504,4.310788526152491,0.8593887881255848,0.29918953,797.02847862,652.59896502,0.0,0.0,25.51568591,,,,,1.975291250931467,0.05372181680477033,1.7592978553924474,0.05543262593828084,697.9374,707.1554976190477,0.11567183933208085
1003,material_nocable,3,False,1.3144523033810145,1.180945312675617,65.79227411130628,466.58346471459777,2922.6891549653456,4.546916125774569,0.5427973421805135,0.09808016,1656.26095207,1618.0382408,0.0,0.0,83.28048336,,,,,1.2710721718488582,0.052807008626334445,1.0332257971203525,0.055040809420778755,1616.9324044444447,1643.178195744681,0.20643716909137613
1008,material_nocable,3,False,1.1659749649587867,1.0777538411583798,36.21424909180969,1024.463528881544,5860.689485923121,3.7146514334680942,0.8814480970098718,0.06077352,5214.48788848,5155.24342974,0.0,0.0,286.85942075,,,,,1.0659493707297283,0.052841898122003246,0.8527215774922404,0.055326715742417994,5181.84272,5167.694558333334,0.22226614046049528
1010,material_nocable,3,False,0.955681098634192,0.840676896437506,43.120361732707565,461.04018852880193,4671.172839924485,3.777118097843177,0.7535426105446195,0.28128084,727.28849416,590.61793746,0.0,0.0,24.76895918,,,,,1.9330852034070372,0.054599485509502776,1.7567703886615988,0.056310238466642654,643.29823,637.3193857142857,0.09556732524949102
1004,material_nocable,3,False,1.0088680059985011,0.8270408855552782,71.36236027972592,486.2039807946604,3753.832213263083,4.906836921994173,0.6244200227064723,0.27518633,788.1555081,664.46505275,0.0,0.0,31.50977968,,,,,2.2844443348173473,0.05555884673441994,1.5572287571475618,0.05460686369376099,639.7661575,761.1370785714286,0.37859315993898635
1005,material_nocable,3,False,1.352481587605508,0.936738954487585,50.014998805543335,348.81589247122315,3669.493168036632,4.320525312788669,0.8242508829100912,0.02440542,3927.64834111,3920.79122434,0.0,0.0,264.54681258,,,,,0.8794846588468881,0.05282326509196247,0.6602949846440488,0.05525635754524111,3922.2341022222217,3923.7416020833334,0.2847026522650992
1006,material_nocable,3,False,0.9993870528765976,0.8995774990069412,57.2483102153262,319.0452407543663,2364.580118601946,4.753212706011215,0.7863498360718504,0.23932486,549.70686913,458.85749973,0.0,0.0,19.55759192,,,,,1.902748616092846,0.05379395474690434,1.5492349246538837,0.05517221706379675,470.97312682926827,511.1885499999999,0.20481771553435077
1012,material_nocable,3,False,0.8797663442209922,1.2798139814301606,58.92338111761022,1113.8571198225495,3349.723839958888,4.956838129736864,0.4559563257091399,0.41183624,1410.61162013,989.712253,0.0,0.0,25.24890604,,,,,2.084414256929554,0.05354083857694396,1.9824383863451838,0.056061826656249966,1067.5332162162165,1143.249843902439,0.050149774053409715
1013,material_nocable,3,False,1.0680243010161052,1.007126675972507,51.65438432305471,946.0430482446498,4254.360042380042,4.407289129757732,0.4686633837670101,0.2941006,1480.39792698,1244.36967449,0.0,0.0,48.47364021,,,,,2.064604155057023,0.055311629314890025,1.740019964458822,0.0551395408828846,1293.9831975000002,1355.8395976190477,0.17062615407038198
1015,material_nocable,3,False,0.811368200159973,0.945928727206324,56.80469049043215,892.519311403164,3390.7269370423437,3.428546427887283,0.6761710616865642,0.4412472,1134.39690633,780.77028446,0.0,0.0,16.89055443,,,,,2.137602033233568,0.05310136560441816,1.9294145978289665,0.05500168038038785,855.2278025641025,915.752782926829,0.10237845294977871
1007,material_nocable,3,False,1.1672952697229484,1.2016389941165528,86.61107741306691,1021.3594422379458,6556.986259435128,3.312495464615435,0.5390596338854388,0.13886734,2512.72482328,2374.38976375,0.0,0.0,116.04653353,,,,,1.4618175972810294,0.05298584218879119,1.2131661290414173,0.055188406866546004,2365.9644111111106,2467.5172608695652,0.18590877080322044
1009,material_nocable,3,False,1.2093603025811732,0.902487759847243,50.86666669131102,771.1379768804086,4222.584193390746,3.4116780781699987,0.5209747285825754,0.17249068,1577.52304435,1468.52292034,0.0,0.0,81.38354336,,,,,1.6468495148547435,0.0533259741276826,1.3728833138252374,0.054941307209896276,1490.8545170731707,1520.6311363636362,0.18145062266933412
1011,material_nocable,3,False,1.1639595773546885,1.315191557211466,51.822956566239625,603.6896952500358,4035.3256034827054,4.982171448155135,0.6499148116548313,0.10855844,1973.7938265,1909.08302808,0.0,0.0,89.85720506,,,,,1.3060545695560255,0.05282613998926554,1.0888313017532578,0.055200396195251876,1924.0582822222218,1935.5286468085105,0.1814059453981511
1014,material_nocable,3,False,1.2873072937244974,1.0095818432829444,51.91829577064458,1043.3773648253868,1425.4127820514927,4.846435781458249,0.7359171222539966,0.24839379,1579.05587181,1410.64500152,0.0,0.0,71.95029207,,,,,1.9604620783178168,0.055786097932667984,1.6276894024971313,0.05467383433847868,1443.2801902439023,1489.9206372093022,0.1854841846003143
1016,material_nocable,3,False,0.8124630203129393,1.303469390085114,23.3341346382808,864.8201960311881,4070.2990962301474,4.15499757887762,0.8887494309272665,0.2009178,1354.89351927,1172.5555812,0.0,0.0,62.86228003,,,,,1.6994644726216535,0.05334332788889644,1.4500656959259468,0.05555630842761484,1220.9908577777778,1237.4029543478262,0.15837205128961596
1017,material_nocable,3,False,1.3805261416332373,1.0161856494607595,67.35401288094384,1138.5354036634135,5053.605095382775,4.770666890243442,0.4897377761390434,0.12219352,3120.11149012,3021.77590425,0.0,0.0,175.56651237,,,,,1.4202661899363478,0.05279346536341635,1.1403699937786382,0.05474263024750418,3008.256574418605,3093.1170434782607,0.2186145755010261
1020,material_nocable,3,False,0.8754785232133838,1.1201581544371182,52.916864994664685,232.86064513348649,5082.017154669516,3.8426200426448633,0.6723722934357822,0.2165064,431.9431879,318.44352683,0.0,0.0,15.97863393,,,,,1.737949106681862,0.05381843523037974,1.5753569761586022,0.05697279698339618,335.86335909090906,323.73169333333334,0.0981449503656307
1023,material_nocable,3,False,1.2311768959453555,0.9643994426012376,57.06419363821627,273.5589003598355,1199.5243736659409,3.753259462844612,0.8905840548739237,0.06171042,1284.40604018,1268.57490836,0.0,0.0,78.17359325,,,,,1.0751541677572418,0.05285998073226051,0.8551512956758224,0.05524938258133974,1270.101497777778,1277.2004166666668,0.22794617354513677
1024,material_nocable,3,False,1.337529803461377,1.3735152011171392,7.821894721360891,627.6559224739872,6516.093196491828,4.564753986619623,0.5275214084265403,0.05330722,4073.2675488,4044.96022826,0.0,0.0,201.45755343,,,,,1.0285625770369506,0.05281871919159796,0.8159961815739042,0.05528559026133093,4065.2815844444435,4043.4612541666665,0.2304793972767028
1018,material_nocable,3,False,1.1977309889910912,0.821821442960918,22.069191265372336,570.341840055944,6451.925809206224,4.666649355290729,0.8222235461785271,0.05628026,2918.31259548,2877.48614145,0.0,0.0,188.99424989,,,,,1.041297346012024,0.05282106115261249,0.8350499590665741,0.055456241587528474,2908.0614111111113,2873.9934708333335,0.21983924445886152
1026,material_nocable,3,False,0.9035229983668812,1.3800745288419467,11.565646961059404,1150.8350190382062,7066.062965731385,4.772466049685907,0.7508404781857313,0.1742284,2083.14127368,1864.5312114,0.0,0.0,98.96637275,,,,,1.5945272541021667,0.053086967391605615,1.3624806305821298,0.055437242438039804,1940.5157000000004,1924.2496956521736,0.15694690888171997
1019,material_nocable,3,False,1.0896772835894857,0.9924106355074934,36.59210159300525,935.2001412284474,7701.416838233902,3.937822495295489,0.7866546364142665,0.13080906,2441.52530471,2286.63172836,0.0,0.0,116.62189825,,,,,1.392942424066053,0.05292069357837502,1.2066677364633482,0.05569417941774727,2359.8439,2316.940159574468,0.14330970884093686
1025,material_nocable,3,False,1.3035702141459846,1.2490685452307695,42.663342075065984,659.9361924929578,4237.119617800165,4.507129758092692,0.6777351075484784,0.07037077,3144.39861587,3105.71986152,0.0,0.0,161.07485317,,,,,1.1186527854200177,0.05279238747044831,0.9027002312494675,0.05519875287743416,3119.2963933333335,3117.481760416667,0.21367129085286432
1021,material_nocable,3,False,0.8011327492720388,0.8668197225286802,75.50158640577126,1050.6085197723453,2524.4449863328477,3.218191475208382,0.584933861819874,0.5551812,1324.74357001,902.07728203,0.0,0.0,29.07358097,,,,,,0.15524377728141053,,0.0666787951839925,917.7563470588236,1090.7857756756755,
1022,material_nocable,3,False,1.3059976925758048,0.9915690908362308,82.88063290157662,725.2860751711954,1823.807792965414,3.152855796418073,0.8486794167257179,0.09527622,2181.20158122,2128.13467668,0.0,0.0,132.64931091,,,,,1.2557755845228422,0.0529373234972267,1.0137015351843843,0.05515966437551755,2118.4167555555555,2170.673322916667,0.21333024002435116
1027,material_nocable,3,False,1.2011410898210988,1.1307993252383506,19.73757715328848,841.0084069626805,7293.765087558644,4.396068265362827,0.6592086418237431,0.08692937,3285.09542724,3210.91244515,0.0,0.0,165.41524413,,,,,1.1930872527979957,0.0527863410001975,0.9940092058238892,0.055364092342366104,3261.7916222222225,3209.627420833333,0.1820477978365416
1028,material_nocable,3,False,1.344973645514242,1.2629022777232517,74.32071528430743,1055.1580036110968,1663.261481566161,4.518949422944571,0.5910078941310883,0.25009951,1729.96257323,1557.21372549,0.0,0.0,65.70997215,,,,,1.9905756519934026,0.05301147063807128,1.5776094167066022,0.054369982306169115,1543.8114658536583,1676.3924363636368,0.2314713095513604
1032,material_nocable,3,False,1.2219801945560624,1.2407515653849148,78.32760673802271,1168.2381096566287,1654.9460712595271,4.721323543334897,0.7623676696206588,0.23970486,1967.56070743,1766.74015991,0.0,0.0,71.2377089,,,,,1.9062795386923692,0.05292415543143689,1.551584383359101,0.05464253312799918,1752.3386809523806,1896.175822727273,0.20515275518582918
1029,material_nocable,3,False,0.9235770532043066,0.9378805756485566,35.76399174715985,806.043938795539,3801.115826723989,4.067934852955839,0.6158281077714529,0.36639333,1117.76707655,848.02012438,0.0,0.0,25.16869774,,,,,2.0396693012405303,0.05448509986579605,1.9672090149053967,0.05586010234160814,963.0001051282051,910.8152928571428,0.03616794951978004
1030,material_nocable,3,False,1.1204507802431494,1.1136602137189444,86.05854101297639,697.837012427216,1290.5000498998552,4.700197204835519,0.8666685498911062,0.19380393,1340.64602257,1226.16427007,0.0,0.0,54.71858957,,,,,1.7166437901385665,0.053218281333786976,1.4038518833423599,0.05503221649096395,1214.1637363636364,1306.6433086956524,0.2004757830330756
1031,material_nocable,3,False,0.8905663498573096,1.0921002825729065,68.50308148067964,666.6959968567126,4514.545972387816,3.760930252370142,0.5080101072275652,0.32555356,889.57200507,647.07588908,0.0,0.0,20.27194196,,,,,2.03039577207781,0.05323751680865797,1.8284924241767133,0.055604494157241245,682.6880874999999,748.5337840909091,0.10464327424519126
1034,material_nocable,3,False,0.8623305778338072,1.063439429492309,38.29750219150666,481.44961475918177,5374.783786998552,4.233779845850009,0.6667428671509776,0.29338299,674.12992634,490.49386137,0.0,0.0,17.53674801,,,,,1.9381352509000376,0.053522477465908005,1.7776443828595403,0.05647841388577514,544.1519536585365,532.4734666666666,0.08638341551924311
1033,material_nocable,3,False,1.2301914291511595,1.2481154203742166,54.61172353138292,1137.9753976441118,4339.040288576238,3.106794471345378,0.5866987954234995,0.15281274,2534.59065083,2393.16869668,0.0,0.0,116.5991997,,,,,1.5139032893866966,0.05279568232967991,1.286641446769576,0.055029175891007115,2421.345859090909,2453.4427369565215,0.16229831266972436
1037,material_nocable,3,False,0.9782932363671536,1.357220065366506,88.88421621363845,846.1451810527925,7979.528993890491,3.8117093274580327,0.757673322755362,0.09015613,2758.75663744,2678.80283468,0.0,0.0,151.05916,,,,,1.2106899266486582,0.05286147196063112,1.001654020235194,0.05535444415480651,2697.921277777778,2711.2588541666664,0.18897234013535466
1039,material_nocable,3,False,1.1574566046901718,1.2888778060515849,47.73518297863633,205.6797263643482,7560.2114352274675,4.288016432831402,0.4910033121441245,0.03108437,2170.56476393,2162.97692698,0.0,0.0,110.71538359,,,,,0.9143617703091094,0.052834843372570425,0.6959684231906382,0.05527499578858096,2165.0958066666667,2165.793610416667,0.2712404549079895
1038,material_nocable,3,False,0.9398627038925966,0.948872500996074,40.83809178965636,769.9172763713722,6310.719716825931,3.701129156171705,0.5684449848651258,0.30815602,1145.12936382,878.01022113,0.0,0.0,27.69202192,,,,,1.98158357258644,0.05361265615762685,1.8328289481946842,0.05565481728728443,978.8388775,957.2082119047618,0.07799608646486583
1036,material_nocable,3,False,0.807733203939742,1.1013781401370444,31.93038968110642,816.6479062447656,4462.384423040764,3.2963320662313254,0.4530916992156543,0.38605157,949.44075631,690.5450622,0.0,0.0,26.86836677,,,,,2.129224586952664,0.05497919936442813,1.895615026245604,0.05776886598421199,743.5845921052631,774.9843804878047,0.11608391049472222
1043,material_nocable,3,False,1.3217075373163445,0.9503525066134352,41.63239914691097,403.22451889948667,1257.9436058341246,4.29724379549161,0.8007176970015405,0.09793585,1206.33743089,1175.0242631,0.0,0.0,74.31676303,,,,,1.2621083642221236,0.05274622704176959,1.0462642954143562,0.05505774895838953,1186.9823295454548,1183.8132145833333,0.18700972558023476
1041,material_nocable,3,False,1.398786380623482,1.274615706218,29.787811087429557,731.8819314959925,1458.1528158512317,3.4038964280543325,0.4612701876791193,0.21889882,1269.85451707,1167.66109085,0.0,0.0,53.31391115,,,,,1.7475075755749296,0.05301847692715578,1.6050689627655659,0.05477289894783745,1222.9219219512195,1180.1274159090908,0.08497262399853814
1040,material_nocable,3,False,1.0301785189165524,0.8689158065044728,9.472646037022315,1191.834232588863,3294.5052648028445,3.113976186349339,0.5039379301967446,0.38910608,1518.19737078,1227.41644936,0.0,0.0,56.00021816,,,,,,0.05299757823259418,,0.10988688843389598,1441.2932897435896,1178.2845414634148,
1045,material_nocable,3,False,1.374830391443103,1.35205588828653,10.240413908080798,435.61481107100326,3816.158780942407,3.5663639816725747,0.7408054843627307,0.03046626,4485.21400437,4475.69916137,0.0,0.0,243.4594006,,,,,0.9107001962585423,0.05283011142293168,0.6932965321355468,0.055277021079295226,4481.90997111111,4475.8014416666665,0.27107744083824736
1044,material_nocable,3,False,0.9850277246521908,1.184956543447565,24.06196903341204,356.0576897234316,4089.581323859159,3.135204411461283,0.7074277176003289,0.13052666,826.81881141,766.15103113,0.0,0.0,41.7632144,,,,,1.396990463540728,0.052947139831704404,1.1938414570264209,0.055532429272316476,792.5383133333335,778.7179276595745,0.15682144789217864
1042,material_nocable,3,False,1.0487840986104469,0.947613966598558,43.94314954317729,944.870176022942,6282.254370141375,4.979068012782767,0.7472173304751614,0.2066108,1796.34033236,1568.06634836,0.0,0.0,70.2414397,,,,,1.7160745427492583,0.053119880048340826,1.5165145429328262,0.05554941346165612,1648.1720071428567,1645.9300355555558,0.12346759487639888
1048,material_nocable,3,False,1.11146856072205,1.1073076016789936,18.798588899439483,447.99796585654974,4131.332235966537,3.1943096135670834,0.6899334505079977,0.10794043,1349.73917166,1294.97795661,0.0,0.0,67.25114237,,,,,1.2889984394574492,0.052819544934980645,1.098025497833646,0.05550693994174734,1329.4029333333335,1297.0648645833335,0.1600092388185501
1046,material_nocable,3,False,1.0813113118571385,1.1862119056313851,11.209042162576663,1108.3340031779746,6222.373792104303,4.888604862966832,0.6855481549118005,0.17251833,2419.67165912,2213.6954295,0.0,0.0,96.8833239,,,,,1.5465033859041715,0.05275694399947803,1.4118333877349363,0.05569007425755236,2350.625559090909,2204.035480434782,0.09104439992717599
