,S1,ST,S1_conf,ST_conf
sf_wale,0.05213787665831853,0.2652477476247512,0.06590294374341593,0.08521024284848959
sf_course,0.01348891034200481,0.08282393227407989,0.02293537405838916,0.017228472597336078
knit_dir,0.18987434721400775,0.41437191623046354,0.05934302753310687,0.11852268750953633
pressure,0.06924179156321571,0.11082536219446736,0.02960751881338767,0.01834940545256655
cable_wale_lrest,0.003458181614559098,0.01060603657724434,0.010324502986686449,0.0028491138642089036
cable_course_lrest,0.18263984493267957,0.39636563801926294,0.06114973109503227,0.09414055611758562
E1,0.07980781657796607,0.16893153730903085,0.03028668128361806,0.03784114431216121
r,0.010171098768625007,0.005891261693458298,0.006452827494488548,0.0012553394850934184
nu,0.06544972905084669,0.246912170421248,0.03306604297204909,0.11692333774242654
