sample_id,group,motif,has_cable,sf_wale,sf_course,knit_dir,pressure,E1,E2,r,nu,crown_height,max_stress,mean_stress,cable_tension,boundary_reaction_mean,cable_wale_tension,cable_course_tension,verts_path,stress_path,H_mean_x0,r_x0,H_mean_y0,r_y0,vm_x0,vm_y0,H_anisotropy
2138,material_ext_nocable,3,False,1.126793168520427,1.2686759316620428,54.918935337669915,477.27803051781694,13204.912082371828,14968.967314718248,0.8821525095714577,0.18059000825131521,0.1786751,3188.6195711,2796.19270468,0.0,147.37241223,,,,,1.111812807303575,0.05674086207542077,0.9631841532089125,0.057600652778019366,2876.2981738095236,2825.8874,0.14325674391152243
2140,material_ext_nocable,3,False,1.1051866731663524,0.8734982801475614,17.06262159338529,931.8680805373008,12608.462923522447,5805.911617237826,2.1716594662047144,0.1862456775585133,0.26797652,1639.05589015,1230.17114187,0.0,48.56920406,,,,,1.3339424496883494,0.052789323831931044,1.3203031329821362,0.05699935141773405,1439.4196724999997,1138.7281431818183,0.010277358504626721
2139,material_ext_nocable,3,False,0.9783008761746906,1.2794901224382618,85.01639128683624,390.20459797885405,6243.461827467519,17128.710326254142,0.36450273888383833,0.10311882762395705,0.04302491,4586.78215179,4565.34397494,0.0,240.82049746,,,,,0.3301841514719984,0.052815814116501186,0.29958586579005764,0.055244799196355776,4573.130882222222,4571.504760416667,0.09717288801701848
2143,material_ext_nocable,3,False,1.2488215708036885,1.0770542658208622,37.53342210749178,567.5981417080462,11197.111089374468,13223.74862904484,0.8467425843819327,0.12104017151479889,0.18485985,1206.01562211,995.83186705,0.0,49.90650806,,,,,1.1750627335624935,0.0530671319765219,1.0779270342883174,0.05577675785782777,1069.4725727272726,1047.8875717391306,0.08622826491292636
2142,material_ext_nocable,3,False,1.006466469094694,0.9103784607298019,85.80219243340942,454.8816251248493,9574.426083616656,19025.034677070522,0.5032540673976279,0.15946926915893872,0.17635275,1971.3638292,1662.00572014,0.0,88.73890817,,,,,1.0795500247877685,0.0529756462985284,0.9815891524683045,0.05695181357999298,1735.7377666666664,1572.3627717391305,0.09505507769725298
2141,material_ext_nocable,3,False,0.9048223697783686,0.9758357532467324,40.31256188505777,583.1256787028694,13744.400011748032,9456.088572584737,1.4534973849119863,0.1428415624425588,0.36300937,2233.37800444,1547.290875,0.0,66.80463627,,,,,1.4286902709250815,0.09688835514590369,1.3064480308196347,0.054721861114415404,1434.9752361111111,1779.8434425,0.08938651477146128
2144,material_ext_nocable,3,False,0.98008112550446,1.2987224160822417,35.272408115451036,519.6483777619412,8259.231571268314,12598.888099163223,0.655552419091401,0.22114606498023692,0.1672251,2216.07294204,1983.12102579,0.0,93.33397893,,,,,1.052305469499771,0.05286899723762683,0.9733669135496462,0.055269286756898524,2063.487646511628,2052.8226999999997,0.07793812722202587
2145,material_ext_nocable,3,False,0.9744725978440074,1.3993805249787326,12.46616802178701,872.6830208698107,3814.365603056037,4926.256154779086,0.7742929890796735,0.1466887591145858,0.01682753,5621.11120875,5617.08625207,0.0,300.17835963,,,,,,0.05283348420967272,,0.055274324515144795,,,
2146,material_ext_nocable,3,False,1.0115617275525128,1.133559692111242,79.33197172287622,1183.505761439596,5074.748796943064,9891.462291696753,0.5130433344726987,0.2829141112383914,0.23315246,1153.25541787,765.46943121,0.0,30.17839259,,,,,1.2907029921035518,0.052994672727110594,1.2192224178603845,0.05822954233505968,879.9550619047617,671.4279090909091,0.056958325501947314
2147,material_ext_nocable,3,False,1.0720541300174018,1.3126054620918266,38.90114802253553,1139.5941122465033,4825.834687193279,14198.678556314213,0.3398791421365906,0.2973845716577388,0.17367096,2515.86364262,2168.42274381,0.0,121.69960713,,,,,1.076523910878577,0.05411299637503539,1.1782228955243157,0.056053209090159366,2093.199745454546,2215.5075311111104,-0.09020878473533277
2148,material_ext_nocable,3,False,0.9266127697524432,0.9009786800525941,2.482137848530257,756.814147197759,14602.897361460089,10168.380866749696,1.4361084181269341,0.09032693602166589,0.06225861,2599.09382746,2558.48227068,0.0,136.37017638,,,,,0.47415096317704925,0.05282288354980955,0.4296225605080479,0.055312130059612344,2582.9824911111114,2561.075477083333,0.09853885182969002
2151,material_ext_nocable,3,False,1.167153661346863,1.2042960611726747,52.1769699028457,320.5089291924588,5553.275265426442,12547.288026882276,0.44258769333490056,0.2658636895160464,0.05540025,1864.76405772,1834.30674227,0.0,100.76313438,,,,,0.43380140047124516,0.05296207518485055,0.3707665548510359,0.055371874280908805,1829.2016044444442,1839.2539,0.15669240914512877
2150,material_ext_nocable,3,False,0.8574243006960663,1.301241513877283,41.22126883453269,588.3139986367546,6848.184062586463,16160.616378550654,0.4237576031862118,0.2334766094741797,0.04062373,4071.73498677,4051.51089096,0.0,218.55192627,,,,,0.3134194268382182,0.05287891014499638,0.28417000287584215,0.055247539066949035,4045.5230888888887,4065.8534437499998,0.09789136992055424
2149,material_ext_nocable,3,False,1.087252546787381,1.0733309050992244,36.52815771810276,452.92114270155366,19399.216959425037,8792.958308085148,2.2062218743363546,0.13963716043108929,0.1329323,2396.20282967,1972.72736311,0.0,106.15297316,,,,,0.8150828559199005,0.053577691612483165,9.07750450385969,0.07698466399615786,2020.1891454545453,1889.5214297872342,-1.6704268251463545
2152,material_ext_nocable,3,False,1.304521095603234,1.0261173691144971,52.71388011237835,331.2427876730924,17065.746481027574,19372.536053254586,0.88092475007476,0.2293409445040317,0.0700632,4100.8377789,4034.38767507,0.0,219.94070835,,,,,0.4904937470936385,0.052822864050294106,0.4793232022476076,0.055290591943295817,4072.501526666667,4040.179091666667,0.023036398474203974
2154,material_ext_nocable,3,False,1.378490578158782,0.9929138254951586,48.57202877251344,570.0149221455633,11250.796758233082,15329.99945285227,0.7339071858961992,0.1084178183170724,0.09078427,2399.46587491,2318.90361568,0.0,138.11730775,,,,,0.7114810056082834,0.05307874176096692,0.6456349605467592,0.05566596323078939,2316.907968888889,2323.3192604166666,0.09703819968764811
2155,material_ext_nocable,3,False,1.2549350507491535,1.061149516075408,75.67857867000298,1120.873101889681,13517.915513443282,3671.27478744122,3.6820767433932415,0.17591163497021906,0.23176003,3041.16384089,2140.23624792,0.0,121.03203706,,,,,2.4163045613808043,0.05983687218950119,1.2487754064974996,0.0569435402491355,1913.948393181818,2241.631995454545,0.6371097848428018
2153,material_ext_nocable,3,False,1.3231684292030184,1.139080749493797,6.956017024378356,683.0023762852238,9334.49233778508,18162.91615633356,0.5139313674874871,0.1945615910950943,0.06284205,2167.50682333,2125.50279554,0.0,119.58997257,,,,,0.4401031782406568,0.05310814164208309,0.4366506606451974,0.055276286168919775,2112.2540999999997,2136.6146770833334,0.007875682870911
2157,material_ext_nocable,3,False,1.1948410278134924,1.239240240293475,82.06524888258872,615.5822817688909,19065.034910930273,11807.079443767198,1.6147121734659333,0.10934164212019665,0.11789921,3053.91134614,2909.67605228,0.0,147.07146272,,,,,0.8305897412125665,0.05277715158917298,0.8577337229669215,0.05534462630661264,2997.5541777777776,2915.450487234042,-0.032154954107146555
2156,material_ext_nocable,3,False,1.3332225749691387,1.2003569897516622,34.8857494071375,1000.1332241286505,6104.222320259972,12177.250111973886,0.5012808527483305,0.20673907133382466,0.0,1531.58463924,1531.58463924,0.0,83.9209886,,,,,,,,,,,
2158,material_ext_nocable,3,False,0.9892051872056051,1.2380114858132973,42.34004594281629,306.0874477763846,11998.87780944629,19242.547546959555,0.6235597329389054,0.28415783239298537,0.09339387,4398.7862921,4295.1788704,0.0,229.6196233,,,,,0.6560799281560629,0.05275918441025037,0.7153091654407837,0.05513446037760174,4331.461938636364,4308.913864583334,-0.0863784575234966
2159,material_ext_nocable,3,False,1.350299361117266,1.169035811515054,49.457837317536686,401.3222710340938,8665.26943957204,13311.08661598239,0.650981372863114,0.2556018423359432,0.09351054,1418.37859736,1343.07253262,0.0,78.03772901,,,,,0.6925084006373268,0.05288560802871372,0.7018614261030376,0.05537608862276859,1368.8392933333332,1366.4667895833334,-0.013415415747449875
2161,material_ext_nocable,3,False,0.9225369841684103,0.9158442386127517,84.68212727299365,402.8638239777272,17029.66585959754,15826.884522060009,1.0759960898091507,0.2631394715125787,0.0760172,5031.95575036,4949.03143445,0.0,286.71723305,,,,,0.5470129942370162,0.05275106288081973,0.5160550066512967,0.05516899841573855,4982.417762222222,4947.136508333333,0.058242723061649244
2160,material_ext_nocable,3,False,1.191697614545869,0.9521044971998454,13.462719674298516,219.10238884605036,2811.2299164921224,18354.024650558702,0.1531669467604506,0.28904202669806717,0.22598657,1630.53376169,824.40736856,0.0,37.455962,,,,,1.1806853116156841,0.0539514311958436,1.3233673669994734,0.05793058199960459,889.5617139534884,720.1407488888888,-0.11396090553709777
2162,material_ext_nocable,3,False,1.2200044349874415,0.9032057556980286,40.60720273733772,1132.6098606483743,13314.299296204636,9521.961692525472,1.3982727221698512,0.2663754383459811,0.0,2146.52743675,2146.52743675,0.0,63.30226271,,,,,,,,,,,
2163,material_ext_nocable,3,False,1.1243168071426812,0.9482903057992693,81.79607468719804,370.14704394106843,3786.492979378176,8908.474935749997,0.42504390557163246,0.2519843943694794,0.08237929,4723.12878974,4644.35666528,0.0,247.47142253,,,,,0.6003141267784933,0.052852724998473814,0.5445584284376811,0.055098431441829694,4629.5650933333345,4699.214685416667,0.0974007073307551
2164,material_ext_nocable,3,False,1.2076346491521037,0.8932765452898859,46.40622986796253,377.5039760964838,18531.283995038513,18672.81093066995,0.992420694658297,0.1801296269697641,0.07649183,3350.75415687,2625.3219944,0.0,161.08290035,,,,,,0.2014128502520388,,0.10886196284155542,,,
2165,material_ext_nocable,3,False,1.2576612371849805,1.1436080468592282,7.424097841642256,1040.5273883805353,8911.289212033014,2228.058165531631,3.9995765594865946,0.2101947027551101,0.05094015,6025.21331916,5984.45529065,0.0,358.67447787,,,,,0.38294038666593877,0.052784377754296896,0.3536470707995754,0.05521656824478735,6004.288453333334,5981.031483333333,0.07953791656229721
2168,material_ext_nocable,3,False,1.2981199940074284,1.0050500399426616,69.78559172280771,764.4337408492061,14961.347950214058,12133.876098633382,1.2330229704504012,0.136576442665506,0.23757941,930.57070008,667.43401672,0.0,24.12422263,,,,,1.3466647741934517,0.05327303016307932,1.2802006500572436,0.05667998137985622,723.7769357142856,718.0992444444445,0.05060337200575604
2166,material_ext_nocable,3,False,0.9967374039251689,0.9333473036065939,82.23262808712403,625.3211377956188,10871.233926111232,17507.628754046025,0.6209426804071844,0.13541200769461648,0.13049084,1155.89975301,1044.83062736,0.0,49.09720249,,,,,0.88719518354409,0.053093667054435675,0.9414543016633058,0.05549070944723301,1070.581090909091,1093.396913043478,-0.0593433772389267
2167,material_ext_nocable,3,False,1.3131440218570019,1.3470836360349,23.82512942946818,626.9208307937945,6039.596231084011,2896.8566694416168,2.084879205379593,0.09725827320970185,0.13588227,2054.19242305,1888.60919114,0.0,88.05730381,,,,,0.876970133463566,0.05275525528632465,0.8871064035410865,0.057080442853108516,1981.571248888889,1838.9157042553195,-0.011491871089370722
2169,material_ext_nocable,3,False,1.357715149558372,1.1175882405068016,63.53835747440975,1113.9083255689495,9374.029004701095,16970.663794495536,0.5523666674571431,0.2167228714523485,0.03380508,3143.20752721,3131.23409122,0.0,163.92301535,,,,,0.2624090823263548,0.052837365050408654,0.23718947067400212,0.05526355322280745,3131.574877777777,3138.5093416666664,0.10095950639126314
2170,material_ext_nocable,3,False,0.8068478884637614,0.8363229927002283,42.74697252431763,1054.7327991415668,11911.211307679703,18885.194481418475,0.630716899389063,0.18758281214109335,0.15648142,1966.54727738,1776.14278069,0.0,100.93808704,,,,,1.0851221232941433,0.05300026575779874,0.9670035398952466,0.05558857954841224,1835.7435355555551,1832.62672826087,0.11511827517942362
2171,material_ext_nocable,3,False,1.1343674622347055,0.8598865014426347,53.207333834656005,511.73831087026167,18714.804887266226,10064.905525412783,1.8594118782350608,0.25459148383771946,0.0,1757.97320586,1757.97320586,0.0,91.21886313,,,,,,,,,,,
2174,material_ext_nocable,3,False,1.135700686446059,0.8650689154013151,28.050321983097472,1166.9317720163872,16490.911844821014,6725.419817644458,2.4520271287089503,0.1620469474739183,0.0372212,1702.60323044,1693.91397027,0.0,108.0372588,,,,,0.29111304584731457,0.05283866889143912,0.2622360057122595,0.05530616237473307,1697.7773822222223,1695.6745499999997,0.10437187902885965
2172,material_ext_nocable,3,False,0.9069959779761354,1.0511531896293864,3.845337421312829,399.0232487686419,16826.77038074668,18854.97229136565,0.8924314563141651,0.1103125911726657,0.0,1965.54091234,1965.54091234,0.0,88.76586512,,,,,,,,,,,
2175,material_ext_nocable,3,False,0.8784770481302056,1.0544346318828957,89.47585325009796,271.25543336514187,16773.961597350644,3068.3800394617183,5.4667157854061905,0.1011118670247257,0.25860711,1463.50302356,1112.42571207,0.0,41.34483627,,,,,1.3633444249482576,0.05302428138132704,1.254042666196826,0.05595421264679705,1253.288254761905,1173.99595,0.0835197507630505
2173,material_ext_nocable,3,False,1.1631037497907997,0.8871253112950531,83.27345296123154,248.3380275764732,16626.55942155286,14358.506567886083,1.157958826911669,0.2861115950276091,0.16518647,2865.45100521,2544.13981017,0.0,129.06287647,,,,,0.8467109939866894,0.053660589595529544,1.2134746779533552,0.05476980051409592,2501.044533333333,2636.8751911111103,-0.35604915514366253
2177,material_ext_nocable,3,False,1.351300902030554,1.082577200595258,36.576880043357804,465.0070754495742,17455.66805476135,2044.4320980935458,8.538150066729505,0.10571986097758432,0.27821838,1222.95067668,517.04294382,0.0,10.94755254,,,,,1.2421294173081439,0.05428178594461417,1.2707104287902646,0.05632978593534704,519.2189099999999,556.600788095238,-0.02274797697632615
2176,material_ext_nocable,3,False,1.1289842470590878,1.1537412504854812,0.3159138153372169,878.423539791564,3444.1652070987907,2529.985714684506,1.361337807999554,0.12140929326851498,0.09017881,2876.76311411,2798.21772132,0.0,139.2642716,,,,,0.645764328162104,0.05283978209179981,0.6858341422308314,0.05524678857341582,2818.075197777778,2820.0038729166668,-0.06018302808188616
2179,material_ext_nocable,3,False,1.0367320123387402,1.0210103158121508,62.642428797429154,350.7056336124382,10180.584390624414,1993.4398071339338,5.1070437914358395,0.1936165227336755,0.17214032,1971.59257869,1763.05784592,0.0,79.23595259,,,,,1.0574501601235997,0.05373889467194166,0.9703218273438567,0.05502284895294089,1698.1803454545457,1911.8965695652169,0.08593503936165926
2178,material_ext_nocable,3,False,0.9412844214457547,1.0968635714534145,81.17651304508371,634.2466874256186,4096.347350465359,18916.876608845007,0.21654459323110567,0.14705318160776393,0.15045694,1405.71711934,753.04664129,0.0,34.28973462,,,,,1.2742964154010938,0.05390130115783026,7.780321647033531,0.0717397816248661,785.0857088888889,709.0264574468084,-1.4370623226228239
2180,material_ext_nocable,3,False,1.317519809454164,0.9590918172226066,20.67339587224061,525.240696951121,2926.5075196522994,18060.7946459393,0.1620364760810943,0.2821171944315605,0.18621014,3259.22500366,2588.82672642,0.0,154.820669,,,,,1.254906106170346,0.05593842699464372,3.1767532855236973,0.06665200322032427,2591.924939534884,2497.410674468085,-0.8673262132714163
2181,material_ext_nocable,3,False,1.2058611722053585,0.8176937354600847,21.793033232349256,252.6455218740486,12848.707795154416,7337.780886763772,1.7510345421095237,0.16737059755607436,0.0701962,3600.65436585,3544.29795653,0.0,185.30199723,,,,,0.4886077868213305,0.052808379048991536,0.47704871964156276,0.05524078600083155,3566.713826666667,3559.1142875,0.02394032889004701
2182,material_ext_nocable,3,False,1.1438074327859242,1.3313478283079951,1.4152810037807877,1102.8726423058124,5491.259786963151,16772.786147750347,0.3273910332243559,0.2013021555910026,0.02013386,5034.14746392,5028.15965201,0.0,319.30987045,,,,,0.15542030629369666,0.0527493387295457,0.1437047973245124,0.05520412540747456,5028.2393111111105,5029.925052083334,0.07833183392148482
2183,material_ext_nocable,3,False,0.8661005199665173,1.1382890765757787,70.92851166068876,344.76415711885556,9402.12311705238,11236.878254675414,0.8367202085810947,0.14895094144768228,0.08559619,3692.72779711,3607.52981466,0.0,190.02443375,,,,,0.6229814193530229,0.05275507490556337,0.6616609311971321,0.05550292919937887,3660.7544711111113,3590.665325,-0.060218335208308396
2184,material_ext_nocable,3,False,0.8687399200224,0.9965953509143282,58.506319264206816,212.01895270738606,1151.080767205361,19934.898203686276,0.05774199373601557,0.20852992813862425,0.12680141,2402.72928248,2242.65621407,0.0,117.08040592,,,,,0.8987003613588557,0.05295786340436097,0.9014353237426925,0.055279437164200015,2244.7467599999995,2338.935945652174,-0.003038618040264643
2186,material_ext_nocable,3,False,0.9539381621760582,1.0086829370944344,37.96794187005907,205.61936342790142,8605.409434212565,2908.5739656702126,2.9586352404243055,0.294733653484929,0.16328213,1611.37495684,1432.73675685,0.0,79.45317727,,,,,1.0083305312914106,0.053079308607750605,0.9893106662385966,0.05555185540805178,1479.3689577777777,1494.4237652173913,0.019042323592776467
2187,material_ext_nocable,3,False,1.3725605061341528,1.0364433692382522,3.7491080458931614,906.5811049430038,11102.288496163543,8683.125307672413,1.278605122323129,0.20715736807373866,0.22298079,2320.19180556,1507.7654746,0.0,78.15807036,,,,,1.542075032733876,0.053509785370004406,1.268176918034224,0.058925590720497814,1537.9405627906976,1432.8587727272727,0.19492779971190125
2185,material_ext_nocable,3,False,1.100451452999351,0.8836960946369343,12.971268064459046,1158.1833972752777,6078.082634269181,16233.880227692976,0.37440726117350115,0.13264884017960785,0.0441041,5126.94950175,5099.4222818,0.0,296.652477,,,,,0.3344177742975324,0.052798895244222,0.3058945865343634,0.05518913423847019,5096.617568888889,5112.56349375,0.08909147943391742
2188,material_ext_nocable,3,False,1.0161502754750047,0.8521302551450513,42.99282367212953,430.6544456443572,14282.65508908601,9735.688885054013,1.4670410340466393,0.169752883364947,0.10825484,2373.29137421,1627.96172872,0.0,87.20867515,,,,,,0.12688977084815073,,0.06514061056168742,,,
2190,material_ext_nocable,3,False,1.3432458373210472,1.2426424602858797,57.46124557640941,787.6453517622385,12136.188217966812,9201.058229687518,1.3189991754219097,0.13068379873907304,0.32180198,1641.22290924,1251.52694779,0.0,33.315537,,,,,1.3162616401528262,0.05393880797980395,1.0790753195613247,0.05521890597231809,1298.38132,1433.6656292682928,0.19804004578947107
2189,material_ext_nocable,3,False,0.9100359501676031,1.112379111305231,12.042361480457613,814.8734061353864,4855.616779013712,4399.504027880555,1.1036736750876184,0.11441814753818522,0.03763986,4671.42625783,4654.46862711,0.0,251.31498469,,,,,0.29139332086893277,0.05285486580824947,0.2636931813274096,0.05525141003625964,4649.718959999999,4667.772762500001,0.09980476711979287
2191,material_ext_nocable,3,False,0.8971956794606776,1.3684028444717482,65.57713639753064,587.958497728752,7217.563323955663,6345.996517334338,1.1373412046856008,0.23591756077790843,0.0831879,4187.30370162,4089.01830432,0.0,237.3836122,,,,,0.7342774454069335,0.05740233953972407,0.6529745117806347,0.05626689504603047,4093.9412232558143,4107.001168085106,0.11721437220550407
2193,material_ext_nocable,3,False,1.1543047162224414,0.9379138588105336,25.026966315980726,461.2679901709089,1242.3928857126668,19853.53810916444,0.06257790822378281,0.17961328489115652,0.12189763,3564.36032213,3415.98352803,0.0,173.41919032,,,,,0.8113791467399601,0.052913709362285816,0.9120027183105031,0.055013777007591684,3426.8105136363633,3477.5771978723405,-0.11677455079591025
2194,material_ext_nocable,3,False,1.3685832793996626,0.9580742050105432,44.69181286378435,259.37550327761784,9013.503413095692,15577.810745551651,0.5786116907133153,0.2527522570522996,0.25674431,1858.64766962,1325.86659027,0.0,59.98807424,,,,,1.3008261625346829,0.05596083927314024,1.0266594858983427,0.05619456657200404,1402.199375609756,1329.9216441860465,0.2355904336689872
2192,material_ext_nocable,3,False,1.1944847211905048,1.2879390058728042,55.68563055563384,1077.8059208151824,3063.844543983735,19058.765473978434,0.16075776514312556,0.13861947371917033,0.07318068,3656.75378261,3591.63470388,0.0,191.22642805,,,,,0.5521930966075382,0.05285111799861176,0.49599737854089576,0.055236807262043344,3591.942628888888,3632.7222062500005,0.10722424864371072
2196,material_ext_nocable,3,False,1.0867963868041914,0.9245204654815726,51.42033823220187,352.39806051968867,1196.9424771688784,4425.868123222908,0.27044241803962005,0.1869584066467651,0.12367015,2527.13984632,2215.36902085,0.0,123.65136659,,,,,3.390411755563313,0.06883020443795347,0.7042423532328947,0.05654118219517804,2134.3719755555553,2265.6839229166667,1.3120372715047857
2195,material_ext_nocable,3,False,1.165303593066716,1.2009456781228631,63.5610015444664,944.8149562793188,11697.346434525874,6978.986614369756,1.6760809385192112,0.28051431324244347,0.04662047,3763.93390605,3736.66975039,0.0,203.88804611,,,,,0.3524860573879655,0.05281281923166828,0.3247063022345641,0.055209327863407646,3735.867908888889,3747.2861020833334,0.08204391192152846
2197,material_ext_nocable,3,False,1.2872589259680787,1.332401068463415,1.2133844241552967,414.953022171954,17075.83563102074,19624.975120525643,0.8701073772654735,0.23770691449410467,0.09792196,3176.54622922,3064.9122752,0.0,163.38010313,,,,,0.7240895165124894,0.0528281167549277,0.7301283147317507,0.05536792583484527,3133.2833711111116,3070.0133416666667,-0.008305218227305589
2198,material_ext_nocable,3,False,1.1621512544987365,1.2208782649806962,78.99271872906577,1025.5520845819706,5245.059885075213,10380.917524427447,0.5052597588539748,0.23434044087356462,0.04549255,5501.59726262,5471.74348906,0.0,316.39845665,,,,,0.344245261893071,0.05278266575987127,0.31597931202854135,0.05517993890402621,5476.9076022222225,5479.087414583333,0.08562525837726727
2200,material_ext_nocable,3,False,1.3378016762059066,1.0276571659179046,86.99301829632972,1106.0163430572911,14764.212467700403,15927.20167027106,0.9269809457651662,0.26203929598054626,0.21015179,1300.90565979,981.666843,0.0,42.03430783,,,,,1.1933445534849043,0.05375366240027249,0.9530798638849902,0.05744072932239243,1064.8113219512195,940.1911409090909,0.2238743536977842
2199,material_ext_nocable,3,False,1.1411915266001356,1.378364443113718,87.97564437444439,632.0330855118095,7045.4981233321905,15212.642471278641,0.46313440525760335,0.18083842549818568,0.13200642,2291.54048419,2120.02265361,0.0,112.14408451,,,,,0.9312520031315678,0.052961566982459234,0.9320416149171529,0.05531705400035671,2128.888571111111,2216.5594282608695,-0.0008475441314633149
2201,material_ext_nocable,3,False,1.0156489421836898,0.9362808185625275,59.039075629379944,1137.6561502498048,16118.958695752313,7849.984913221132,2.0533744808355463,0.16617409814952608,0.31334148,2138.11081295,1535.80091896,0.0,73.00808404,,,,,,0.052891396603718256,,0.1223328237896165,,,
2204,material_ext_nocable,3,False,1.1563398955090975,1.1412983158516563,63.06283050063069,763.0900084993839,11648.796042635893,1389.2611756152996,8.38488561193447,0.11212731985884242,0.10736144,3368.63194478,3245.08258366,0.0,167.03564564,,,,,0.7424764746740683,0.05306349105002725,0.7942142298759594,0.055019075237909575,3220.56908,3316.0805617021283,-0.06733658900740322
2202,material_ext_nocable,3,False,1.1928469489843048,0.8752916906086217,28.78024544488586,1108.5169063574704,10959.329001108781,12144.113322617266,0.9024396190949622,0.29071967198068327,0.09017812,2273.87913671,2228.24553344,0.0,143.00160087,,,,,0.6925872298985728,0.05295303911736293,0.6350955856692143,0.05547694971459076,2240.876511111111,2244.75479375,0.08660448648613717
2203,material_ext_nocable,3,False,0.8900924238335208,0.9020633220129664,10.994869680826122,917.5927309150791,2661.6248325700026,5641.724862396635,0.47177501517493886,0.22901401218570924,0.0,1725.2098796,1725.2098796,0.0,90.71594135,,,,,,,,,,,
2207,material_ext_nocable,3,False,1.2952437774579297,0.9469456330673232,45.14578827252162,923.1897447998929,6366.825125303487,7924.820203679116,0.8034031008486064,0.23802867815022533,0.01819682,5013.73164402,5009.6778763,0.0,270.49931204,,,,,,0.052836007972589874,,0.055283108076713175,,,
2206,material_ext_nocable,3,False,0.9896547721173715,0.9181477491651328,30.13895866018181,822.7339216215129,13558.104323449887,14145.271077383684,0.9584902437909023,0.17762945450284126,0.09754799,2372.42654004,2293.68031911,0.0,145.91554163,,,,,0.7305079781586119,0.05294066142647634,0.7280268041753987,0.05534276941635757,2308.166971111111,2329.237216666667,0.0034022829119546316
2205,material_ext_nocable,3,False,0.9926987581221538,1.3814591769607807,73.09653264071271,998.5667480352773,19627.71460610827,3405.158488921716,5.764111911373505,0.2003029892138854,0.07778062,3054.10316026,2993.15646761,0.0,153.50340934,,,,,0.5816813329766715,0.05280232800537949,0.5307511997427562,0.055358959861386156,3037.878208888889,2989.2298625000003,0.09156534304046754
2209,material_ext_nocable,3,False,0.8184214911101112,1.2840528852496527,23.169104479652177,830.6515598414966,1863.855798405479,13935.70092091979,0.1337468283068219,0.26285210604541376,0.06442987,1973.96455745,1940.55873382,0.0,114.91226097,,,,,0.45306279048958226,0.05283951945411157,0.45105201635945075,0.05550643865134736,1955.102817777778,1931.2643708333333,0.00444805043540729
2208,material_ext_nocable,3,False,0.8397891454690972,1.2138366896373132,66.98741909420283,838.6120339450915,17293.971696091554,13691.85517685235,1.26308462021487,0.11175706533878303,0.02160916,5355.93624178,5350.05666511,0.0,286.03365749,,,,,0.1684826622648459,0.05282880596810188,0.15247682743435428,0.055266245954918185,5351.058448888889,5352.80429375,0.09973741449733806
2210,material_ext_nocable,3,False,1.1457234075954876,1.0034412634430236,83.64068666139929,237.75260981244912,8582.330429030662,16281.711476572256,0.5271147594882621,0.15778928725852598,0.12031722,533.87578216,448.23108508,0.0,23.97047789,,,,,0.8523294016085369,0.05309294405942449,0.8987144232440771,0.05599757675558989,485.51058666666665,466.5033574468086,-0.052979852334015115
2211,material_ext_nocable,3,False,0.8156876289952766,1.3351900550645288,47.631895918213644,891.8681370719484,2751.7082413897897,2752.7760453108503,0.9996120992396459,0.18591338655521378,0.05013319,2447.8620396,2419.82393596,0.0,143.89915408,,,,,0.3876151662425687,0.05284176615450762,0.33167930563906667,0.055284589313960714,2425.777888888889,2431.98936875,0.15552979423622385
2213,material_ext_nocable,3,False,1.2086632707944134,1.217846962448959,87.38356820992658,578.5722881051809,18830.504193765057,1963.6161331680898,9.58970741566683,0.29573451903680115,0.23080128,999.08712348,763.01772672,0.0,29.66305142,,,,,1.2792484095849852,0.05317537755778184,1.2165507330913161,0.05613525716148338,841.3771095238094,812.7792636363636,0.050242565935363664
2212,material_ext_nocable,3,False,0.8724075598735614,1.175990230751403,55.581080065261844,1013.8954656158472,15841.84040097508,4306.370684804726,3.678698737401756,0.24172760660373319,0.06935485,1959.05411627,1917.25507039,0.0,96.76691814,,,,,0.4862568776072817,0.052828619743910815,0.4831026998467231,0.05547651683226923,1951.3456822222224,1910.5074895833332,0.006507755912089823
2214,material_ext_nocable,3,False,1.2667527894456945,0.864318022744082,82.86531989695226,803.6669623403579,4041.686005744334,12553.298288370479,0.32196207824429685,0.15921865965269552,0.08790952,4233.66459009,4155.04017629,0.0,215.40489082,,,,,0.6318263208828248,0.05281541997758223,0.6630701916001558,0.05509398162420827,4157.930317777778,4200.257258333334,-0.048256938552441564
2215,material_ext_nocable,3,False,1.2141216902252243,0.9344293227890272,46.73873318287442,280.3167335914299,13024.373620897406,14731.150118366684,0.8841382727244573,0.2667300483914573,0.1179925,2915.14198148,2757.47450687,0.0,151.16128083,,,,,0.8486578355505411,0.05288404222691449,0.8506547417187302,0.05529293695871934,2775.7672911111113,2838.207878723405,-0.0023502517369677796
2216,material_ext_nocable,3,False,1.2052719122740514,1.2564749985371915,83.76423629156169,564.4581353419601,13632.432652735288,14236.999684531389,0.9575355029014316,0.20797566817559507,0.11588086,2773.40925079,2640.70530642,0.0,163.37737705,,,,,0.8406532190264678,0.05292543113929054,0.8037628240066826,0.055296722576107585,2673.4194266666673,2691.269825531915,0.04486747155755097
