,S1,ST,S1_conf,ST_conf
sf_wale,0.14319243345486046,0.30186223969273956,0.09254467292532675,0.07017793481279656
sf_course,0.49553389321673846,0.7909372818703088,0.09497019758148283,0.14266670053346256
knit_dir,-0.00973385041568321,0.05436321504126232,0.01635862377053198,0.020612736897484475
pressure,0.014353060387203704,0.10621192343107862,0.029492659130167825,0.05045852730637069
E1,0.01898424312143147,0.13745045049720814,0.028569117642603607,0.03753369849050627
r,-0.0035882577314613577,0.04291039926213616,0.014115933082268333,0.01283709685206482
nu,0.01205337956284373,0.03015030242020761,0.013373479237993886,0.00894033288520497
