,S1,ST,S1_conf,ST_conf
sf_wale,0.4503133561571989,0.6742005109310933,0.06626370043007751,0.09558771346888399
sf_course,0.021063463931991655,0.04334614514237809,0.01714116750870032,0.008447814625283037
knit_dir,-0.0019128409056541308,0.0016654051650494195,0.003728799529829734,0.00036223450428732697
pressure,0.0036060184957410106,0.008803599274195738,0.007412921860756746,0.0023411588449120876
E1,0.12987309949703923,0.2662382350140674,0.04142594173811224,0.04390487469618709
r,-0.002705761257785952,0.003376417462450302,0.0047885339481606145,0.0006362185772854393
nu,0.13216688997257456,0.2894308182381738,0.05065611955224548,0.0517241487999712
