sample_id,motif,has_cable,group,sf_wale,sf_course,knit_dir,pressure,crown_height,mean_stress,max_stress,boundary_reaction_mean,verts_path,stress_path,H_mean_x0,H_mean_y0,r_x0,r_y0,von_mises_x0,von_mises_y0,T_wale_x0,T_course_y0,sim_failed
0,1,False,motif1_nocable,1.3550090524740444,0.8719782660053672,8.741596348870027,894.1024876842241,0.14505307,2535.94851696,2867.44004238,144.57323314,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00000_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00000_stress.csv,0.8444174572939751,6.467090030946571,0.05258402193734731,0.06777159979803259,2593.918947727273,2401.1304673913046,2399.113743181818,-162.2465891304348,False
1,1,False,motif1_nocable,0.9628127737228802,1.1628407635430105,42.55824029208616,768.7940785097545,0.12080043,2527.63337097,2664.42969799,123.17145605,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00001_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00001_stress.csv,0.8403270596551697,0.9727397821352125,0.05346865136819891,0.05621003110135353,2551.2556422222224,2563.1379891304346,280.15192888888896,2690.4827239130436,False
2,1,False,motif1_nocable,1.385849683738036,1.2490321756025142,47.42579470503329,440.9206912115219,0.03299837,3892.98491992,3908.04230557,220.3913462,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00002_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00002_stress.csv,0.25819653373074425,0.23240308234727342,0.05283796280484876,0.05528472844641836,3897.904097777777,3897.6983999999998,2874.0675733333333,4436.402689583333,False
3,1,False,motif1_nocable,1.3262877438659422,0.9623550131648739,87.50412564170098,303.02869415518546,0.05676199,1869.32474371,1898.54599852,106.26181695,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00003_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00003_stress.csv,0.4355347971854715,0.37391265771565274,0.052992651242773324,0.05527915780575734,1860.2697977777777,1879.4506104166667,1961.2869377777783,214.2316708333333,False
4,1,False,motif1_nocable,1.3918053062878553,1.1071806405017663,49.19711653720815,420.8823723687318,0.04387261,2490.7381563,2510.45893238,160.64825203,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00004_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00004_stress.csv,0.339606858672186,0.30638028702903114,0.052838009237030886,0.05527925754464166,2496.76736,2497.44068125,2659.1600777777776,2293.432914583333,False
5,1,False,motif1_nocable,1.2322621155031146,0.9746150701448416,48.54693228684207,481.9038912068525,0.11627074,1346.75565847,1437.66991624,74.14299962,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00005_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00005_stress.csv,0.8198442467823328,0.8543949879134533,0.0529909258449174,0.05547576826155657,1353.210311111111,1361.0046829787236,1513.8732866666667,429.96776808510634,False
6,1,False,motif1_nocable,1.2062877950051025,1.3432382381728538,11.08587674054567,995.9147240152312,0.06605139,5086.95036255,5139.91588636,267.16862023,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00006_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00006_stress.csv,0.46681155702023597,0.45671163901037437,0.05290221563472336,0.05529655727937589,5076.819197777779,5129.312347916667,1917.1707755555553,5812.537879166666,False
7,1,False,motif1_nocable,0.9749237544605027,0.8978142072443125,89.40164193265039,233.921185254726,0.23510766,429.31717479,1364.00562854,15.71006539,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00007_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00007_stress.csv,1.3166994539440027,1.0628146763065012,0.05453487281675713,0.057168396141377066,333.0928195121951,499.9478,356.6230829268292,17.11223636363636,False
8,1,False,motif1_nocable,0.8495567669941475,1.1391904256808267,83.26880172317246,776.6220958228773,0.14209002,2417.34146713,2689.93600834,121.87106816,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00008_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00008_stress.csv,0.7994342752712542,8.157952032812407,0.053332553709136005,0.07455957028429301,2521.76712,2324.768052173913,-203.89685111111112,2251.0230434782607,False
9,1,False,motif1_nocable,1.2572679502233621,1.0399558339581476,53.913159831522805,875.8202265965313,0.13724183,1693.65620428,1838.32002592,99.06362116,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00009_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00009_stress.csv,0.9492368043085025,0.8559271046993662,0.05292248453469678,0.05537253591166083,1736.2994244444442,1739.4623413043478,1877.0631266666667,1506.5858195652174,False
10,1,False,motif1_nocable,0.8238535299776972,1.3497109830835812,61.48066258315279,427.13351801563164,0.02774661,5194.59722371,5206.50021202,328.42080781,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00010_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00010_stress.csv,0.21957870185156053,0.19667118143747905,0.05280330117990473,0.05528742291158849,5199.363008888889,5193.582170833334,-156.1405577777778,5112.873945833334,False
11,1,False,motif1_nocable,1.0858756529099498,0.8407298387221566,25.01701877704696,854.6547874512161,0.00901681,1850.44138178,1896.13620495,63.76059314,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00011_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00011_stress.csv,0.4005296742067808,7.571120427262792,0.3389636403832286,0.5579664413432833,1876.4515577777781,1758.3136916666665,228.92176444444445,-1620.1063187499997,True
12,1,False,motif1_nocable,1.3770475058974352,1.063350611257335,4.537742105493686,586.3586829713017,0.06898626,2224.36914917,2263.17173057,144.21316534,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00012_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00012_stress.csv,0.4835639709644999,0.47479002273943754,0.05283604205930607,0.05535054413074485,2242.6697200000003,2231.3889875,2538.682857777778,1732.0812875,False
13,1,False,motif1_nocable,1.349361429053599,1.0580973969446277,66.96161708930173,1114.8227961413806,0.12968934,2260.21120894,2403.03036967,137.70783718,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00013_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00013_stress.csv,0.9028495870727202,0.917935652576728,0.052900119976421224,0.0552405690016042,2294.304468888889,2313.833954347826,2518.4553533333333,1909.6356608695648,False
14,1,False,motif1_nocable,1.3664987751516644,1.1810590841105701,86.701385639653,353.31608071206955,0.03237077,3015.74013108,3028.78826932,179.47433046,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00014_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00014_stress.csv,0.25286760146431403,0.22784489384742662,0.05283583958711078,0.055281685689628185,3021.886813333333,3018.121370833333,2597.2320555555552,3309.347872916667,False
15,1,False,motif1_nocable,1.2729347632031105,0.9892407154193161,54.007973329499194,387.2326665792424,0.08054377,1502.1195515,1538.39454339,87.23463367,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00015_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00015_stress.csv,0.5995548971595908,0.5474901004315144,0.052916861613333345,0.05534176718694184,1503.4546022222225,1513.3618145833334,1696.971986666667,528.2557166666667,False
16,1,False,motif1_nocable,0.9055738487550042,1.1236148632119525,14.283068233329974,1042.8069005059076,0.17999454,2429.32269244,2726.03452814,117.88755301,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00016_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00016_stress.csv,1.3483440958317536,1.1817814240250988,0.054558048910692054,0.05588122892253782,2357.209052272727,2574.289693333333,149.02690909090913,2633.415377777778,False
17,1,False,motif1_nocable,0.8540876075315745,0.8082317134486706,81.62839193047482,966.9666713034837,0.0,2160.25627375,2160.25627375,112.70423418,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00017_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00017_stress.csv,0.0,0.0,,,2160.2562999999996,2160.2563000000005,-986.4815000000002,-2477.3899,True
18,1,False,motif1_nocable,1.3084733247259952,1.1161696231824716,54.780467535736804,1029.321905766009,0.11564354,2415.82489177,2558.26692158,138.98115775,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00018_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00018_stress.csv,0.8375841662470359,0.8052968200877415,0.05288201384859382,0.05535290608729274,2465.2011711111113,2455.8775170212766,2286.268275555555,2582.865914893617,False
19,1,False,motif1_nocable,0.8614895243118157,0.9999264224470987,47.02544724317141,359.6329966902411,0.2074316,964.14344782,1443.17429771,43.18412455,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00019_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00019_stress.csv,1.3685700020895226,1.9828131308820347,0.05624592898483883,0.062311009207718766,968.2330880952379,958.4383659574468,-116.21563571428571,894.9499063829786,False
20,1,False,motif1_nocable,0.879339627989365,1.2875611622750531,20.293445758307787,426.3776172790066,0.0379044,4163.11141316,4184.6015207,237.53364724,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00020_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00020_stress.csv,0.30944443067426936,0.2719537016232839,0.05291852030779067,0.055313550469146495,4158.983264444444,4173.272414583334,-38.24276444444444,4155.884875,False
21,1,False,motif1_nocable,1.3896871499031955,0.8841600985672924,16.38966075003446,511.23847736135457,0.09295927,2556.88195356,2770.05759698,148.3288227,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00021_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00021_stress.csv,0.99292813547536,4.834541128393357,0.05602435007735018,0.09663510227350273,2561.5209957446805,2482.584178723405,2396.1166276595745,-193.08865531914896,False
22,1,False,motif1_nocable,1.1042804981779972,1.0111062076048225,0.1979987156403454,1105.5825011879342,0.22326451,1406.37084075,1753.11602816,61.83740661,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00022_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00022_stress.csv,1.3170421199996636,1.3185887344612397,0.053215949842360284,0.05551089470872401,1432.2456738095236,1577.1444755555558,1341.6921642857142,1772.7645000000002,False
23,1,False,motif1_nocable,1.078165459999845,1.0697309130961112,65.50822760595548,738.9265728418169,0.15711014,1462.56536983,1650.8254616,69.90844959,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00023_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00023_stress.csv,1.1318871435613294,1.0304970678595307,0.05307853246806803,0.056126750981997965,1571.8583200000003,1469.9936717391304,861.9276022222219,1692.7213217391304,False
24,1,False,motif1_nocable,1.3380422960326728,1.1977486287305816,22.802252109840005,1030.8690126044532,0.09027144,3294.66384037,3396.76007372,182.60640154,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00024_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00024_stress.csv,0.6788689799527531,0.6769358945197298,0.05287914998759915,0.05531935517618081,3310.038204444444,3343.9902312500003,2575.266597777778,3782.750822916667,False
25,1,False,motif1_nocable,1.2782182879935315,1.0817162506092497,34.906001308520544,1068.9630048415102,0.13707247,2092.7703847,2272.14325218,119.09868349,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00025_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00025_stress.csv,0.9580889872721684,0.8579647196387592,0.05289759524968839,0.05538944675698323,2143.079228888889,2151.993836956522,2121.477928888889,2196.971017391305,False
26,1,False,motif1_nocable,1.3708325248514064,1.0369299469123874,15.25619531284417,741.7436349975977,0.09176422,2160.8468292,2217.71622751,138.24240238,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00026_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00026_stress.csv,0.6780678554624475,0.690908626326415,0.05282378849443925,0.05540124476391976,2191.9097822222225,2167.0660208333334,2522.1111111111113,1461.1550770833335,False
27,1,False,motif1_nocable,0.859366097906485,0.9477005485976675,27.320892190977418,1048.9534995650197,0.32123791,1405.31945821,2033.81706525,56.75351779,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00027_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00027_stress.csv,1.3111567466837921,1.6778458613755713,0.05725013617115898,0.056628867223094334,1351.8414368421054,1596.0439975609756,442.42391052631575,1683.9109146341461,False
28,1,False,motif1_nocable,1.0128987230042876,1.3198376463870614,31.39580602046078,865.8323525034822,0.06595059,4680.28422541,4736.29070686,256.07677233,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00028_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00028_stress.csv,0.4740025947226325,0.4713335383505103,0.05299083442012813,0.05546832688860816,4678.6893711111115,4706.21665625,733.3096533333332,5031.906252083333,False
29,1,False,motif1_nocable,0.950562767784044,1.3646367982356569,35.946369235979354,639.7246519642206,0.04113701,5374.69571781,5400.2262449,315.09163365,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00029_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00029_stress.csv,0.32990205275834983,0.2775833305155825,0.05289011733277098,0.05537534587635277,5375.3171999999995,5383.352785416667,474.577051111111,5605.890656250001,False
30,1,False,motif1_nocable,1.1405818356762802,1.0262477395497285,4.827517103717702,943.8034243331668,0.18786657,1376.82525053,1639.51135869,68.47715032,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00030_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00030_stress.csv,1.2036295305539226,1.0726557310124694,0.05311571651523842,0.05554972617481028,1416.231381818182,1496.8656652173916,1380.2106863636363,1636.8576260869563,False
31,1,False,motif1_nocable,1.095041344804943,1.1705690817502237,81.1037192417288,781.3745830476574,0.10563129,2547.73142469,2647.76915252,126.17955098,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00031_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00031_stress.csv,0.7884003415603393,0.7595572978773407,0.052858639418897964,0.05569325848105737,2627.7613511111113,2532.3228770833334,978.1101088888888,2876.9528708333332,False
32,1,False,motif1_nocable,0.815572128610554,0.9004657045698874,87.90795973116182,818.861602561311,0.0,1330.904078,1330.904078,85.50516225,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00032_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00032_stress.csv,0.0,0.0,,,1330.9041,1330.9041,-1025.3963,-1504.0243,True
33,1,False,motif1_nocable,1.004531739922919,0.9612616644807295,52.9699261952429,467.92772671407926,0.21800529,612.29442465,800.51406201,23.67777311,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00033_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00033_stress.csv,1.2386340922912413,1.1378841450838606,0.0537035838846683,0.056946709012397644,672.412890909091,649.8729444444443,536.8175749999999,625.8722399999999,False
34,1,False,motif1_nocable,0.8689391116225517,0.902584118660629,68.8858707768931,872.8886961071789,0.33809035,1047.70770522,1527.49112296,31.37019152,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00034_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00034_stress.csv,1.200791190769408,1.2661891597993784,0.054686060875226525,0.05866835635590749,1216.5351131578948,1014.5431975609757,346.6823789473685,996.8771975609754,False
35,1,False,motif1_nocable,0.9848923125511481,0.9680496462635972,71.4971810006813,310.27051333474634,0.19709477,459.98245886,595.44769901,17.47212343,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00035_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00035_stress.csv,1.169537408751776,1.391351867208567,0.05350226665317498,0.05762316941318875,529.9560955555555,462.70666666666665,312.95216666666664,434.3189,False
36,1,False,motif1_nocable,1.054289048377732,0.9567971050134031,29.752906914002423,1053.5924822230836,0.26495924,1157.89795627,1522.95629704,42.98904248,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00036_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00036_stress.csv,1.497259106498658,1.2183272528683475,0.053425847167291256,0.056033948287456496,1238.4615463414632,1273.139608888889,1181.2950097560974,1339.631028888889,False
37,1,False,motif1_nocable,0.9229421924122863,0.813683986422079,27.641399255204373,244.13642372138105,0.0,2070.37209731,2070.37209731,91.05349437,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00037_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00037_stress.csv,0.0,0.0,,,2070.3720999999996,2070.3721,-660.9058,-2320.1371,True
38,1,False,motif1_nocable,1.0335170390596704,1.2424921332230099,44.92569867433007,376.46268451402346,0.04111006,3372.47954296,3390.48038807,174.82855817,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00038_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00038_stress.csv,0.3256144476397864,0.27617631140869264,0.05286915052102265,0.055360223081180555,3376.899446666667,3377.328241666666,644.06274,3653.0654229166666,False
39,1,False,motif1_nocable,1.2870615391811981,1.3572068489086666,13.620018433840428,617.997317675526,0.03821074,5292.67624145,5312.41134787,280.89268964,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00039_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/nocable_v2/m1_00039_stress.csv,0.29910920702991917,0.269189701978817,0.05285219039494886,0.05528353349245931,5290.637646666668,5306.8969729166665,2423.2008777777783,6085.99619375,False
