,S1,ST,S1_conf,ST_conf
sf_wale,0.14383817402068616,0.44487616370915056,0.07499039380859417,0.1049790154849704
sf_course,0.3524019844243582,0.7534130428750399,0.08110515598728059,0.13028384792077152
knit_dir,0.043731285285060886,0.15134901720069757,0.044395779481898434,0.042677036724185054
pressure,0.028427669749696113,0.36549271518138293,0.06410115772418361,0.09227524295690984
