sample_id,group,motif,has_cable,sf_wale,sf_course,knit_dir,pressure,E1,r,r_binary,E2,nu,crown_height,max_stress,mean_stress,cable_wale_tension,cable_course_tension,boundary_reaction_mean,cable_wale_frac,cable_course_frac,verts_path,stress_path,cable_wale_lrest,cable_wale_L_nocable,cable_course_lrest,cable_course_L_nocable,H_mean_x0,r_x0,H_mean_y0,r_y0,vm_x0,vm_y0,H_anisotropy
3000,material_r_nocable,3,False,1.220804531558214,1.16499946122077,84.08820210819118,1570.2224317213645,6930.742695338102,4.997626196004445,0.2000949972607976,34637.26125198815,0.4116728210667985,0.06494146,8665.02958331,8532.05143012,0.0,0.0,411.06348739,,,,,,,,,1.0861683111326443,0.05283282585728153,0.8787658108860379,0.05538955015806465,8633.86544888889,8517.910927083332,0.10555188488127568
3001,material_r_nocable,3,False,1.1042980791835513,1.223479212170793,81.96144361276077,1011.7005766534978,4469.47932975974,1.6511719471959148,0.605630444302448,7379.878887871281,0.370152908448456,0.1270483,2510.72354407,2390.56561046,0.0,0.0,129.32104028,,,,,,,,,1.3714614751884766,0.05285459893591089,1.200479909344721,0.05562034593735533,2471.3294999999994,2385.7849723404256,0.0664795733184209
3004,material_r_nocable,3,False,0.905576482704938,1.3613156338676071,70.74858804276805,1810.711459643814,13241.437092501026,3.332502991696311,0.3000747493675856,44127.12872511817,0.2550196398929765,0.03179589,18987.48879716,18934.0196755,0.0,0.0,1160.2373825,,,,,,,,,0.9192050841803565,0.052843690310580615,0.7018762775448408,0.05531198501212425,18966.845260000002,18924.767885416666,0.1340640955887795
3005,material_r_nocable,3,False,1.3109725455646737,1.3432756712749987,29.95364963457999,339.385747281669,11641.278704578814,2.277564444805733,0.4390655124076174,26513.762469622856,0.389444632222843,0.00764189,13410.2036256,13408.07549117,0.0,0.0,753.31539377,,,,,,,,,,0.052831360559824674,,0.05527465629795238,13408.364075555552,13409.131143749999,
3006,material_r_nocable,3,False,1.291975724171517,1.2676275308777778,50.14744855416651,1159.2955743004336,8042.06998367027,1.4745910535954587,0.6781541211454694,11858.764450308756,0.4370342822326886,0.0549698,5858.46988087,5804.67729114,0.0,0.0,345.14256713,,,,,,,,,1.0386132746111478,0.052843932294322105,0.822335325538563,0.05529579814247809,5822.649446666667,5821.402608333333,0.11621919544429413
3007,material_r_nocable,3,False,0.949559849198812,1.1129074910302887,71.73922698037315,878.8263854108664,17498.754500060644,4.676452637472041,0.2138372988078784,81832.09663428435,0.4219871095223393,0.03315268,10598.24694544,10532.24852814,0.0,0.0,516.18808731,,,,,,,,,0.9258217037898608,0.05283617076985786,0.7093607778656248,0.05540015685392907,10583.109435555558,10521.8555375,0.13237722905708202
3008,material_r_nocable,3,False,0.8589908847972249,0.8956935190284252,69.47879094423244,974.1296614734702,3795.7183446680224,2.4520655390737134,0.4078194420438524,9307.350148990376,0.2970180423522553,0.37028203,1410.40303447,1045.83916411,0.0,0.0,32.00434962,,,,,,,,,1.93561129055948,0.05471650444063555,2.1619287963561615,0.05821014218980158,1229.107997297297,1033.922985,-0.0552325300048592
3009,material_r_nocable,3,False,0.9945774173286868,1.002519560505269,72.96886420177263,1314.9987109246572,9013.232026274613,1.1464362904368617,0.8722682702402411,10333.096289048985,0.3654146222766905,0.24722417,1924.86955528,1507.40817299,0.0,0.0,61.62615031,,,,,,,,,1.8309097164532486,0.05320467940833195,1.6807292575961623,0.05610268771604804,1656.0686285714287,1594.2925288888887,0.04276648595339721
3010,material_r_nocable,3,False,0.9005864219289931,1.1305081099821506,66.09771471195342,1305.7871261859812,2966.5827129018016,4.7988769147413874,0.208382089761077,14236.265296615333,0.3911949321372895,0.16912362,3188.98300009,2920.13245213,0.0,0.0,146.33601415,,,,,,,,,1.5019667528919545,0.05378793302375718,1.4850735333479614,0.05772578732571719,3096.941204545455,2888.5123888888893,0.0056555044208185775
3011,material_r_nocable,3,False,1.3208637795089362,1.045725435342933,21.687500372928824,242.36029884549987,15190.339440171596,1.7210713447195751,0.5810334377294138,26143.65792704293,0.4597324191695882,0.00902797,6987.24313561,6985.12068595,0.0,0.0,457.109465,,,,,,,,,,0.05283613566247339,,0.0552779689174992,6986.048164444443,6985.583447916666,
3012,material_r_nocable,3,False,1.2553512558758568,1.1951474565948963,70.2202777375042,1376.3995958999385,9691.4874532701,1.2271818771185306,0.814875136803713,11893.217764974688,0.3314946196278885,0.08722452,4378.51799489,4261.810112,0.0,0.0,252.73849447,,,,,,,,,1.201264239451652,0.05285414691703358,0.9870940185435921,0.05530138489846223,4298.982426666667,4300.123835416667,0.09786798853687753
3013,material_r_nocable,3,False,1.1952654501465534,1.132082966853086,56.0087723053505,1104.9994656712668,15084.342769336796,4.906873112941439,0.2037957731905864,74016.95596125133,0.3554906007122803,0.02938297,13168.77830028,13117.20089022,0.0,0.0,644.66118334,,,,,,,,,0.9058369709038361,0.05283809990502015,0.6873974951515375,0.05530013689601665,13142.168168888891,13125.526570833332,0.13710441269396104
3014,material_r_nocable,3,False,1.0493351382220455,0.9355894725166628,82.5067368957139,1665.918482841765,15128.81144061831,1.5152362218554265,0.6599631038225097,22923.72308844564,0.314361140791386,0.22763306,2759.26344812,2231.43843521,0.0,0.0,96.78993582,,,,,,,,,1.871524167808153,0.05356773199366054,1.5521723583837643,0.05571926429474469,2159.12224047619,2510.5724844444444,0.09327690318966288
3015,material_r_nocable,3,False,1.1611583985093774,0.9669263877702826,11.567195228785836,1638.4864457626488,7764.582621840795,3.820697722124792,0.2617322993675284,29666.12313651687,0.4680613086861752,0.17464383,2981.5022915,2510.92520154,0.0,0.0,132.55623745,,,,,,,,,1.5978788989415718,0.05315072988624598,1.3846033996553662,0.055624212336355394,2588.121375555556,2722.561689130435,0.07150939316103828
