,S1,ST,S1_conf,ST_conf
sf_wale,0.2684571442487812,0.6243968224591347,0.06559220790036624,0.09495187533412862
sf_course,0.21306156243457383,0.5085718889760347,0.06727328994557846,0.0900214246552441
knit_dir,0.04171720090555611,0.2664035883092415,0.05367580951578491,0.05740581030506641
pressure,0.029782586615708036,0.2832712548149929,0.04933891870023569,0.053406463037519045
