deviation_mm
7.624690320544170952e+00
3.470124901966065778e+01
1.104489817812281238e+01
2.770229136952571736e+01
0.000000000000000000e+00
1.218520064932047475e+01
6.195045804043747495e+00
3.158865474327774869e+00
7.821004867521817339e+00
1.071386838023972210e+01
1.083647493509766058e+01
8.395108248605266610e+00
1.534112758108739705e+01
8.043541630190029323e+00
1.195411955554233074e+01
1.595239764441696018e+01
1.133794106130386403e+01
4.888304260231795872e+00
2.008881009990385991e+00
4.653961905409198074e+00
1.634760535919567825e+00
1.609437837848993080e+00
5.826346231301396728e+00
5.278575390178669835e+00
5.666816255667732172e+00
4.153461385230388991e+00
0.000000000000000000e+00
8.380643600368644641e+00
1.238287382503754586e+01
2.695437377885073538e+00
1.055006974100179074e+00
5.251570787869169754e-01
0.000000000000000000e+00
7.428433498389394041e-01
7.081878673063922713e-01
1.352073374488241275e-01
7.248227772359354670e-01
3.328332935720200059e+00
2.628028318778180772e+00
7.136070709830454106e+00
1.584225094392840560e+01
3.987189753447801244e-01
4.862418600861056484e-01
1.198755586979681276e+01
6.350244522063847041e-01
2.423459954569084474e+00
3.126624553875904766e+00
4.399837857239475292e-01
2.742023203877019810e+00
2.521900296344208314e+01
1.470705859947530492e+01
7.735320902199150916e-01
1.048934383076538940e-01
9.504679952533762188e-02
4.447462086403912718e-01
2.791995784380567613e-01
3.644996655691131182e-01
8.828959056989638121e-01
1.281277683603390116e+00
1.174284826479498278e+00
9.289839020134053049e-01
6.935565638792614562e-01
9.364600037374832819e-01
1.055085625245633763e+00
7.186037106820423404e+00
7.872617833986382818e-01
2.460870364952193690e+00
6.253298894183889622e-01
1.582567660607250293e+00
8.283198184276506781e-01
6.235683373937360718e-01
2.114304353682491533e-01
1.293488931572307044e+00
8.153025021421651808e-02
9.172271241082669002e-01
1.052692569034290537e+00
0.000000000000000000e+00
2.950015607704477461e+00
3.686232256668029006e+00
1.415882969737258890e+01
1.018664166157816631e+01
0.000000000000000000e+00
1.471561284452670426e+00
1.639198321161938754e+00
1.077615089396023151e+01
1.751932748880480561e+00
6.364432783595092680e+00
1.493418859456719971e+01
5.291284159625084804e+00
1.132521200694274555e+01
1.142972578685067120e+01
4.977369449307532001e+00
1.005777478624869659e+01
1.493257559508407617e+01
1.318059850363403562e+01
1.437092793571103044e+01
1.134000958272080872e+01
1.018838098312484064e+01
1.121634927545499316e+01
0.000000000000000000e+00
1.483618814498184513e+01
1.416893368596944569e+01
4.044274969694841459e+00
1.494503594043185934e+01
1.711212435444820912e+01
1.420942443334705452e+01
5.856892518050847762e+00
1.997198031117583650e+00
0.000000000000000000e+00
3.747289302776063202e+00
1.465370442263662198e+01
1.946184578406169052e+01
1.153208517767276753e+01
8.468788169897729645e+00
0.000000000000000000e+00
2.146225773538272374e+00
1.995736409956485247e+01
4.803495111624440206e+00
1.739999210377694183e+01
5.740410211300172705e+00
3.726589003177037451e+00
5.960688762777351712e+00
2.025093028036003329e+00
6.561748402224806931e+00
3.175141909175088983e+00
2.327392546542163654e+00
1.450388758226567631e+01
2.273783478654028301e+00
1.367896305170838600e+00
2.777545138193093344e+00
7.916138665946957254e+00
8.865877006252711467e-01
2.521493905624209830e+00
1.601451814573300991e+00
3.496474263282946193e+00
2.964637145098863336e+00
3.081055928184354364e+00
1.396129692901074915e+00
2.018942196819914603e+00
1.723526937010254834e+00
1.636511579610734568e+00
3.649965274862218667e+00
1.391070381900218145e+00
0.000000000000000000e+00
4.265770673512608191e+00
1.610032931433406311e+00
1.261563270272233694e+00
8.979859428743609540e-01
1.645366456537878275e+00
