vid,x,y,z
0,-0.00000000,-0.00000000,4.90049049
1,0.52484320,0.00320347,4.90190552
2,0.52451406,0.05409312,4.90008303
3,0.51765873,0.10436994,4.89763515
4,0.50425496,0.15361105,4.90009979
5,0.48441718,0.20127890,4.90193476
6,0.45854176,0.24655472,4.90307026
7,0.42666438,0.28926287,4.90347471
8,0.40030479,0.33335329,4.90304315
9,0.36885523,0.37338561,4.90190553
10,0.33263838,0.40913698,4.90008306
11,0.29223901,0.43984067,4.89763515
12,0.24794240,0.46518212,4.90009979
13,0.20020846,0.48486056,4.90193477
14,0.14989684,0.49857829,4.90307026
15,0.09715733,0.50623726,4.90347470
16,0.04734229,0.51877422,4.90304315
17,-0.00320347,0.52484320,4.90190552
18,-0.05409312,0.52451406,4.90008303
19,-0.10436994,0.51765873,4.89763515
20,-0.15361105,0.50425496,4.90009979
21,-0.20127890,0.48441718,4.90193476
22,-0.24655472,0.45854176,4.90307026
23,-0.28926287,0.42666438,4.90347471
24,-0.33335329,0.40030479,4.90304315
25,-0.37338561,0.36885523,4.90190553
26,-0.40913698,0.33263838,4.90008306
27,-0.43984067,0.29223901,4.89763515
28,-0.46518212,0.24794240,4.90009979
29,-0.48486056,0.20020846,4.90193477
30,-0.49857829,0.14989684,4.90307026
31,-0.50623726,0.09715733,4.90347470
32,-0.51877422,0.04734229,4.90304315
33,-0.52484320,-0.00320347,4.90190552
34,-0.52451406,-0.05409312,4.90008303
35,-0.51765873,-0.10436994,4.89763515
36,-0.50425496,-0.15361105,4.90009979
37,-0.48441718,-0.20127890,4.90193476
38,-0.45854176,-0.24655472,4.90307026
39,-0.42666438,-0.28926287,4.90347471
40,-0.40030479,-0.33335329,4.90304315
41,-0.36885523,-0.37338561,4.90190553
42,-0.33263838,-0.40913698,4.90008306
43,-0.29223901,-0.43984067,4.89763515
44,-0.24794240,-0.46518212,4.90009979
45,-0.20020846,-0.48486056,4.90193477
46,-0.14989684,-0.49857829,4.90307026
47,-0.09715733,-0.50623726,4.90347470
48,-0.04734229,-0.51877422,4.90304315
49,0.00320347,-0.52484320,4.90190552
50,0.05409312,-0.52451406,4.90008303
51,0.10436994,-0.51765873,4.89763515
