deviation_mm
1.236773667724211734e+01
3.086615176603977062e+01
2.312715810194370292e+01
2.831444589956511138e+01
0.000000000000000000e+00
2.974750998876712416e+01
2.698308858052390491e+01
1.506461385192795888e+01
2.310555717382725760e+01
2.395609206883501230e+01
1.510009734406701476e+01
2.021740012487016358e+01
1.105975107457215501e+01
2.383774653139007782e+01
3.076328047445547664e+00
2.313475531413720176e+01
7.472680608048232642e+00
6.421543971771915160e+00
1.528335868145153498e+01
5.969364192458022522e+00
2.025299026158360149e+01
9.540587604681379119e+00
1.925364344444709630e+01
2.134387123932534891e+01
1.553857902747545516e+01
6.757818372625888692e+00
0.000000000000000000e+00
2.413238290958438625e+01
1.691895531200434988e+01
4.810800555884667595e+00
6.503200621740054643e+00
5.487116690475962066e+00
0.000000000000000000e+00
9.060588023776377398e+00
1.382883622320042960e+01
6.546469783707868473e+00
5.142888880483402758e+00
1.167634361201741022e+01
4.095495048379356184e+00
5.882309907986855713e+00
4.056130280060661164e+01
7.361614348592297574e+00
5.739677274455411649e+00
2.616180912567593353e+01
6.523752380693158770e+00
9.718532837923648415e+00
6.570557007689676432e+00
1.145090440742561100e+01
2.220140365257564596e+01
3.174863989185836743e+01
2.754121450001252924e+01
9.768103974165098791e+00
1.577686056591426400e+01
1.506520137111350266e+01
7.934002148506133167e+00
1.580070630204867221e+01
1.043573739585758808e+01
6.877416265975170973e+00
4.816532561054716055e+00
4.883646630439209879e+00
1.027302219848664500e+01
8.954903995917556259e+00
1.225498225401407559e+01
6.583556549601431662e+00
1.396441929655151881e+01
1.281197199741710513e+01
7.287026827897634007e+00
1.463731858154697996e+01
2.947540210701133478e+00
1.102917990756339428e+01
5.190464216801812469e+00
6.921531633280292972e+00
6.032310014654388652e+00
5.037588185808756336e+00
3.848011103986082926e+00
1.312379703183876600e+01
0.000000000000000000e+00
7.046874797284224279e+00
3.418894680300784472e+01
3.627364912240012984e+01
2.879029994720445185e+00
0.000000000000000000e+00
3.237275964804050687e+01
2.836329008638631066e+01
2.083173915300161028e+01
1.845469716974244179e+01
9.204790151589559599e+00
1.502930412264321625e+01
7.913650097451893295e+00
6.432230463797109721e+00
1.671229423181927132e+01
1.749753783809026331e+01
8.602435562595069030e+00
3.495559194336295405e+01
3.467336720479421786e+01
1.548089979021245632e+01
3.138442821030995589e+01
2.382669389154950679e+01
1.281068935830152888e+01
0.000000000000000000e+00
3.554264246801158578e+01
2.020623959638951916e+01
2.425527732937308301e+01
9.728733116012588056e+00
1.050437995623729748e+01
1.451742036385597423e+01
8.653172333306464736e+00
2.853470522239540585e+01
0.000000000000000000e+00
2.794369021984569912e+01
2.404318469490471344e+01
2.440332409388934565e+01
2.015425031235593778e+01
1.216610199754219046e+01
0.000000000000000000e+00
2.238765578738874851e+01
1.441277807539891676e+01
2.350887648462597923e+01
5.948268509482399935e+00
3.878524802215381317e+00
1.671113180225085770e+01
1.026476926060201222e+01
4.699662621008017460e+00
2.390236717431142210e+01
8.278296656619652083e+00
6.222410032680267378e+00
1.314485823565244971e+01
1.390982213155148806e+01
4.515784042112730212e+00
4.680436021793282997e+00
3.868019276399749629e+00
6.370530387322554056e+00
8.853457033588606251e+00
8.576422805424162021e+00
8.034772770464629232e+00
6.315664202694749818e+00
7.856648182456702934e+00
6.528484360975352452e+00
1.070353921622657367e+01
9.095952980710709568e+00
6.290984085188900288e+00
9.529674034498762936e+00
7.096532251726887175e+00
0.000000000000000000e+00
6.972830000795944727e+00
6.463362983687371610e+00
2.579476276049061489e+00
2.553230851724928030e+00
3.740882123002541526e+00
3.103773459146150326e+00
9.519741068516529126e+00
3.326239126536159496e+00
3.944631924349860874e+00
1.815946090747170061e+00
5.385015755148716998e+00
0.000000000000000000e+00
1.026317278636095587e+01
1.260676110539895767e+01
6.581885761611162344e+00
9.397302834638233904e+00
0.000000000000000000e+00
8.627314047152825793e+00
1.013395748719129230e+01
6.434084661744827294e+00
1.771476535775735428e+01
8.741631777797572056e+00
1.522384744744901219e+01
4.932724769881239091e+00
4.821372139650672572e+00
3.880025479413779621e+00
5.075484179031600540e+00
4.667578491273574492e+00
4.299024457211201522e+00
3.274269589358810517e+00
1.147321006405354815e+01
7.003134517378633461e+00
0.000000000000000000e+00
1.028089626572992366e+01
1.610466194145346819e+01
9.128050682955269224e+00
1.510709195378778880e+01
6.787657136936140923e+00
1.656118941485483731e+01
1.258443374718941499e+01
8.310410008537567617e-01
0.000000000000000000e+00
0.000000000000000000e+00
1.763385716204486897e+01
6.786869250980158697e+00
4.628520476221316571e+00
3.890020100423646099e+00
7.102425076732606257e+00
1.850000032191892885e+01
1.628512302782512933e+01
7.630576156306950075e+00
7.761781718162374055e+00
9.971087435129634358e+00
6.299137041809753867e+00
1.830345813070579553e+01
1.614616331001886351e+01
1.471119862895611341e+01
2.817087855019796638e+00
4.711602672817399196e+00
1.284549259076893080e+01
0.000000000000000000e+00
4.837298575114019172e+00
1.532237790449640968e+01
1.753894740186534662e+01
1.439479582139321323e+01
3.949983786473068914e+00
1.488836949974374058e+01
8.142475822549290143e+00
1.596622794933098888e+00
8.987633257599027203e+00
0.000000000000000000e+00
5.913066037953584875e+00
3.597161019053811248e+00
1.032363877670077379e+01
5.815071298651464993e+00
0.000000000000000000e+00
7.172852379632110864e-01
2.534100449883553097e+00
1.405857090060364811e+01
1.438029465679685792e+01
3.966495532456826290e+00
2.363585494180392654e+00
6.136640694133904006e+00
9.007397134777640701e+00
4.919206955648438573e+00
6.053678236915129851e+00
8.054211161752597548e+00
0.000000000000000000e+00
7.083783317324150453e+00
5.519475224819873738e+00
4.597837731738710687e+00
4.918344466281304506e+00
5.799782664841871771e+00
1.098722868564682820e+01
9.350710971690867623e+00
6.225481859824190778e+00
0.000000000000000000e+00
1.069003727949066374e+01
1.063962694905229789e+01
0.000000000000000000e+00
5.441343939827729237e+00
5.981853559399466391e+00
8.157638878584908326e+00
5.840330950725283188e+00
6.143812298182608878e+00
5.385064661162387800e+00
7.593879213820785345e+00
1.024475375880744821e+01
7.560383995069318352e+00
0.000000000000000000e+00
7.567382266186905682e+00
8.185761095060099635e+00
0.000000000000000000e+00
1.086182106789192581e+01
1.049848394018867559e+01
1.296643718367540643e+01
1.080244953291611587e+01
9.050224792434699239e+00
6.487144038272902868e+00
1.482277049845271399e+01
1.266375747156034137e+01
0.000000000000000000e+00
1.160608236697032325e+01
1.218619002929543171e+01
1.204256859366391907e+01
1.224042132187856247e+01
1.345392964336070740e+01
1.117563245992366383e+01
9.277911076319933059e+00
1.444248475490974215e+01
8.652023144710133451e+00
6.571162124472340160e+00
1.091628936649258286e+01
1.182438267792871400e+01
1.313417786089787676e+01
1.414562299322301442e+01
8.719197600364399392e+00
0.000000000000000000e+00
1.399898051701622670e+01
1.115930693110457916e+01
1.364995805299782816e+01
7.429688789047574460e+00
0.000000000000000000e+00
6.417901710317743813e+00
0.000000000000000000e+00
2.874363645243948717e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.171507300732694468e+01
0.000000000000000000e+00
5.294541239862067705e+00
0.000000000000000000e+00
4.726774038771069719e+00
0.000000000000000000e+00
6.788362647096939817e+00
8.417301236435568157e+00
1.058696312775760084e+01
6.992242782934539491e+00
2.372600618896067459e+01
2.418232178127443888e+01
1.571909681318236274e+01
2.087707393534352818e+01
1.148133203032644012e+01
2.430813452973509925e+01
2.957741049466637850e+00
2.336909031513421908e+01
5.097913887993824389e+00
6.858124968283984657e+00
1.615797968963633124e+01
2.456926404799294250e+00
2.125109766628773755e+01
6.987197678046612737e+00
2.020756448036972941e+01
2.230156677179652291e+01
1.640954708725684341e+01
5.594178223456952814e+00
0.000000000000000000e+00
1.189394454465380946e+01
1.675703698737041591e+01
3.257497773736767410e+00
6.253219685482039658e+00
5.523567017145717628e+00
0.000000000000000000e+00
8.840224992866460241e+00
1.371314488715846380e+01
6.513888987801373709e+00
5.103419343430436683e+00
1.167726552531027018e+01
3.402864760242442443e+00
4.253975907172017124e+00
7.289647266397704328e+00
5.343111990591285831e+00
6.149913712410912225e+00
9.989080294296369900e+00
1.870284152796044985e+00
1.134123811018003813e+01
2.710539055413333998e+01
9.323154190514067352e+00
1.573813851042741696e+01
1.501044426824875089e+01
7.710495169734548071e+00
1.576360505862477090e+01
1.031412140100162667e+01
6.644914932201899660e+00
4.508245399864580172e+00
4.616926153243089637e+00
9.775711701282906674e+00
8.447158325502135412e+00
1.202090256623437803e+01
6.173315628825398527e+00
1.259898706429211757e+01
7.095987934960169774e+00
1.469654812085139106e+01
1.861278079331533108e+00
1.080943296694605493e+01
4.799934109026906981e+00
6.889769562982472451e+00
6.056010007141638951e+00
5.038180538190349722e+00
2.576096763302963222e+00
1.298272238219321117e+01
0.000000000000000000e+00
1.557870852789474192e+01
7.560735617048133683e+00
4.843979951424170594e+00
1.828358637297125000e+01
1.785458164613778465e+01
7.213769761955251880e+00
3.446187666132679084e+01
3.478332428521606090e+01
1.543803100186679345e+01
3.116526060047949898e+01
2.363793629587833323e+01
1.270719479478066205e+01
0.000000000000000000e+00
3.486593019538271676e+01
1.975367588064054658e+01
2.495074430074982530e+01
9.586683984934515124e+00
1.014171351464337079e+01
1.410301322685687708e+01
6.610879197058444845e+00
2.934635113988789357e+01
0.000000000000000000e+00
2.872838989463386028e+01
1.993584076947344030e+01
2.382855969807031826e+01
1.198140349964063844e+01
0.000000000000000000e+00
2.417877564192612994e+01
1.406742468952651492e+01
2.203381932567751633e+01
2.424928469102750128e+01
2.744122928988391497e+00
2.578981840300536010e+00
1.630511239261172207e+01
5.450431496542264220e+00
3.425548550261699354e+00
2.442164621898164256e+01
8.340715666452133803e+00
5.999343478248262862e+00
1.252645625094743131e+01
1.356596945306158020e+01
3.214363869414883279e+00
3.943899921575076295e+00
4.887285850387712571e+00
6.504321890627816849e+00
9.098641028389899077e+00
