factor,nominal,delta_abs,delta_rel,kind,status,crown_height_base,crown_height_plus,crown_height_minus,crown_height_half,crown_height_elast,crown_height_asym,max_stress_base,max_stress_plus,max_stress_minus,max_stress_half,max_stress_elast,max_stress_asym,H_apex_base,H_apex_plus,H_apex_minus,H_apex_half,H_apex_elast,H_apex_asym,L_pos_plus,L_pos_minus,L_pos_mean,L_pos_asym,L_pos_shape_mean,L_target_base,L_target_plus,L_target_minus,L_target_half
s_wale,1.1,0.050000000000000044,0.04545454545454549,systematic+independent,estimate,0.16416714,-0.010637309999999983,0.009608620000000012,-0.010122964999999998,-1.3565761698717527,0.10161943659786866,2167.27452118,2.0262431799997103,23.179652280000028,-10.576704550000159,-0.1073641100036158,2.3831520811460467,0.8057985464902154,-0.035821474265184894,0.02682019347034481,-0.03132083386776485,-0.8551248300113349,0.28738956417453904,0.006880700823552741,0.0064523748779119665,0.006666537850732354,0.064250133312259,0.011139469686691147,nan,nan,nan,nan
s_course,1.1,0.050000000000000044,0.04545454545454549,systematic+independent,estimate,0.16416714,-0.026450769999999985,0.02830617000000002,-0.027378470000000002,-3.66898235542143,0.06776857874088882,2167.27452118,446.32283677999976,-344.2688603600002,395.29584857,4.012647490455001,0.25817113129111796,0.8057985464902154,-0.10491694331210544,0.09827970047530854,-0.10159832189370699,-2.7738484902922234,0.06532827228919033,0.016542937303101454,0.01791259909847285,0.017227768200787152,0.07950314744244201,0.028786786475820884,nan,nan,nan,nan
pressure,1000.0,50.0,0.05,systematic,estimate,0.16416714,0.005055100000000007,-0.005225540000000001,0.005140320000000004,0.6262300725955272,0.033157468795715794,2167.27452118,53.515396959999634,-53.46356651000042,53.48948173500003,0.49361058059111956,0.0009689839631648744,0.8057985464902154,0.0193927172406283,-0.020412429642631458,0.01990257344162988,0.4939838506365821,0.05123520357776219,0.0031570088663840047,0.0032605751401390674,0.0032087920032615362,0.0322757828023113,0.005361739789312401,nan,nan,nan,nan
E1,5000.0,500.0,0.1,systematic,estimate,0.16416714,-0.009637489999999999,0.011020310000000005,-0.010328900000000002,-0.6291697595511503,0.13387872861582614,2167.27452118,109.86933286999965,-109.66858868999998,109.76896077999982,0.5064838796712965,0.0018287881981684042,0.8057985464902154,-0.03793716705307715,0.04183154837718839,-0.03988435771513277,-0.4949668609959086,0.09764182118529263,0.00601104802260068,0.006885650712253518,0.006448349367427099,0.13563202609194336,0.010774887042718461,nan,nan,nan,nan
r,2.5014,0.25014000000000003,0.10000000000000002,systematic,estimate,0.16416714,-0.0067056199999999955,0.0073849400000000065,-0.007045280000000001,-0.42915287432064664,0.09642200168056325,2167.27452118,129.7315479099998,-128.57232540000018,129.151936655,0.5959186775502789,0.008975649456159378,0.8057985464902154,-0.027255002005775242,0.029350513783305887,-0.028302757894540564,-0.3512386317624641,0.07403913729321573,0.004144414096414494,0.004566736372770386,0.00435557523459244,0.09696130903715386,0.00727796037166655,nan,nan,nan,nan
R,0.598460971503624,0.0050000000000000044,0.008354763699022145,systematic,estimate,0.16416714,0.0022349100000000066,-0.002225320000000003,0.0022301150000000047,1.625948761079478,0.004300226669926771,2167.27452118,8.939362809999693,-8.937932490000094,8.938647649999893,0.4936552065065528,0.00016001525684920833,0.8057985464902154,-0.0033948795341173232,0.003423665033590484,-0.0034092722838539036,-0.5064085588147332,0.008443297301153375,0.0038186760551794496,0.003814938093601498,0.003816807074390474,0.0009793425512733041,0.0008955671169959084,nan,nan,nan,nan
