face,region,dist_to_seam_M,dist_to_seam_C,strain_max,strain_min,resid_rot
396,2,0.020557806,0.14345315,0.14917809,-0.083869338,0.13271312
397,1,0.23810543,0.18103468,0.05552088,-0.15839514,0.13485702
398,1,0.10046583,0.036947272,0.076442299,-0.12840458,0.11938102
399,1,0.12168406,0.29009812,0.059358045,-0.13132955,0.12785602
400,1,0.083928985,0.26491667,0.076674146,-0.12770807,0.12666916
401,1,0.042316373,0.2007048,0.10888989,-0.11475367,0.12275638
402,2,0.022130098,0.047428317,0.11756237,-0.11161088,0.10672804
403,2,0.035221632,0.4310558,0.22412877,-0.11141066,0.18045997
404,1,0.045620766,0.30749699,0.071801059,-0.1276011,0.12989576
405,2,0.16052931,0.2113687,0.18209817,-0.067249528,0.14353217
406,2,0.17663293,0.23570048,0.17236607,0.025819703,0.1706713
407,2,0.15280248,0.46471273,0.25503825,-0.11018327,0.19042403
408,2,0.051013874,0.49000488,0.27069352,-0.12603571,0.1987054
409,1,0.041272606,0.33548609,0.076002486,-0.12786509,0.13075531
410,2,0.052553202,0.50148167,0.26692434,-0.12487141,0.18777758
411,2,0.14637076,0.23794665,0.14492469,0.0026533509,0.093326713
412,2,0.16179267,0.53309687,0.25353119,-0.11674165,0.18580646
413,2,0.2570496,0.41833663,0.3266991,-0.047616664,0.2298258
414,2,0.017986468,0.34907864,0.22156552,-0.086300146,0.1439813
415,2,0.12397714,0.15999,0.12062737,-0.13385027,0.13114959
416,1,0.15308349,0.11585561,0.10573057,-0.14487671,0.13855841
417,2,0.016631716,0.12214313,0.19527795,-0.0871771,0.11745488
418,2,0.018167327,0.10624084,0.18776988,-0.092303797,0.12943367
419,1,0.26200266,0.090730305,0.056759385,-0.15657692,0.13288344
420,1,0.087795645,0.31117591,0.051385873,-0.12542094,0.12216042
421,0,0.22434111,0.042244261,0.075706539,-0.11246526,0.12570473
422,0,0.20741732,0.042223862,0.059128366,-0.086023294,0.10828712
423,2,0.11312464,0.28068298,0.16376469,-0.11662195,0.14959163
424,0,0.086186303,0.020463986,0.052778342,-0.11515708,0.1161289
425,1,0.022073338,0.19200509,0.068179522,-0.11775615,0.1116326
426,1,0.046529081,0.34631375,0.048427596,-0.11983626,0.12417388
427,1,0.02350165,0.27412924,0.0775796,-0.11064144,0.11908987
428,2,0.082227766,0.26373566,0.16983157,-0.082572979,0.12207029
429,2,0.043131634,0.39935112,0.23597346,-0.10782579,0.17177993
430,1,0.017743877,0.31557898,0.057014401,-0.11912321,0.11451636
431,1,0.022480339,0.37189212,0.051311491,-0.12467108,0.13052611
432,2,0.1017972,0.38998353,0.1994272,-0.079389761,0.14457283
433,2,0.15031963,0.31860875,0.19931696,-0.055618163,0.12338289
434,1,0.041899091,0.38715458,0.087723822,-0.1197876,0.13163291
435,2,0.19355967,0.26523092,0.15125738,0.034157375,0.14512488
436,1,0.019703658,0.37047318,0.074331855,-0.13186567,0.1357631
437,2,0.21106072,0.46487448,0.23198631,-0.062102255,0.1781975
438,2,0.16198158,0.44455153,0.21304038,-0.078927152,0.1675201
439,1,0.021093371,0.39369833,0.06882378,-0.13133481,0.12633866
440,2,0.10399943,0.54443675,0.26675882,-0.11767985,0.18157105
441,2,0.14028947,0.45539325,0.22182466,-0.11576828,0.18751731
442,2,0.1881165,0.35245005,0.19404897,-0.10191532,0.13789223
443,2,0.021206614,0.430044,0.25374763,-0.11359462,0.17764734
444,2,0.0851781,0.35381925,0.19693539,-0.070250144,0.13009015
445,2,0.24100257,0.4076209,0.25222983,-0.056890595,0.15054631
446,2,0.17924856,0.49556671,0.23494354,-0.090289636,0.16940241
447,2,0.10046243,0.48223691,0.25041567,-0.11243232,0.18082949
448,2,0.15905445,0.50451371,0.25837718,-0.099290451,0.17163294
449,1,0.15750347,0.20860895,0.061961466,-0.15869933,0.13314712
450,1,0.2474326,0.11888865,0.069706143,-0.14789004,0.13534919
451,1,0.079664491,0.076504092,0.10350593,-0.12973522,0.12497956
452,1,0.043649379,0.08415652,0.048229606,-0.11033293,0.11359187
453,1,0.20359057,0.090020619,0.091795824,-0.13877314,0.12953039
454,1,0.02022106,0.156399,0.083095041,-0.11575188,0.10436651
455,2,0.046255135,0.21016963,0.19101365,-0.03641747,0.10959065
456,0,0.043500647,0.041513115,0.046217478,-0.077040148,0.10723906
457,0,0.18187006,0.056236404,0.069758008,-0.12444812,0.13858157
458,1,0.046703665,0.35836965,0.069604398,-0.11982778,0.12841236
459,2,0.045681685,0.43632041,0.24664773,-0.11424574,0.18773799
460,1,0.11542825,0.080595453,0.053797291,-0.14541972,0.11470549
461,1,0.12446003,0.2400888,0.078333149,-0.14261822,0.14924541
462,1,0.045591603,0.28826062,0.070809588,-0.12813206,0.12316191
463,2,0.021351883,0.14596035,0.25411299,-0.066753975,0.11504019
464,2,0.10892702,0.28652072,0.12744998,-0.072582706,0.097483065
465,2,0.043242804,0.27962842,0.18658377,-0.078080246,0.13189292
466,2,0.14581974,0.3210977,0.26773068,-0.041091057,0.13440683
467,2,0.17845605,0.35032654,0.12946723,-0.051237276,0.077881976
468,1,0.076483791,0.29724991,0.049245106,-0.12554174,0.11846122
469,2,0.095690422,0.11997279,0.0895835,-0.14247373,0.1341019
470,1,0.25668643,0.017986382,0.074020517,-0.12193203,0.12473038
471,2,0.094075891,0.16319143,0.15764693,-0.060527641,0.1072715
472,2,0.018458842,0.38312512,0.22092531,-0.086290772,0.16218188
473,2,0.050506217,0.47581248,0.24922552,-0.12694975,0.18822236
474,1,0.043628744,0.32140319,0.064773635,-0.13055853,0.12585062
475,2,0.27830877,0.43350963,0.28319401,-0.015665731,0.16322896
476,2,0.15564639,0.36366119,0.20616444,-0.057158465,0.13397248
477,1,0.18774474,0.087745565,0.052654969,-0.14905906,0.12700732
478,1,0.087516294,0.042343179,0.051901798,-0.13912002,0.12021209
479,1,0.020695342,0.080856124,0.039466029,-0.11216273,0.12157435
480,0,0.082175391,0.04127376,0.059356461,-0.072951332,0.10306542
481,1,0.19301199,0.16976115,0.08104255,-0.15300654,0.14797222
482,0,0.022167825,0.019739896,0.049182032,-0.08799185,0.11410272
483,2,0.046095131,0.23937162,0.17416127,-0.1041369,0.12824887
484,1,0.094597124,0.26286056,0.076227192,-0.14189895,0.14961839
485,2,0.020169617,0.34144652,0.19993443,-0.073151127,0.12950533
486,2,0.017081164,0.20418989,0.1744289,-0.083663325,0.13263052
487,1,0.1129567,0.27499878,0.067102183,-0.13569429,0.12962007
488,1,0.084900019,0.31225208,0.063400026,-0.12829145,0.12934973
489,1,0.1418283,0.25178755,0.050082975,-0.14042782,0.11966816
490,2,0.09542391,0.18024303,0.18314041,-0.015802033,0.10480414
491,2,0.021560583,0.36800004,0.24756904,-0.11238524,0.18185192
492,1,0.019446965,0.35830403,0.036011102,-0.12430604,0.12478
493,1,0.020831282,0.42392289,0.093045317,-0.14794802,0.16099656
494,2,0.13847926,0.30621963,0.25777305,-0.033672841,0.13594063
495,1,0.022073765,0.34926885,0.051504898,-0.13238665,0.13084639
496,2,0.23458751,0.39246057,0.034868697,-0.25308511,0.1939449
497,2,0.086947152,0.3062546,0.18551747,-0.075365941,0.1254125
498,2,0.13012016,0.52829321,0.24577126,-0.11942413,0.18045083
499,2,0.0845408,0.41109641,0.22748737,-0.11426923,0.18233017
500,2,0.16619798,0.3080983,0.19909405,0.0040302621,0.13607995
501,2,0.2337379,0.45076594,0.22415058,-0.044553902,0.17411319
502,2,0.17503655,0.35092824,0.22178389,-0.03693104,0.14300452
503,1,0.19867288,0.022192666,0.09069967,-0.13065906,0.13131094
504,2,0.098243162,0.49209786,0.24589965,-0.12128599,0.18934786
505,2,0.043267592,0.41544222,0.22594507,-0.10207309,0.16811151
506,2,0.098502902,0.5012926,0.25360016,-0.12018203,0.18991469
507,1,0.18708848,0.18846187,0.054614031,-0.16189355,0.13879069
508,1,0.22498732,0.11656947,0.05530015,-0.15467924,0.1337941
509,0,0.11352794,0.045914074,0.067655715,-0.1302918,0.1334081
510,1,0.038721544,0.098116188,0.10905219,-0.13241322,0.12837954
511,1,0.11000464,0.13993787,0.05771352,-0.15092207,0.12035013
512,1,0.04147248,0.10410901,0.042593528,-0.11905248,0.11877669
513,1,0.020058729,0.16078286,0.0037392502,-0.12713522,0.11495222
514,1,0.039724131,0.14389024,0.054490819,-0.11610551,0.12484101
515,2,0.023344345,0.22928322,0.22746722,-0.056299837,0.12852839
516,2,0.044074073,0.23377471,0.21045883,-0.0851076,0.14940213
517,1,0.039420272,0.31926392,0.045251132,-0.12752025,0.12906624
518,2,0.048167893,0.091734719,0.13440517,-0.12279554,0.13016215
519,2,0.021456862,0.27133862,0.20700066,-0.063292657,0.12752423
520,1,0.1394856,0.040020045,0.094455551,-0.12883748,0.12089499
521,1,0.20311968,0.017877567,0.057083232,-0.11261541,0.1170617
522,2,0.21929334,0.38548897,0.22386417,-0.011437888,0.1149201
523,2,0.25755197,0.41893953,0.30049794,0.033442278,0.1870403
524,2,0.0807885,0.25927384,0.20224839,-0.067258834,0.12995846
525,2,0.087874601,0.24350324,0.10440914,-0.12001693,0.13448219
526,2,0.11480133,0.34211954,0.19291606,-0.063090049,0.13555748
527,2,0.15968499,0.32897697,0.1914191,-0.039157849,0.10201348
528,2,0.12035658,0.2015887,0.18314111,-0.019523117,0.10541777
529,1,0.022164318,0.3223235,0.064855759,-0.12130672,0.1157446
530,2,0.10620932,0.4392446,0.23924478,-0.11088081,0.17856087
531,2,0.016326423,0.3818627,0.2108319,-0.088150218,0.15639378
532,2,0.020701881,0.34907424,0.23262937,-0.1011552,0.17663929
533,1,0.22967136,0.045108353,0.057640781,-0.14592964,0.12444388
534,1,0.25655802,0.15927426,0.055050757,-0.15723497,0.13889
535,1,0.021963479,0.14847836,0.10324843,-0.15500209,0.14369375
536,1,0.11574116,0.042232154,0.050626293,-0.13809663,0.12039008
537,2,0.019994322,0.19904666,0.1292025,-0.069357061,0.11366648
538,2,0.044658424,0.16909223,0.15569681,-0.06735355,0.090927767
539,1,0.19570991,0.2221038,0.055542469,-0.16172122,0.13710642
540,1,0.02608385,0.3292988,0.06824052,-0.12165085,0.13457771
541,0,0.1035901,0.045989017,0.067826355,-0.075015171,0.10173759
542,2,0.023044918,0.095984346,0.15324929,-0.071406825,0.10562197
543,1,0.092765847,0.16867353,0.070070691,-0.15283758,0.13018568
544,1,0.26424597,0.036063757,0.062772597,-0.14392112,0.12900035
545,1,0.021289128,0.29021915,0.074289913,-0.12043346,0.12832314
546,1,0.021724502,0.22770338,0.02985489,-0.13406195,0.11814361
547,1,0.1068595,0.26040581,0.052385964,-0.13956783,0.13516983
548,0,0.16178536,0.04408743,0.065015223,-0.13050646,0.13758771
549,2,0.16472218,0.34552779,0.17689643,-0.030076973,0.13038531
550,1,0.089077387,0.26393612,0.061026583,-0.13599835,0.13386015
551,1,0.021183654,0.021118969,0.020314619,-0.089362615,0.11384897
552,2,0.19286232,0.30357789,0.16940778,0.0031737703,0.1279864
553,2,0.18122467,0.26694593,0.21620718,0.021528705,0.14259632
554,2,0.12582098,0.42933926,0.26789589,-0.084463018,0.17221243
555,2,0.0198153,0.39920852,0.25968469,-0.1115749,0.17487508
556,2,0.27483921,0.46331577,0.22602347,-0.05369924,0.14664716
557,2,0.038040619,0.38531874,0.22556437,-0.094398798,0.1643132
558,2,0.085654989,0.20893174,0.15228827,-0.039599465,0.081984423
559,0,0.040654108,0.044879639,0.078770786,-0.077954003,0.10893555
560,1,0.021905808,0.13014942,0.10419461,-0.13269139,0.12745093
561,1,0.15186542,0.14529448,0.057145916,-0.15207375,0.13108916
562,2,0.02564662,0.21118593,0.23389994,-0.1042038,0.15083395
563,1,0.046083287,0.17329403,0.087847784,-0.15233332,0.13432848
564,1,0.021181746,0.16824969,0.062147116,-0.13095852,0.1216977
565,1,0.21910104,0.04364423,0.074819505,-0.14456256,0.13112454
566,1,0.15478663,0.020604185,0.054664919,-0.11294611,0.11340681
567,1,0.10288978,0.019898969,0.07926455,-0.13310412,0.1255412
568,0,0.11396023,0.020243826,0.061176503,-0.11300652,0.11470763
569,1,0.04436538,0.085459978,0.077932621,-0.13306824,0.12270491
570,1,0.044612121,0.16147701,0.081416157,-0.13701455,0.12711707
571,1,0.28733731,0.090146725,0.060060297,-0.15743751,0.13002228
572,1,0.1119151,0.20259374,0.062757737,-0.15862198,0.13588648
573,1,0.11825139,0.23912225,0.063398276,-0.14324942,0.13389073
574,2,0.038623434,0.21757945,0.1321687,-0.078447932,0.1086138
575,1,0.022702425,0.049516505,0.010773875,-0.12018929,0.11475498
576,2,0.077189482,0.25222875,0.21163539,-0.056826752,0.11799479
577,1,0.23340894,0.036901663,0.05915634,-0.14333693,0.12954934
578,1,0.084051779,0.023877162,0.062348962,-0.13534648,0.12189731
579,1,0.02313105,0.15118565,0.070239858,-0.12807502,0.11795432
580,1,0.15882916,0.24272404,0.061000108,-0.15173926,0.14369815
581,1,0.15480043,0.041128919,0.054110672,-0.14024199,0.12136055
582,1,0.17778885,0.22170846,0.049944027,-0.15919665,0.13442354
583,1,0.044636994,0.10698555,0.051568619,-0.13592381,0.1191779
584,1,0.16774291,0.25102468,0.058716469,-0.15161311,0.14350087
585,2,0.018410333,0.089510756,0.20890535,-0.090440933,0.13789686
586,1,0.26432845,0.047804931,0.071854125,-0.1445167,0.12594237
587,1,0.13173039,0.1938639,0.094997062,-0.14499148,0.13871791
588,0,0.14277051,0.040815635,0.05942132,-0.073154445,0.10088807
589,2,0.023017081,0.17054738,0.21840608,-0.11662161,0.15767178
590,1,0.042471361,0.21015235,0.095287599,-0.13562246,0.13008737
591,1,0.02301821,0.048112337,0.039678445,-0.13750026,0.11971469
592,1,0.17225842,0.16300501,0.082744052,-0.15299078,0.14346428
593,0,0.1447728,0.022160839,0.073311423,-0.13252693,0.11873639
594,1,0.22609098,0.15592534,0.054391747,-0.15255784,0.12184106
595,1,0.18987733,0.040887791,0.055521046,-0.14270023,0.1257347
596,1,0.23509572,0.12231283,0.069067752,-0.14787833,0.13048503
597,1,0.086017463,0.021601052,0.045457193,-0.1144126,0.1154972
598,1,0.10972665,0.11028946,0.089225961,-0.14492821,0.13301276
599,2,0.12048276,0.17404918,0.11143655,-0.045067728,0.09685235
600,1,0.2234366,0.1624216,0.055720417,-0.16269028,0.14722873
601,2,0.18750042,0.22500672,0.17837915,-0.11741985,0.22817874
602,1,0.041612846,0.23437934,0.081893126,-0.13551315,0.12954786
603,0,0.22819217,0.021033985,0.071693572,-0.12353366,0.12289583
604,1,0.043730984,0.2320323,0.094301307,-0.12029086,0.12522811
605,1,0.047638134,0.023572504,0.054402515,-0.12076601,0.11973644
606,1,0.18889105,0.043789721,0.05025638,-0.14203659,0.12298981
607,2,0.097328995,0.38708262,0.24134429,-0.052830457,0.14899142
608,1,0.034550434,0.047591315,0.062058134,-0.12022742,0.10267896
609,2,0.16931878,0.19724726,0.056812633,-0.27976927,0.2355241
610,0,0.23579845,0.047431224,0.068876073,-0.1027375,0.12122734
611,1,0.049761882,0.25532437,0.073747562,-0.12917979,0.1242668
612,2,0.077593063,0.39706453,0.20936312,-0.093755736,0.16737192
613,2,0.040555598,0.17282881,0.12834759,-0.11393337,0.13345742
614,2,0.043818968,0.21125315,0.12435281,-0.11593846,0.14077939
615,1,0.047066098,0.049563131,0.041916687,-0.11751555,0.12136604
616,2,0.15856377,0.31731787,0.079697026,-0.1356319,0.13596906
617,1,0.020071893,0.10427217,0.035086735,-0.13265171,0.13167084
618,2,0.084999678,0.4348017,0.23900634,-0.11746747,0.18230972
619,0,0.16878932,0.04513371,0.065136285,-0.081639767,0.10308335
620,2,0.13385855,0.55771141,0.26135438,-0.11554642,0.18092725
621,0,0.094270805,0.023199491,0.059606894,-0.12800073,0.12708083
622,2,0.17578098,0.53227243,0.27621515,-0.10216885,0.17558561
623,2,0.095635021,0.28116319,0.21037291,-0.02603887,0.12986286
624,2,0.22640293,0.49094402,0.23265009,-0.0965081,0.20649449
625,2,0.27101127,0.43411207,0.29618523,0.011977239,0.1752143
626,2,0.089490618,0.31281775,0.18839752,-0.056000512,0.13107435
627,2,0.12249275,0.35175136,0.20832249,-0.025544913,0.13985312
628,2,0.049653421,0.36031452,0.27394142,-0.076193422,0.14475183
629,2,0.26246163,0.42791971,0.39342206,0.032495602,0.18608015
630,2,0.094229005,0.40058561,0.23701111,-0.091357539,0.15968612
631,2,0.1269546,0.39047299,0.17083914,-0.063641509,0.13543464
632,2,0.04872162,0.34946741,0.2171385,-0.078383546,0.15283164
633,2,0.12720383,0.4256782,0.19786021,-0.08690927,0.15408384
