sample_id,group,motif,has_cable,sf_wale,sf_course,knit_dir,pressure,E1,r,r_binary,E2,nu,crown_height,max_stress,mean_stress,cable_wale_tension,cable_course_tension,boundary_reaction_mean,cable_wale_lrest,cable_course_lrest,verts_path,stress_path,H_mean_x0,r_x0,H_mean_y0,r_y0,vm_x0,vm_y0,H_anisotropy
4285,material_r_cable,3,True,0.8354672362708215,1.34323282988397,15.231472656509618,1362.5594688116437,3720.9103077490927,1.4560340849829785,0.6867971088820289,5417.772235247183,0.3084870234338909,0.12843309,4065.13211234,2461.14445079,1046.46337942,0.0,159.03849396,1.2291136118501822,1.3539468479014063,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04285_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04285_stress.csv,2.347916613805784,0.057462846831043086,1.3358959167725615,0.06045547154247339,2078.447988888889,2509.3365673913045,0.27472100945222067
4286,material_r_cable,3,True,1.1510651761601511,1.381497200376895,8.713510682860472,877.9045766654117,14223.549842650293,1.8828988320200788,0.5310959797702696,26781.505385905613,0.3289961250954731,0.01982857,14898.52099315,12966.64489482,543.20251259,0.0,758.01752143,1.2577935085627052,1.321896703207456,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04286_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04286_stress.csv,,0.05363020072202491,,0.055928696109623956,12228.502668888888,12947.990381250003,
4287,material_r_cable,3,True,1.2038454381525354,1.258910405532126,2.8678479896934714,1364.9334076714767,10776.840065876077,4.597523626769766,0.2175083982553893,49546.77682478429,0.3995079016751911,0.02582984,20200.94008046,17591.80626708,518.82878532,304.31290065,883.25735957,1.2642300903163626,1.2677270488076469,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04287_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04287_stress.csv,0.8717658935587694,0.05399457588215162,0.645944637458564,0.05508748637297591,16647.298586666664,17505.4294625,0.14879072885449088
4288,material_r_cable,3,True,1.392343132694584,1.00995622286902,74.45146644564676,224.94022879830584,17451.143811964495,3.262935081451179,0.3064725393050889,56941.94935550861,0.473809331036374,0.00480129,14073.31708665,10420.90388799,262.41249908,1211.01154485,701.38838239,1.2740526804020411,1.2309282014305405,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04288_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04288_stress.csv,,0.05489271055369746,,0.05417026334938531,9974.356348888889,10194.615044680853,
4289,material_r_cable,3,True,0.966693575072256,1.1738654342750543,1.4376037037914309,519.8206852407109,18645.624900590512,3.727532486161986,0.2682739865346256,69502.17254174198,0.277772392192287,0.01544982,13286.15357477,13272.4686313,0.0,0.0,667.01110757,1.3641039020954928,1.3126103804677227,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04289_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04289_stress.csv,,0.05286762191091123,,0.055275550636949534,13268.13432888889,13283.315670833334,
4291,material_r_cable,3,True,1.068572663286627,1.083717134104328,14.372771319050935,382.1723699514304,11113.112611518609,2.294053099728788,0.4359097006595985,25494.070434089343,0.1247685871952665,0.05612598,2275.78886899,2225.18399384,0.0,0.0,115.20774448,1.3548592106579551,1.3837800003144511,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04291_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04291_stress.csv,1.0492490071333684,0.05294417358480023,0.8259321520746304,0.05532373105603117,2219.6784688888893,2261.817035416667,0.11909081635240942
4292,material_r_cable,3,True,0.8253259417292352,1.3832564919348471,80.18955785648987,1540.3547771008282,14681.922024833344,2.8345854293648745,0.3527852749260984,41617.16224666383,0.3755982888166428,0.02320929,19487.32329694,19458.63065555,0.0,0.0,1348.04691065,1.2981771041515526,1.307487864203532,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04292_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04292_stress.csv,0.8734608765472215,0.05283846620442976,0.6550676571201911,0.05527246068485176,19480.242266666668,19451.281910416667,0.14287807824106333
4293,material_r_cable,3,True,1.210738067662351,1.0366718316141268,61.627607703491854,512.7722021969669,5565.368530669071,2.9566451876788467,0.338221171808939,16454.820083862003,0.4439472121442439,0.0670499,2117.68857546,2063.23699339,0.0,0.0,123.77320123,1.3819493351911163,1.347399370352213,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04293_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04293_stress.csv,1.099610103053276,0.05286651428913119,0.8849470951500338,0.05534458717526856,2085.0313822222224,2076.68839375,0.10816670242489568
4295,material_r_cable,3,True,1.0894363816801511,1.2432169430470907,65.60802436857377,549.7704117930796,14976.125522431645,2.126836729422664,0.4701818367935808,31851.7738255518,0.3747261929868637,0.01810343,9646.31842332,9636.13903707,0.0,0.0,538.8135891,1.377956145987396,1.3334985099960568,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04295_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04295_stress.csv,,0.05282901392529487,,0.055278356234379565,9642.559146666666,9636.332741666667,
4296,material_r_cable,3,True,1.081437394298078,1.2088116589313942,58.421559153584,1400.2575712929618,15988.945976067607,1.0548978884480371,0.9479590498291708,16866.70534866346,0.1662558545194589,0.08463771,6429.42461023,4042.15108044,855.4608989,0.0,225.01888012,1.2351532363842888,1.357849318527447,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04296_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04296_stress.csv,1.1997586485509093,0.05578853230287656,1.0668346498954968,0.059885529723898163,4257.574948888889,4103.088266666667,0.05864483881891063
4297,material_r_cable,3,True,1.1950172418276643,1.029815065907931,31.4508812783809,946.3834060908288,9473.232528119765,1.9602776089888847,0.5101318279688978,18570.165609618336,0.4120612399185863,0.08412692,3760.48833363,2716.18786682,0.0,303.47841689,164.96633335,1.3831017216934611,1.2620521056518268,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04297_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04297_stress.csv,1.2098213602156924,0.054200872952709915,0.8359332137170261,0.05409011976649786,2729.1864800000003,2671.844829787234,0.18276295273284468
4298,material_r_cable,3,True,1.3676205343411338,1.0153036306960836,4.766294133528578,1436.7492099276178,4953.251700976458,4.827411013566475,0.2071503746396774,23911.38181426063,0.1571964686723261,0.09297265,7013.81076307,2476.28467273,1647.31665074,715.00395008,143.3450854,1.208784536215407,1.2353470418754235,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04298_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04298_stress.csv,2.497694851303461,0.057045411419842304,1.5328069093102408,0.059442534232644985,3660.5945816326534,2899.03885106383,0.2393964819522377
4299,material_r_cable,3,True,1.1539119447191462,1.0428511592601526,2.060327599395055,1425.9855768932575,2006.32086106424,2.026834802665971,0.4933801209080596,4066.480946519759,0.4390710406771216,0.23012569,2046.4507851,1192.04608416,427.76972764,443.14589017,41.4819316,1.324990322726084,1.3181457732841673,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04299_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04299_stress.csv,2.472914915231366,0.05902706532089621,2.354418251490039,0.05604816641064361,988.4586477272728,1220.4170777777779,0.02454702413295557
4300,material_r_cable,3,True,0.8792463647458617,1.2648928140718658,87.14679823158922,418.3777294037012,7706.063871732843,3.6987369981366656,0.270362559031306,28502.703552382547,0.3191823391126074,0.01453387,13783.5465587,8682.64542792,0.0,1226.11131804,511.07996245,1.336754566996189,1.218674762194793,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04300_verts.csv,/home/chaoyu/phd_simulation/sensitivity_analysis/data/04300_stress.csv,,0.05426096375768995,,0.05359089213506895,8697.95173111111,8192.347036170215,
